emp_id,cbi1,cbi2,cbi3,cbi4,cbi5,cbi6,cbi7,cbi8,cbi9,cbi10,cbi11,cbi12,cbi13,cbi14,cbi15,cbi16,cbi17,cbi18,cbi19
EI9806627ES,5,2,1,3,1,5,5,2,4,2,5,1,3,2,1,1,3,4,4
EI1805035ES,2,1,5,3,1,4,5,2,2,1,3,1,4,2,2,1,2,1,1
EI0303601ES,1,5,1,1,3,2,2,4,2,1,4,3,2,3,4,5,3,1,3
EI9406383ES,1,2,1,3,5,4,2,1,1,3,2,3,2,1,2,3,4,1,1
EI9606967ES,1,1,1,1,2,2,1,4,4,1,4,3,2,1,2,1,2,3,5
EI9205767ES,4,1,4,2,4,1,2,2,2,1,4,5,1,4,2,4,4,2,2
EI9900386ES,4,1,1,2,2,1,1,5,5,1,1,4,1,4,2,5,4,2,3
EI1506102ES,4,3,2,2,3,2,2,1,4,2,1,2,2,1,5,4,5,5,1
EI9306385ES,2,2,2,3,2,2,4,3,3,2,3,3,4,1,3,1,1,4,1
EI2400537ES,3,5,2,2,4,2,1,1,1,1,4,1,3,2,5,1,1,2,2
EI0706524ES,4,1,4,4,1,2,1,3,2,2,2,3,2,3,2,4,3,1,1
EI1405033ES,4,4,3,2,3,3,5,2,1,5,5,2,2,3,1,4,1,2,2
EI2304213ES,2,4,3,2,2,3,4,1,1,1,2,5,4,3,2,1,3,1,4
EI2003508ES,1,2,4,1,3,3,3,2,3,2,3,1,4,2,2,1,2,4,5
EI9700202ES,4,5,1,1,1,4,4,2,5,2,5,2,1,3,2,5,1,1,1
EI1001333ES,1,2,4,4,2,5,2,1,1,1,3,1,3,1,2,2,2,4,2
EI2603503ES,5,1,3,2,5,5,1,4,2,2,2,1,2,2,3,5,2,5,2
EI1402709ES,3,3,3,5,1,3,1,1,2,1,4,3,1,2,3,4,3,4,1
EI2305032ES,1,3,5,1,2,2,5,3,4,3,2,2,3,2,2,1,2,2,5
EI9004663ES,2,4,1,2,1,1,1,5,4,4,2,2,1,3,2,1,1,3,2
EI1404022ES,2,3,2,3,4,3,1,1,3,2,2,3,1,5,1,1,5,3,3
EI1101855ES,2,1,1,4,3,3,2,2,1,1,2,2,3,3,2,5,2,5,4
EI2306251ES,2,4,1,5,3,2,3,4,1,3,5,5,4,5,1,1,2,2,1
EI0602873ES,2,1,2,1,2,2,5,1,5,2,3,5,1,2,2,2,3,1,4
EI2603031ES,1,2,4,3,1,1,3,2,4,3,4,2,2,1,4,5,1,2,1
EI9501206ES,4,2,3,4,1,1,2,3,1,5,2,5,5,2,5,2,2,2,3
EI0001646ES,2,1,2,4,5,3,2,4,3,1,5,4,1,5,2,2,2,2,4
EI0003418ES,3,1,3,1,1,4,2,3,2,3,2,4,1,3,4,2,2,1,2
EI0703477ES,2,3,1,1,3,2,2,1,2,3,3,4,5,5,4,1,4,3,1
EI0205888ES,3,5,5,3,1,3,1,3,4,4,1,5,2,4,2,2,4,2,1
EI9502862ES,5,3,5,4,5,1,2,2,5,4,1,2,4,1,2,3,2,2,4
EI2001793ES,1,1,5,2,5,4,1,1,4,3,1,5,1,1,3,1,2,2,2
EI1505527ES,2,1,3,4,4,3,2,3,1,2,4,4,2,2,3,2,3,1,1
EI1303798ES,2,1,3,3,3,4,1,1,1,2,5,4,4,4,4,4,1,1,1
EI0703369ES,5,4,2,3,1,1,1,1,2,3,1,2,2,5,1,2,1,2,1
EI1503368ES,5,2,1,2,1,3,2,4,3,5,1,1,2,3,1,4,2,4,1
EI0303534ES,2,2,2,1,2,3,4,1,1,4,3,3,3,4,4,1,4,5,2
EI2006134ES,1,3,3,2,2,3,4,4,4,1,2,2,1,1,1,5,1,2,4
EI9105110ES,3,2,5,1,1,2,4,2,2,3,1,3,2,2,2,5,3,3,3
EI9903450ES,4,1,2,1,2,2,1,4,5,3,3,2,5,5,2,2,1,2,1
EI2400604ES,3,1,1,2,1,3,1,1,4,3,3,2,1,4,3,3,1,4,2
EI0703057ES,5,2,2,5,4,2,3,5,2,4,5,2,4,2,1,1,3,4,4
EI1706086ES,1,1,5,3,2,2,2,3,2,2,2,1,5,1,2,4,3,4,4
EI9400127ES,2,1,1,2,2,2,2,1,3,2,2,5,4,1,3,2,5,1,1
EI9303877ES,2,1,1,2,2,1,2,3,3,1,1,2,3,3,4,3,3,2,2
EI2402936ES,2,1,2,5,2,2,3,2,4,3,4,1,3,3,3,3,3,4,2
EI0705444ES,1,4,1,2,3,1,4,1,2,1,4,3,2,5,1,2,3,2,3
EI1004452ES,3,3,4,2,2,1,3,1,4,2,2,2,3,2,3,5,2,4,2
EI2203532ES,5,3,1,5,4,5,5,5,2,1,4,5,4,4,2,1,1,2,3
EI1402731ES,5,1,3,1,2,1,4,3,4,4,5,3,3,1,2,3,3,2,3
EI2500828ES,1,4,4,4,2,1,2,3,4,2,3,1,3,2,4,1,2,2,1
EI1101640ES,3,3,2,2,2,1,4,2,1,1,1,4,4,1,5,5,1,2,4
EI9200985ES,3,1,3,4,2,2,4,2,5,4,1,4,2,2,2,1,2,1,4
EI0903282ES,1,1,5,1,1,5,1,2,3,1,3,1,5,1,4,1,2,2,1
EI2406958ES,4,4,5,2,4,3,3,3,4,2,3,2,5,3,3,2,5,5,4
EI1002189ES,1,1,2,2,2,3,2,3,1,4,3,2,5,4,3,1,5,5,1
EI1006442ES,5,3,5,5,1,3,2,4,4,4,2,3,2,2,5,1,2,1,2
EI2602444ES,2,3,4,1,2,5,2,2,1,5,1,5,4,4,2,2,4,3,3
EI0200363ES,3,1,3,1,2,1,2,2,2,4,3,2,2,1,2,3,2,2,1
EI9202350ES,1,1,2,4,2,2,1,4,3,1,3,2,3,2,2,3,4,4,2
EI2300346ES,3,4,1,2,2,1,3,2,3,4,3,2,1,2,1,2,2,3,3
EI2100815ES,4,4,2,3,4,1,2,3,5,5,1,2,3,1,1,1,1,1,3
EI9404808ES,1,5,4,2,5,2,2,5,1,2,2,4,3,3,2,4,3,3,1
EI2403206ES,2,2,3,1,3,2,2,3,3,4,5,4,3,2,3,3,2,1,2
EI0705811ES,4,2,1,2,2,2,5,1,3,3,1,3,1,5,3,3,1,1,2
EI1506705ES,3,3,2,2,1,1,3,1,2,3,3,2,3,4,4,4,1,3,1
EI0603326ES,1,3,1,1,4,1,4,1,5,5,1,2,4,1,4,3,4,4,2
EI1104107ES,2,3,1,2,2,1,2,2,5,3,1,3,1,3,1,3,3,1,1
EI0906257ES,2,4,5,2,1,3,1,3,3,4,2,4,3,2,2,3,1,2,1
EI2402117ES,2,1,3,5,1,2,5,3,1,2,3,2,3,1,1,1,2,3,1
EI0301835ES,4,2,5,3,1,5,2,3,1,1,4,1,1,2,2,2,2,1,1
EI1400794ES,4,1,1,3,2,3,4,4,5,3,5,2,5,2,3,1,2,4,4
EI2206927ES,5,5,1,3,2,2,2,4,1,2,3,1,1,4,3,2,4,1,2
EI0902675ES,1,2,2,3,2,1,1,5,3,3,1,2,2,3,3,3,1,1,3
EI2200095ES,3,5,2,5,3,2,2,3,2,1,1,1,3,2,1,2,4,2,3
EI9204226ES,5,1,1,4,1,3,1,2,3,2,2,2,2,2,1,2,4,1,2
EI0603757ES,1,3,3,2,2,2,4,2,4,2,3,3,2,3,1,3,4,2,4
EI9802892ES,1,1,1,3,4,1,4,2,2,5,4,1,1,2,2,4,2,2,2
EI2402372ES,2,5,1,2,2,2,1,2,3,4,2,1,1,3,2,1,2,3,2
EI1706876ES,5,1,1,1,2,1,1,1,2,3,4,3,1,5,4,2,2,2,3
EI2206197ES,5,2,2,1,1,5,3,2,2,4,4,2,2,5,1,2,1,5,3
EI9203229ES,2,3,3,1,1,2,1,2,3,4,2,2,2,2,1,5,2,2,3
EI1406235ES,3,2,2,1,3,1,4,1,4,1,1,2,3,4,1,2,1,1,3
EI0602854ES,4,2,2,1,4,1,3,5,1,3,4,1,1,4,2,1,1,5,1
EI1806473ES,5,5,4,2,2,3,3,1,3,2,1,2,3,3,4,3,5,1,2
EI9602913ES,5,2,5,3,5,3,2,2,4,2,1,4,2,4,3,5,3,1,5
EI9401866ES,1,2,5,3,2,2,1,2,1,3,3,3,2,1,2,2,5,3,2
EI9405755ES,1,4,2,3,3,2,3,2,5,1,2,2,1,2,2,1,1,2,3
EI9904613ES,4,3,4,3,3,2,4,1,2,2,3,1,1,5,2,2,2,1,5
EI9201858ES,1,2,2,2,1,1,5,2,5,2,1,2,3,1,2,2,1,4,4
EI9002646ES,3,2,2,1,1,5,3,4,1,2,4,1,1,4,2,2,3,1,5
EI1402244ES,1,4,5,4,3,2,2,1,2,2,3,4,1,4,4,5,2,5,4
EI9405374ES,4,2,5,5,3,4,1,1,1,1,4,2,5,1,1,2,3,2,2
EI1702337ES,1,4,3,4,4,1,4,4,4,5,1,4,5,5,3,1,1,3,3
EI0800951ES,5,4,4,3,1,4,5,5,5,5,1,2,4,4,1,2,4,4,4
EI0803069ES,2,2,5,1,1,1,3,2,1,2,1,3,2,3,1,2,3,1,1
EI9001121ES,2,1,2,5,3,2,1,1,1,2,2,5,2,4,2,1,2,2,1
EI1002598ES,1,1,3,2,2,4,4,5,3,2,1,3,2,1,2,1,3,2,3
EI2102205ES,5,2,2,3,5,3,2,1,3,4,2,5,1,4,2,2,4,1,3
EI2500420ES,3,4,1,1,5,2,5,1,5,1,2,4,2,1,5,1,5,4,3
EI0600923ES,1,1,2,1,3,1,3,4,4,5,3,2,2,4,4,1,5,2,2
EI9501255ES,4,4,4,2,2,1,4,3,4,2,1,1,2,4,2,3,2,2,3
EI2000478ES,4,2,1,5,1,2,2,2,2,2,1,1,3,3,4,5,2,2,3
EI1002036ES,4,2,3,2,4,1,4,4,2,5,1,3,1,1,2,1,1,5,2
EI1906438ES,2,3,4,5,2,4,5,4,4,3,2,1,2,4,1,3,4,3,3
EI9705789ES,5,1,1,3,1,4,1,2,1,2,1,1,3,1,3,4,5,1,3
EI0205743ES,2,4,4,3,1,1,3,2,3,1,1,1,5,3,1,1,1,4,4
EI9305568ES,3,4,2,2,2,4,4,3,2,4,1,4,2,1,2,2,1,3,3
EI0201203ES,2,2,5,1,2,4,4,2,4,3,3,4,2,2,2,2,1,2,4
EI0702627ES,3,5,1,1,3,3,2,2,5,5,1,4,3,1,2,1,1,2,1
EI2005766ES,3,1,4,5,1,1,3,3,1,2,3,1,1,1,1,5,1,2,2
EI1406734ES,1,1,5,5,1,2,1,2,3,4,1,3,2,2,1,2,2,2,1
EI2601971ES,1,4,3,3,2,1,2,1,5,2,2,1,4,3,2,5,3,2,3
EI2303111ES,2,2,4,1,5,4,2,4,2,1,5,1,2,1,2,4,4,1,3
EI2504019ES,4,2,3,1,3,3,3,2,2,1,5,4,3,2,4,2,3,1,2
EI1302152ES,1,2,2,5,1,4,2,3,1,5,2,4,4,2,2,1,3,4,3
EI0103688ES,2,3,3,4,1,4,4,1,3,1,4,1,3,1,2,3,4,4,3
EI2104917ES,5,2,2,3,5,2,2,2,1,3,5,3,4,1,2,4,1,3,1
EI1801998ES,2,4,5,1,4,4,3,1,2,2,4,5,1,2,4,3,4,5,4
EI0704034ES,3,1,4,2,1,2,3,1,2,3,5,3,3,5,2,1,2,1,2
EI9006862ES,2,2,1,3,1,1,2,1,1,3,3,3,4,5,3,3,5,1,3
EI9503055ES,3,2,1,4,2,1,5,1,5,4,5,3,2,2,4,2,3,1,5
EI0201249ES,2,2,2,1,2,4,4,2,3,2,2,1,1,2,2,1,3,4,4
EI2302193ES,3,2,5,5,4,5,2,1,4,1,5,3,1,2,1,3,4,2,2
EI1402713ES,2,2,2,2,2,2,3,2,2,3,2,3,2,3,1,2,5,1,2
EI0500993ES,2,3,4,3,4,2,4,4,1,2,1,1,4,4,1,4,4,1,2
EI9702191ES,2,2,2,3,2,2,5,2,3,1,1,5,2,3,3,4,3,3,1
EI2304671ES,2,3,2,4,2,3,1,4,1,1,1,5,5,2,1,1,1,2,2
EI2005143ES,4,1,5,1,2,2,1,1,5,4,2,2,3,1,1,3,2,4,3
EI1903763ES,4,2,2,2,4,3,1,2,1,1,3,1,3,3,3,2,3,4,5
EI2103598ES,4,5,2,1,2,2,1,2,1,3,2,1,1,4,3,2,2,2,5
EI9104712ES,3,1,3,2,2,1,2,3,2,2,3,2,3,5,2,4,1,1,1
EI1501319ES,1,3,3,3,2,3,2,4,1,1,1,4,3,1,1,3,3,1,1
EI9601864ES,1,3,2,4,2,3,1,2,3,3,5,1,5,3,3,1,2,2,3
EI9902344ES,3,4,1,2,2,4,3,1,4,2,1,4,1,1,2,1,3,5,2
EI0702450ES,1,2,3,4,4,2,4,2,5,3,1,2,3,2,1,2,1,2,3
EI2502137ES,2,4,3,4,4,2,3,1,3,3,3,2,1,4,1,3,4,2,1
EI9201066ES,1,5,3,2,1,4,1,3,3,3,3,2,4,1,2,4,1,3,1
EI9906944ES,5,3,5,3,2,5,2,2,2,3,1,1,2,3,5,4,2,1,3
EI0304228ES,3,4,3,4,2,2,1,3,2,2,2,5,3,2,2,4,4,4,2
EI1202622ES,3,4,3,2,3,2,2,5,2,3,2,2,1,2,2,3,2,2,2
EI9000078ES,2,2,5,2,3,1,3,5,5,3,1,2,4,3,1,3,2,4,3
EI1702899ES,3,1,1,1,3,1,5,2,4,1,3,2,1,2,5,2,4,4,1
EI9004821ES,4,4,2,2,1,4,1,3,1,1,3,2,1,2,2,4,2,4,3
EI1501315ES,4,2,2,5,1,1,2,1,5,4,2,5,1,3,4,3,4,4,2
EI9906105ES,4,1,1,2,3,2,2,4,1,1,2,2,5,4,3,3,4,2,2
EI9800873ES,2,4,3,1,1,3,5,2,1,3,1,2,3,4,2,5,1,2,3
EI0203851ES,2,3,3,2,2,2,3,5,2,5,2,3,1,2,1,3,4,1,1
EI2405469ES,2,5,3,2,1,1,1,3,5,2,5,1,1,5,4,2,2,1,3
EI2206689ES,4,3,5,4,5,4,2,1,1,3,3,1,5,2,5,2,3,4,1
EI9602966ES,2,3,1,4,2,2,1,2,5,1,2,2,3,3,2,2,1,1,2
EI1903392ES,3,1,3,1,1,2,3,4,1,3,4,4,2,2,2,2,5,2,1
EI2105416ES,2,1,2,4,2,5,3,2,3,1,5,1,1,2,1,2,3,2,4
EI1902561ES,3,1,1,1,1,3,5,1,1,3,1,2,3,1,4,4,5,3,4
EI1606853ES,1,3,1,2,5,3,2,4,4,3,1,2,2,3,2,3,2,4,1
EI9802636ES,3,5,3,1,1,4,2,1,3,5,2,2,2,2,1,4,2,3,2
EI2405257ES,2,3,2,3,2,3,2,3,2,3,2,1,3,5,5,4,3,2,2
EI1703531ES,1,3,3,2,1,1,2,2,1,1,5,1,4,4,4,4,1,1,1
EI0700376ES,1,2,2,3,3,2,1,4,2,4,1,4,5,1,1,5,4,2,2
EI1001909ES,2,1,1,2,3,2,3,2,2,3,2,3,5,4,2,5,1,3,2
EI9704430ES,3,2,1,4,3,2,4,3,1,2,4,1,1,3,3,1,1,2,3
EI1306721ES,2,4,1,2,3,4,4,5,1,3,1,1,5,3,3,4,2,3,1
EI9306114ES,1,4,5,3,4,2,3,3,2,1,3,4,3,3,1,4,3,2,3
EI2304028ES,3,2,4,1,5,4,5,4,4,4,3,5,5,2,1,5,2,2,2
EI9201605ES,2,2,5,4,2,4,2,1,2,4,2,2,5,4,4,1,4,3,1
EI0901119ES,2,2,5,1,3,2,3,1,3,2,3,4,1,2,1,2,1,2,2
EI0103678ES,2,2,5,1,2,5,3,2,3,4,5,1,1,3,1,1,4,2,1
EI2603491ES,1,1,2,1,1,3,1,2,2,3,5,3,1,1,5,5,4,2,1
EI1306804ES,2,2,5,4,2,2,4,1,2,2,1,1,4,3,3,3,1,1,3
EI9402959ES,1,2,1,1,4,4,5,5,4,2,1,2,1,1,1,3,2,5,2
EI9301995ES,5,1,4,2,2,4,5,3,5,3,3,2,1,2,2,2,3,4,1
EI0506939ES,2,3,1,1,2,1,2,2,2,1,2,2,1,1,5,1,1,4,2
EI0506079ES,2,2,5,2,1,5,1,2,1,2,1,3,1,5,2,2,1,3,1
EI1002377ES,2,2,4,2,5,1,3,2,1,3,1,4,4,2,2,1,2,3,2
EI0406404ES,5,3,2,2,5,3,3,2,2,5,2,5,1,1,1,1,1,1,2
EI1101343ES,3,3,4,1,3,3,4,3,2,1,2,3,1,4,2,5,4,2,4
EI1800321ES,2,3,1,2,3,2,4,1,1,2,4,3,3,4,2,3,5,3,3
EI1801620ES,3,1,4,4,2,5,5,2,2,5,2,4,5,2,4,2,4,3,2
EI9803714ES,2,4,3,2,2,1,4,4,2,2,2,4,1,3,4,1,4,4,2
EI1806401ES,2,1,2,2,4,2,1,2,1,3,1,1,2,5,3,2,1,4,4
EI2502061ES,1,1,5,1,5,3,2,2,2,5,3,2,3,2,5,3,3,2,2
EI1402220ES,2,5,2,1,3,2,1,4,1,5,4,4,2,2,2,1,2,1,2
EI1401674ES,1,2,5,1,3,1,1,4,4,3,2,5,3,2,3,5,2,4,4
EI2000261ES,5,4,2,4,5,1,1,4,1,2,5,3,5,5,3,1,2,1,1
EI9806291ES,1,4,2,1,2,3,1,1,3,4,1,3,1,1,1,2,4,5,1
EI0802040ES,5,1,2,5,2,4,3,2,1,1,1,2,4,2,1,2,5,1,1
EI9404786ES,2,2,2,1,5,5,2,5,3,1,1,2,2,5,3,1,2,1,1
EI0800902ES,2,3,3,2,2,4,1,1,2,4,1,1,2,4,5,2,3,1,3
EI9303745ES,2,3,2,2,2,2,1,4,2,4,1,5,1,1,3,3,2,2,2
EI1402027ES,4,5,3,2,1,2,4,2,5,1,5,2,5,3,1,1,2,2,2
EI2304235ES,1,1,3,5,2,2,4,4,3,4,1,2,3,2,1,3,1,1,3
EI0201918ES,4,1,1,3,3,2,3,4,2,1,4,3,1,1,3,4,1,1,1
EI9401829ES,2,1,2,3,2,3,4,2,2,4,3,3,3,2,1,2,1,1,5
EI0101574ES,2,1,1,5,2,2,2,3,1,2,2,4,3,2,3,1,5,3,1
EI0204416ES,3,5,2,1,1,3,3,3,5,3,3,5,1,2,2,5,1,3,2
EI9504750ES,1,2,2,2,2,4,1,4,3,3,1,1,4,1,1,4,1,4,5
EI2406135ES,1,3,5,3,5,4,1,4,3,5,5,2,3,4,1,4,4,1,1
EI9704655ES,2,2,4,2,4,4,3,2,4,3,1,4,4,2,3,3,5,4,1
EI0904209ES,5,4,4,5,4,4,3,1,3,1,2,3,2,2,4,3,2,4,2
EI1804628ES,3,4,4,4,4,2,3,3,1,3,3,2,1,2,5,1,2,5,1
EI1600225ES,2,2,1,2,5,2,2,2,1,3,1,5,5,4,2,5,4,2,3
EI1400724ES,2,3,3,5,2,3,5,4,3,2,3,3,4,4,3,3,2,1,5
EI9306273ES,4,1,3,1,5,1,3,1,5,3,3,3,4,1,3,1,2,5,3
EI9401142ES,5,3,3,3,2,1,2,5,4,4,5,5,3,2,3,2,5,2,4
EI1005530ES,2,3,3,4,2,3,2,2,1,2,5,3,1,3,2,2,1,2,5
EI1105765ES,1,2,1,2,3,5,4,3,1,2,1,1,4,1,2,2,3,5,3
EI0005555ES,2,3,4,5,1,5,2,2,5,3,2,4,1,3,1,3,2,5,3
EI1606635ES,4,2,4,1,1,3,1,2,2,4,5,2,2,1,2,2,1,5,2
EI0702763ES,5,2,3,4,2,2,1,1,2,1,4,1,1,3,2,4,2,3,1
EI2000847ES,1,3,3,4,1,5,4,3,2,2,2,3,1,3,1,2,4,3,1
EI1104290ES,2,5,2,3,1,3,1,3,2,5,1,5,3,3,2,1,3,1,2
EI9405561ES,1,1,1,3,4,5,2,4,1,4,3,4,1,3,1,2,4,1,3
EI9805043ES,3,2,1,4,1,4,2,1,1,3,3,1,3,4,2,1,1,1,1
EI0702552ES,3,1,5,4,1,5,1,2,3,1,3,2,3,1,3,4,4,5,3
EI9605726ES,2,1,4,3,3,2,3,2,2,4,5,3,3,1,3,4,2,1,4
EI0302929ES,2,2,3,3,1,4,2,2,1,1,2,2,1,2,1,3,5,1,4
EI1300118ES,3,5,1,4,1,1,2,2,2,2,2,1,2,1,2,2,4,2,2
EI2200646ES,4,1,4,1,4,3,1,3,1,3,2,1,3,2,4,5,4,1,5
EI0600004ES,1,1,3,3,2,2,3,2,2,2,5,2,4,2,3,5,1,2,3
EI9304171ES,1,1,1,2,2,5,2,2,1,2,5,3,2,2,1,1,5,2,4
EI0805852ES,5,2,3,5,3,4,3,4,3,1,5,1,4,3,2,3,1,1,4
EI2200468ES,1,1,3,2,3,2,1,1,1,1,5,1,1,4,1,1,2,2,4
EI1600006ES,3,1,2,2,1,1,1,2,2,3,3,2,3,3,2,1,1,2,3
EI1205343ES,2,3,3,2,4,2,4,3,3,4,5,2,2,4,2,2,3,4,1
EI9000920ES,1,4,2,5,1,2,1,3,2,4,4,3,2,2,1,1,2,4,1
EI0702596ES,1,2,1,1,5,2,1,3,1,3,1,2,1,3,2,2,5,4,5
EI1604325ES,1,3,3,1,2,4,3,2,4,5,3,5,2,2,1,2,1,3,2
EI1101064ES,2,1,2,1,4,4,2,1,5,4,3,1,4,3,3,1,1,3,5
EI2502591ES,1,2,4,3,4,4,1,2,4,2,3,2,5,2,1,2,3,2,1
EI9300243ES,4,2,5,2,2,3,3,4,3,1,3,3,1,3,2,2,1,4,3
EI9306087ES,3,2,2,1,1,1,4,2,5,4,4,2,3,5,3,2,3,4,4
EI2101161ES,5,2,3,2,3,1,1,4,1,3,5,1,5,3,4,5,3,5,2
EI1002871ES,1,1,3,4,2,2,2,4,4,2,3,1,1,4,1,2,3,1,2
EI0203736ES,1,3,2,4,2,3,2,2,1,4,2,2,4,4,4,1,2,1,4
EI2006395ES,4,3,2,1,2,4,2,4,1,3,2,2,3,2,5,4,1,4,4
EI0402398ES,2,1,2,2,1,4,1,2,2,2,2,1,3,5,1,2,1,2,5
EI0303518ES,3,4,2,3,2,2,1,2,2,3,1,1,1,2,1,2,4,3,3
EI9403422ES,4,4,3,3,3,5,5,3,3,2,3,3,3,1,2,2,3,5,3
EI0002564ES,1,4,3,5,1,2,5,4,5,1,5,3,3,5,2,2,2,3,4
EI9905623ES,3,2,4,2,2,1,1,4,2,2,1,1,2,3,3,1,2,4,3
EI2301606ES,2,4,2,3,3,2,2,3,3,1,4,5,5,3,3,5,5,3,4
EI0606747ES,4,1,5,4,4,5,1,1,4,1,1,2,2,4,5,2,1,5,1
EI0302325ES,2,3,2,4,2,2,1,3,1,2,3,2,2,1,4,1,3,2,2
EI2202710ES,1,1,3,4,1,1,3,1,4,4,3,1,4,2,4,4,1,1,1
EI9406142ES,1,3,3,2,3,1,2,2,2,1,1,3,5,3,5,2,5,1,4
EI2101313ES,3,3,1,1,4,5,3,4,5,2,1,5,4,1,5,3,1,3,5
EI9503449ES,3,1,1,1,2,3,2,2,3,3,3,4,1,1,2,4,3,5,4
EI2003813ES,2,3,3,2,4,2,2,3,1,2,1,2,3,2,2,2,4,5,2
EI1506503ES,5,3,2,1,4,1,4,2,1,3,1,3,4,2,1,5,2,2,3
EI0102363ES,2,1,2,2,3,2,3,2,1,5,4,5,2,3,3,2,5,2,1
EI0301976ES,3,1,3,2,2,1,5,1,1,5,5,4,1,5,3,3,1,2,2
EI9703515ES,2,2,3,1,3,1,2,5,4,3,1,3,4,1,1,4,3,2,4
EI2201762ES,3,5,1,4,2,3,1,2,4,2,1,1,2,1,1,2,2,5,1
EI2205402ES,5,2,4,1,2,1,5,4,1,4,5,2,2,3,1,1,2,3,1
EI0802740ES,4,1,1,4,3,1,1,4,4,2,1,3,3,1,4,4,2,4,4
EI1605638ES,5,2,2,2,1,5,2,4,4,2,3,2,2,1,4,2,2,4,1
EI1806512ES,3,2,1,3,4,1,4,4,2,2,1,4,2,2,4,1,2,2,5
EI1702473ES,3,2,2,1,1,3,4,5,2,1,3,2,2,2,4,2,1,2,2
EI0804008ES,1,3,4,1,1,2,1,1,5,2,1,4,1,3,2,2,4,4,4
EI0104719ES,3,2,2,3,1,5,2,1,2,5,2,1,4,4,4,2,2,2,2
EI0301494ES,3,3,1,1,5,3,2,2,2,1,2,2,3,2,3,4,3,5,1
EI0504207ES,1,3,2,4,3,3,2,2,4,1,3,5,2,2,3,2,3,2,5
EI2302159ES,5,2,2,2,5,1,2,1,1,2,3,3,4,2,3,5,5,2,5
EI0601170ES,4,1,1,2,5,2,2,4,2,1,5,1,1,4,2,1,1,3,2
EI9906315ES,4,3,5,2,2,5,3,4,1,3,1,3,3,4,2,1,3,4,4
EI1500233ES,2,5,1,3,1,4,5,2,3,2,3,1,5,2,4,3,1,1,4
EI0500067ES,2,4,2,4,2,3,1,1,3,1,5,1,3,4,4,2,2,5,3
EI9701604ES,2,2,5,2,3,1,4,5,3,3,1,2,2,1,5,4,1,2,2
EI1703284ES,4,1,2,1,2,1,2,2,2,1,1,2,3,2,1,2,4,5,1
EI9203597ES,5,3,3,3,2,1,4,2,3,3,3,3,2,2,4,3,4,3,4
EI2304633ES,4,3,4,3,4,4,3,5,2,4,2,2,2,1,1,2,1,1,1
EI9000126ES,4,4,2,1,2,5,1,2,2,2,1,2,3,2,3,3,5,1,3
EI0605351ES,4,3,2,4,1,3,2,2,2,1,2,2,1,1,1,4,2,1,2
EI2501297ES,2,1,4,1,1,2,4,1,1,3,5,4,3,4,2,1,4,2,1
EI1701977ES,5,3,2,4,3,3,2,3,1,3,4,3,1,3,2,2,2,3,4
EI1406316ES,2,2,1,1,4,2,4,1,2,3,2,4,1,3,5,1,1,2,1
EI0106268ES,3,1,2,2,5,3,3,2,4,2,4,2,3,3,4,3,4,3,2
EI0702076ES,4,1,5,5,4,3,5,2,3,3,3,1,2,4,2,1,3,2,3
EI0004581ES,2,1,4,1,5,1,1,2,1,2,4,1,2,2,5,1,2,1,2
EI1605751ES,2,2,1,1,2,2,1,3,4,2,4,1,2,1,4,4,5,2,2
EI2606604ES,2,2,2,1,3,2,2,2,2,4,5,1,5,1,4,2,3,2,1
EI9803087ES,4,4,2,1,1,5,2,1,3,3,2,5,3,4,4,1,1,5,1
EI2406067ES,2,4,3,1,2,2,1,2,1,2,3,5,2,5,2,4,5,2,2
EI9403346ES,2,4,2,3,3,3,3,5,1,3,2,2,2,5,1,4,3,4,3
EI1006246ES,3,3,4,4,4,3,1,2,2,3,2,2,2,2,3,1,1,2,5
EI0605871ES,2,3,3,5,4,2,4,1,2,1,5,4,3,3,2,1,1,2,3
EI0902798ES,4,4,3,2,1,3,2,5,3,1,5,3,3,1,2,3,2,2,2
EI1600919ES,2,2,2,2,1,1,4,1,3,3,2,1,4,2,2,1,2,1,2
EI2201647ES,1,4,2,1,4,1,2,5,3,1,5,4,2,3,5,2,2,1,1
EI1605123ES,3,5,1,2,2,3,1,1,4,4,3,2,1,2,2,2,1,1,5
EI0405127ES,2,5,1,2,1,4,3,5,4,4,2,1,2,1,4,2,4,4,5
EI2504979ES,1,2,1,1,2,1,2,4,5,1,5,4,1,1,1,5,2,1,4
EI2105432ES,5,5,2,1,3,2,2,3,1,4,1,4,3,3,3,2,2,3,1
EI1904622ES,2,3,5,5,2,2,1,3,1,3,3,5,2,3,2,3,5,2,2
EI0900365ES,4,3,2,1,4,5,4,2,3,2,1,3,3,1,2,1,2,4,1
EI9603288ES,2,2,1,2,2,5,2,3,2,1,4,2,5,2,5,3,1,3,2
EI1602126ES,1,1,1,1,1,2,1,2,2,2,3,1,5,1,2,3,1,1,2
EI2104124ES,3,1,1,4,1,2,1,4,4,4,5,2,4,1,4,1,4,3,3
EI2204570ES,3,1,2,1,1,3,2,1,4,3,1,2,1,4,5,3,4,3,5
EI0400526ES,5,2,2,1,5,2,1,2,3,2,2,3,2,2,2,2,2,2,2
EI0904822ES,2,1,1,2,3,1,3,2,4,4,3,5,3,3,4,2,2,3,1
EI1600056ES,2,1,2,2,4,3,5,1,2,1,1,4,4,3,2,3,5,2,2
