numero_empleado,titulo,departamento,fecha_ingreso,modalidad_trabajo,salario_bruto_anual_eur
EI9805250ES,Soporte IT,IT,1998-11-23,Remoto,38448
EI9905251ES,Gerente Comercial,Comercial,1999-06-03,Oficina,100121
EI0305252ES,Cajero,Atención al Cliente,2003-05-19,Oficina,27994
EI2605253ES,Gerente de Operaciones,Operaciones,2026-05-09,Híbrido,99262
EI1005254ES,Analista de Crédito,Crédito,2010-02-14,Oficina,44391
EI1205255ES,Analista de Crédito,Crédito,2012-02-18,Oficina,49131
EI2305256ES,Ejecutivo Comercial,Comercial,2023-08-20,Híbrido,52515
EI2405257ES,Gerente Comercial,Comercial,2024-09-27,Híbrido,84777
EI9005258ES,Gerente de Crédito,Crédito,1990-03-26,Híbrido,100830
EI9305259ES,Ejecutivo Comercial,Comercial,1993-06-02,Oficina,59807
EI1805260ES,Ejecutivo Comercial,Comercial,2018-04-03,Híbrido,36117
EI1105261ES,Gerente Comercial,Comercial,2011-09-06,Oficina,85656
EI9305262ES,Analista de Operaciones,Operaciones,1993-07-09,Híbrido,43781
EI9805263ES,Analista de Riesgo,Riesgo,1998-08-22,Oficina,48381
EI1505264ES,Gerente de Área,Gerencia,2015-01-17,Oficina,113200
EI0505265ES,Gerente de Área,Gerencia,2005-07-15,Oficina,125691
EI2305266ES,Asistente de Crédito,Crédito,2023-01-16,Híbrido,26563
EI0105267ES,Analista de Datos,IT,2001-09-09,Remoto,62776
EI0605268ES,Supervisor de Sucursal,Atención al Cliente,2006-05-29,Oficina,43155
EI1905269ES,Analista RRHH,Talento Humano,2019-11-23,Híbrido,33832
EI1905270ES,Gerente de Crédito,Crédito,2019-01-03,Híbrido,102236
EI9205271ES,Gerente Comercial,Comercial,1992-04-08,Oficina,88681
EI0105272ES,Supervisor de Sucursal,Atención al Cliente,2001-01-10,Oficina,35412
EI0405273ES,Director Comercial,Dirección,2004-04-22,Híbrido,178509
EI1405274ES,Gerente Comercial,Comercial,2014-03-16,Oficina,88107
EI1705275ES,Arquitecto de Software,IT,2017-02-07,Híbrido,105778
EI9305276ES,Gerente de Crédito,Crédito,1993-08-27,Oficina,105365
EI9905277ES,Asistente de Crédito,Crédito,1999-05-18,Híbrido,34643
EI2405278ES,Analista de Riesgo,Riesgo,2024-06-29,Oficina,45253
EI1305279ES,Director de Riesgo,Dirección,2013-01-17,Híbrido,144362
EI1805280ES,Director Comercial,Dirección,2018-03-09,Oficina,165440
EI1305281ES,Gerente de Área,Gerencia,2013-12-17,Oficina,125421
EI0705282ES,Gerente de Riesgo,Riesgo,2007-07-29,Oficina,101082
EI2105283ES,Soporte IT,IT,2021-04-20,Híbrido,35536
EI0205284ES,Analista de Crédito,Crédito,2002-09-03,Híbrido,57677
EI1605285ES,Asistente Comercial,Comercial,2016-12-05,Oficina,28385
EI0005286ES,Asistente Comercial,Comercial,2000-08-14,Híbrido,30612
EI9805287ES,Gerente de Operaciones,Operaciones,1998-12-23,Oficina,83636
EI0305288ES,Analista de Operaciones,Operaciones,2003-06-16,Oficina,43639
EI1205289ES,Asistente Comercial,Comercial,2012-10-02,Híbrido,25875
EI9105290ES,Ejecutivo Comercial,Comercial,1991-11-29,Híbrido,51567
EI1605291ES,Gerente Comercial,Comercial,2016-10-05,Oficina,81022
EI2205292ES,Analista RRHH,Talento Humano,2022-02-07,Oficina,33849
EI2205293ES,Analista RRHH,Talento Humano,2022-06-05,Oficina,39245
EI9405294ES,Director Financiero,Dirección,1994-02-14,Oficina,133087
EI0605295ES,Analista de Crédito,Crédito,2006-12-25,Oficina,38285
EI1405296ES,Analista de Riesgo,Riesgo,2014-02-04,Híbrido,49033
EI9205297ES,Supervisor de Sucursal,Atención al Cliente,1992-02-10,Oficina,46236
EI2505298ES,Gerente de Crédito,Crédito,2025-11-25,Oficina,96171
EI1905299ES,Gerente de Operaciones,Operaciones,2019-07-10,Oficina,87818
EI9105300ES,Analista de Riesgo,Riesgo,1991-06-14,Híbrido,49675
EI9605301ES,Gerente de Riesgo,Riesgo,1996-08-01,Híbrido,81185
EI1605302ES,Gerente de Crédito,Crédito,2016-12-10,Oficina,100827
EI1105303ES,Analista de Datos,IT,2011-06-01,Remoto,62867
EI0205304ES,Asistente Comercial,Comercial,2002-06-30,Híbrido,29854
EI2105305ES,Asistente Comercial,Comercial,2021-04-27,Oficina,25929
EI9305306ES,Gerente de Operaciones,Operaciones,1993-08-02,Oficina,109084
EI0705307ES,Ejecutivo Comercial,Comercial,2007-07-07,Oficina,59441
EI1505308ES,Asistente Comercial,Comercial,2015-09-03,Oficina,30553
EI0805309ES,Analista de Riesgo,Riesgo,2008-11-23,Híbrido,68717
EI0805310ES,Especialista RRHH,Talento Humano,2008-04-23,Híbrido,39334
EI0105311ES,Gerente Comercial,Comercial,2001-02-18,Híbrido,91411
EI0605312ES,Director Financiero,Dirección,2006-04-19,Oficina,135210
EI2305313ES,Gerente Comercial,Comercial,2023-08-08,Oficina,95189
EI9005314ES,Analista de Riesgo,Riesgo,1990-09-27,Híbrido,44251
EI2605315ES,Analista de Crédito,Crédito,2026-06-20,Híbrido,53203
EI9905316ES,Gerente de Crédito,Crédito,1999-09-11,Híbrido,95445
EI0405317ES,Gerente de Crédito,Crédito,2004-10-31,Híbrido,73396
EI9105318ES,Gerente Comercial,Comercial,1991-11-12,Híbrido,95967
EI0905319ES,Director de Riesgo,Dirección,2009-06-20,Oficina,174344
EI9105320ES,Analista de Crédito,Crédito,1991-12-23,Oficina,39235
EI1805321ES,Supervisor de Sucursal,Atención al Cliente,2018-05-29,Oficina,49055
EI9005322ES,Ejecutivo Comercial,Comercial,1990-05-12,Oficina,55442
EI9905323ES,Gerente de Talento Humano,Talento Humano,1999-09-15,Oficina,118446
EI9705324ES,Gerente de Operaciones,Operaciones,1997-05-25,Oficina,83847
EI9605325ES,Gerente de Operaciones,Operaciones,1996-06-03,Oficina,103909
EI1705326ES,Gerente de Operaciones,Operaciones,2017-04-15,Híbrido,97189
EI2005327ES,Gerente de Talento Humano,Talento Humano,2020-11-20,Híbrido,93109
EI1505328ES,Desarrollador,IT,2015-07-02,Remoto,70637
EI9505329ES,Gerente de Crédito,Crédito,1995-01-11,Oficina,107648
EI9105330ES,Especialista RRHH,Talento Humano,1991-11-14,Híbrido,36623
EI9505331ES,Cajero,Atención al Cliente,1995-12-20,Oficina,29070
EI0505332ES,Ejecutivo Comercial,Comercial,2005-08-25,Híbrido,51154
EI0105333ES,Analista de Riesgo,Riesgo,2001-07-25,Híbrido,66585
EI1605334ES,Analista RRHH,Talento Humano,2016-06-28,Oficina,34491
EI0205335ES,Analista de Riesgo,Riesgo,2002-10-28,Híbrido,64483
EI0205336ES,Asistente Comercial,Comercial,2002-10-19,Oficina,30396
EI9405337ES,Asistente de Crédito,Crédito,1994-01-23,Oficina,27037
EI9505338ES,Soporte IT,IT,1995-06-02,Remoto,41769
EI1805339ES,Ejecutivo Comercial,Comercial,2018-03-24,Oficina,46481
EI0205340ES,Ejecutivo Comercial,Comercial,2002-09-11,Híbrido,59972
EI0805341ES,Analista de Datos,IT,2008-03-21,Híbrido,55282
EI2505342ES,Analista RRHH,Talento Humano,2025-08-17,Oficina,42156
EI1205343ES,Cajero,Atención al Cliente,2012-02-17,Oficina,27050
EI9205344ES,Analista de Riesgo,Riesgo,1992-05-07,Híbrido,50318
EI9005345ES,Analista de Crédito,Crédito,1990-07-17,Híbrido,42691
EI2605346ES,Gerente de Área,Gerencia,2026-05-17,Oficina,117525
EI1405347ES,Director Comercial,Dirección,2014-04-21,Oficina,147725
EI9005348ES,Ejecutivo Comercial,Comercial,1990-06-21,Híbrido,44710
EI2305349ES,Gerente de Riesgo,Riesgo,2023-12-29,Híbrido,107629
EI9505350ES,Gerente de Riesgo,Riesgo,1995-11-18,Híbrido,92893
EI0605351ES,Director Financiero,Dirección,2006-06-02,Híbrido,153028
EI9305352ES,Gerente Comercial,Comercial,1993-03-09,Oficina,94540
EI9005353ES,Asistente de Crédito,Crédito,1990-03-13,Híbrido,26111
EI2005354ES,Gerente de Talento Humano,Talento Humano,2020-06-23,Híbrido,85909
EI2605355ES,Especialista RRHH,Talento Humano,2026-04-16,Híbrido,38076
EI9205356ES,Especialista RRHH,Talento Humano,1992-06-03,Híbrido,46365
EI9205357ES,Asistente Comercial,Comercial,1992-10-10,Oficina,31118
EI0105358ES,Gerente de Talento Humano,Talento Humano,2001-06-20,Oficina,99806
EI0105359ES,Gerente Comercial,Comercial,2001-01-01,Híbrido,108714
EI0905360ES,Analista de Riesgo,Riesgo,2009-11-04,Híbrido,58584
EI2105361ES,Gerente Comercial,Comercial,2021-10-31,Híbrido,94600
EI9905362ES,Desarrollador,IT,1999-08-04,Remoto,46361
EI1605363ES,Gerente de Área,Gerencia,2016-03-05,Híbrido,93566
EI1005364ES,Asistente Comercial,Comercial,2010-08-24,Oficina,27017
EI0905365ES,Gerente de Área,Gerencia,2009-07-02,Híbrido,109683
EI9905366ES,Asistente Comercial,Comercial,1999-08-21,Híbrido,32039
EI9505367ES,Analista de Datos,IT,1995-07-10,Híbrido,60404
EI2205368ES,Ejecutivo Comercial,Comercial,2022-01-02,Híbrido,54899
EI1805369ES,Analista de Riesgo,Riesgo,2018-02-19,Híbrido,61972
EI1405370ES,Analista de Crédito,Crédito,2014-07-15,Híbrido,35226
EI9205371ES,Analista de Operaciones,Operaciones,1992-03-16,Oficina,41086
EI1105372ES,Analista de Riesgo,Riesgo,2011-04-07,Oficina,66256
EI0105373ES,Asistente de Crédito,Crédito,2001-11-26,Oficina,29003
EI9405374ES,Asistente Comercial,Comercial,1994-07-01,Oficina,34235
EI9105375ES,Gerente de Riesgo,Riesgo,1991-02-23,Híbrido,119549
EI1105376ES,Analista de Riesgo,Riesgo,2011-12-06,Oficina,47926
EI2605377ES,Arquitecto de Software,IT,2026-08-31,Remoto,79414
EI2505378ES,Gerente de Crédito,Crédito,2025-04-07,Oficina,78733
EI0205379ES,Analista de Riesgo,Riesgo,2002-12-20,Oficina,48489
EI1505380ES,Gerente de Crédito,Crédito,2015-02-25,Híbrido,78740
EI2405381ES,Arquitecto de Software,IT,2024-03-25,Remoto,80739
EI0605382ES,Analista de Datos,IT,2006-11-14,Remoto,57244
EI0905383ES,Gerente de Crédito,Crédito,2009-09-15,Oficina,101024
EI2105384ES,Soporte IT,IT,2021-10-23,Híbrido,32612
EI1905385ES,Analista de Operaciones,Operaciones,2019-03-27,Oficina,39610
EI0005386ES,Director de Riesgo,Dirección,2000-09-09,Oficina,164958
EI1505387ES,Gerente de Área,Gerencia,2015-10-21,Híbrido,96155
EI9205388ES,Director Financiero,Dirección,1992-12-05,Oficina,147740
EI2405389ES,Arquitecto de Software,IT,2024-02-22,Remoto,81481
EI9605390ES,Analista de Operaciones,Operaciones,1996-03-15,Híbrido,41960
EI1905391ES,Analista de Datos,IT,2019-08-07,Híbrido,49626
EI2505392ES,Gerente de Operaciones,Operaciones,2025-11-15,Híbrido,111671
EI9305393ES,Analista de Crédito,Crédito,1993-10-09,Híbrido,45756
EI9505394ES,Desarrollador,IT,1995-09-10,Híbrido,65493
EI0405395ES,Especialista RRHH,Talento Humano,2004-07-07,Oficina,49300
EI1405396ES,Gerente de Riesgo,Riesgo,2014-09-21,Oficina,94492
EI9005397ES,Gerente de Crédito,Crédito,1990-03-03,Híbrido,95778
EI9905398ES,Arquitecto de Software,IT,1999-07-30,Híbrido,80140
EI1805399ES,Director IT,Dirección,2018-01-20,Híbrido,167494
EI1205400ES,Gerente de Operaciones,Operaciones,2012-02-08,Híbrido,109451
EI9905401ES,Analista de Operaciones,Operaciones,1999-10-18,Oficina,41676
EI2205402ES,Analista de Crédito,Crédito,2022-07-26,Oficina,51588
EI0805403ES,Ejecutivo Comercial,Comercial,2008-01-10,Híbrido,44789
EI2605404ES,Gerente Comercial,Comercial,2026-01-02,Oficina,99029
EI1505405ES,Gerente Comercial,Comercial,2015-01-20,Oficina,93691
EI0605406ES,Gerente de Operaciones,Operaciones,2006-12-23,Híbrido,82264
EI0405407ES,Asistente de Crédito,Crédito,2004-01-19,Híbrido,27776
EI1805408ES,Gerente Comercial,Comercial,2018-04-08,Oficina,88852
EI2605409ES,Asistente Comercial,Comercial,2026-12-19,Híbrido,25615
EI2205410ES,Desarrollador,IT,2022-08-27,Híbrido,43515
EI0205411ES,Analista de Datos,IT,2002-02-14,Remoto,46212
EI2505412ES,Ejecutivo Comercial,Comercial,2025-01-21,Híbrido,59858
EI0905413ES,Gerente de Riesgo,Riesgo,2009-03-14,Híbrido,109716
EI0605414ES,Gerente de Riesgo,Riesgo,2006-08-27,Oficina,117301
EI9705415ES,Analista de Datos,IT,1997-03-04,Híbrido,45903
EI2105416ES,Gerente Comercial,Comercial,2021-09-11,Oficina,96531
EI1905417ES,Asistente Comercial,Comercial,2019-09-18,Híbrido,30846
EI0805418ES,Analista de Operaciones,Operaciones,2008-06-19,Oficina,58885
EI1505419ES,Desarrollador,IT,2015-09-26,Remoto,69348
EI1605420ES,Gerente de Área,Gerencia,2016-09-09,Oficina,121830
EI1305421ES,Gerente IT,IT,2013-06-13,Remoto,104259
EI1505422ES,Supervisor de Sucursal,Atención al Cliente,2015-10-06,Oficina,52749
EI0205423ES,Supervisor de Sucursal,Atención al Cliente,2002-06-18,Oficina,54600
EI0105424ES,Gerente de Operaciones,Operaciones,2001-07-23,Híbrido,119239
EI1605425ES,Gerente de Crédito,Crédito,2016-06-07,Híbrido,90643
EI0205426ES,Gerente IT,IT,2002-08-27,Híbrido,129139
EI2605427ES,Arquitecto de Software,IT,2026-12-10,Remoto,97324
EI9905428ES,Ejecutivo Comercial,Comercial,1999-09-17,Oficina,39179
EI9905429ES,Analista RRHH,Talento Humano,1999-12-24,Híbrido,49348
EI9405430ES,Analista de Datos,IT,1994-07-20,Híbrido,53569
EI2205431ES,Cajero,Atención al Cliente,2022-03-27,Oficina,26489
EI2105432ES,Soporte IT,IT,2021-07-29,Híbrido,44426
EI0405433ES,Gerente IT,IT,2004-10-13,Remoto,108895
EI0105434ES,Cajero,Atención al Cliente,2001-04-13,Oficina,22133
EI2105435ES,Gerente Comercial,Comercial,2021-05-23,Oficina,74799
EI0905436ES,Analista de Datos,IT,2009-08-07,Híbrido,55705
EI2605437ES,Gerente de Riesgo,Riesgo,2026-08-19,Híbrido,118769
EI0305438ES,Ejecutivo Comercial,Comercial,2003-06-20,Oficina,40656
EI0705439ES,Ejecutivo Comercial,Comercial,2007-11-03,Híbrido,58433
EI1205440ES,Asistente de Crédito,Crédito,2012-08-10,Oficina,33055
EI2405441ES,Asistente Comercial,Comercial,2024-09-25,Oficina,33211
EI9905442ES,Gerente Comercial,Comercial,1999-03-14,Híbrido,99507
EI0405443ES,Gerente de Crédito,Crédito,2004-10-17,Híbrido,105825
EI0705444ES,Gerente de Talento Humano,Talento Humano,2007-05-27,Oficina,114220
EI2105445ES,Asistente de Plataforma,Atención al Cliente,2021-04-16,Oficina,24262
EI2105446ES,Gerente de Riesgo,Riesgo,2021-04-22,Híbrido,96739
EI0305447ES,Ejecutivo Comercial,Comercial,2003-09-22,Híbrido,50320
EI9105448ES,Ejecutivo Comercial,Comercial,1991-02-06,Híbrido,59675
EI0905449ES,Supervisor de Sucursal,Atención al Cliente,2009-03-20,Oficina,49543
EI1505450ES,Analista de Operaciones,Operaciones,2015-06-14,Oficina,47675
EI1405451ES,Asistente Comercial,Comercial,2014-04-18,Oficina,28955
EI0905452ES,Asistente Comercial,Comercial,2009-12-14,Oficina,27525
EI2605453ES,Analista de Operaciones,Operaciones,2026-01-24,Oficina,38910
EI1505454ES,Gerente de Operaciones,Operaciones,2015-09-30,Híbrido,89221
EI0705455ES,Gerente Comercial,Comercial,2007-03-27,Oficina,96265
EI9405456ES,Gerente Comercial,Comercial,1994-06-10,Híbrido,97439
EI0405457ES,Gerente de Área,Gerencia,2004-04-17,Híbrido,119466
EI0405458ES,Ejecutivo Comercial,Comercial,2004-10-29,Híbrido,51359
EI0405459ES,Especialista RRHH,Talento Humano,2004-09-14,Híbrido,59628
EI0505460ES,Asistente de Plataforma,Atención al Cliente,2005-10-17,Oficina,24636
EI0105461ES,Director de Riesgo,Dirección,2001-06-06,Híbrido,150818
EI9005462ES,Analista de Crédito,Crédito,1990-04-04,Oficina,35224
EI1305463ES,Analista de Crédito,Crédito,2013-06-30,Híbrido,49627
EI2505464ES,Analista RRHH,Talento Humano,2025-04-19,Oficina,43596
EI2005465ES,Ejecutivo Comercial,Comercial,2020-08-26,Híbrido,36883
EI0805466ES,Gerente IT,IT,2008-08-08,Remoto,115075
EI0405467ES,Gerente de Área,Gerencia,2004-08-01,Oficina,96980
EI0105468ES,Gerente Comercial,Comercial,2001-07-07,Híbrido,89827
EI2405469ES,Gerente de Talento Humano,Talento Humano,2024-07-14,Híbrido,113573
EI9005470ES,Ejecutivo Comercial,Comercial,1990-03-22,Oficina,39709
EI1305471ES,Gerente de Crédito,Crédito,2013-09-28,Híbrido,96642
EI1205472ES,Cajero,Atención al Cliente,2012-12-28,Oficina,28353
EI0405473ES,Cajero,Atención al Cliente,2004-04-11,Oficina,28722
EI9105474ES,Ejecutivo Comercial,Comercial,1991-11-18,Oficina,58926
EI9005475ES,Especialista RRHH,Talento Humano,1990-11-22,Híbrido,43033
EI9205476ES,Cajero,Atención al Cliente,1992-01-17,Oficina,29224
EI2605477ES,Analista de Operaciones,Operaciones,2026-05-01,Oficina,43774
EI1205478ES,Gerente de Área,Gerencia,2012-12-30,Oficina,116949
EI9205479ES,Gerente de Operaciones,Operaciones,1992-01-11,Oficina,101809
EI1705480ES,Asistente Comercial,Comercial,2017-06-06,Oficina,33760
EI1705481ES,Gerente de Operaciones,Operaciones,2017-04-22,Oficina,98217
EI0205482ES,Gerente Comercial,Comercial,2002-01-27,Oficina,107905
EI2405483ES,Asistente Comercial,Comercial,2024-07-19,Oficina,32098
EI1105484ES,Asistente de Crédito,Crédito,2011-05-03,Híbrido,34771
EI9605485ES,Analista de Riesgo,Riesgo,1996-01-20,Híbrido,67548
EI9605486ES,Asistente de Plataforma,Atención al Cliente,1996-11-09,Oficina,27402
EI9905487ES,Gerente de Riesgo,Riesgo,1999-05-30,Híbrido,103761
EI1305488ES,Analista de Operaciones,Operaciones,2013-08-16,Híbrido,35431
EI9105489ES,Desarrollador,IT,1991-11-24,Híbrido,70411
EI2305490ES,Analista de Riesgo,Riesgo,2023-10-20,Híbrido,65233
EI1205491ES,Asistente Comercial,Comercial,2012-01-29,Oficina,29901
EI1205492ES,Analista de Riesgo,Riesgo,2012-05-08,Oficina,60978
EI0105493ES,Asistente de Crédito,Crédito,2001-04-08,Híbrido,25308
EI1805494ES,Soporte IT,IT,2018-03-03,Híbrido,42472
EI1905495ES,Arquitecto de Software,IT,2019-07-06,Híbrido,98324
EI2205496ES,Gerente de Crédito,Crédito,2022-03-05,Híbrido,86447
EI1905497ES,Gerente de Área,Gerencia,2019-03-10,Oficina,92902
EI0505498ES,Gerente Comercial,Comercial,2005-11-14,Oficina,104763
EI1305499ES,Analista de Crédito,Crédito,2013-05-09,Oficina,44187
EI9805500ES,Analista de Riesgo,Riesgo,1998-07-30,Híbrido,67668
EI9105501ES,Gerente de Operaciones,Operaciones,1991-11-01,Oficina,94900
EI2305502ES,Soporte IT,IT,2023-05-19,Remoto,37209
EI0205503ES,Ejecutivo Comercial,Comercial,2002-10-25,Híbrido,52451
EI0605504ES,Analista de Operaciones,Operaciones,2006-04-07,Híbrido,54977
EI1905505ES,Gerente de Área,Gerencia,2019-06-10,Oficina,110235
EI0905506ES,Asistente Comercial,Comercial,2009-01-30,Oficina,29379
EI9005507ES,Gerente de Talento Humano,Talento Humano,1990-03-02,Oficina,112824
EI2505508ES,Analista de Riesgo,Riesgo,2025-04-16,Híbrido,61016
EI2605509ES,Soporte IT,IT,2026-02-26,Híbrido,34529
EI9705510ES,Analista de Operaciones,Operaciones,1997-02-20,Oficina,43018
EI0905511ES,Gerente de Riesgo,Riesgo,2009-04-05,Híbrido,82040
EI1405512ES,Supervisor de Sucursal,Atención al Cliente,2014-08-11,Oficina,47345
EI9705513ES,Analista de Riesgo,Riesgo,1997-06-08,Híbrido,55048
EI0305514ES,Gerente de Área,Gerencia,2003-02-14,Oficina,123839
EI0905515ES,Gerente IT,IT,2009-11-22,Híbrido,102613
EI0805516ES,Director IT,Dirección,2008-01-27,Híbrido,131914
EI1805517ES,Asistente Comercial,Comercial,2018-10-23,Híbrido,26416
EI2605518ES,Gerente Comercial,Comercial,2026-06-04,Oficina,104709
EI1405519ES,Analista de Datos,IT,2014-04-06,Híbrido,77810
EI2405520ES,Analista de Crédito,Crédito,2024-12-10,Híbrido,39806
EI2605521ES,Ejecutivo Comercial,Comercial,2026-11-10,Híbrido,46137
EI1705522ES,Ejecutivo Comercial,Comercial,2017-12-09,Oficina,52981
EI9605523ES,Ejecutivo Comercial,Comercial,1996-11-07,Oficina,42719
EI2205524ES,Ejecutivo Comercial,Comercial,2022-07-09,Oficina,39732
EI9505525ES,Analista de Riesgo,Riesgo,1995-05-05,Oficina,54755
EI9705526ES,Gerente de Operaciones,Operaciones,1997-09-06,Híbrido,94942
EI1505527ES,Asistente de Crédito,Crédito,2015-09-18,Oficina,25927
EI0405528ES,Analista de Datos,IT,2004-03-11,Remoto,62873
EI2005529ES,Gerente de Operaciones,Operaciones,2020-02-08,Híbrido,116188
EI1005530ES,Ejecutivo Comercial,Comercial,2010-01-13,Híbrido,54035
EI9305531ES,Director Comercial,Dirección,1993-03-02,Híbrido,161098
EI1205532ES,Analista de Crédito,Crédito,2012-04-08,Híbrido,45287
EI1605533ES,Gerente de Operaciones,Operaciones,2016-08-13,Oficina,114395
EI1405534ES,Asistente de Crédito,Crédito,2014-04-05,Híbrido,25651
EI9905535ES,Analista RRHH,Talento Humano,1999-06-05,Oficina,45164
EI1605536ES,Analista de Operaciones,Operaciones,2016-02-28,Híbrido,37123
EI1705537ES,Ejecutivo Comercial,Comercial,2017-01-10,Híbrido,36903
EI1205538ES,Desarrollador,IT,2012-11-15,Híbrido,65598
EI1405539ES,Analista de Crédito,Crédito,2014-09-02,Híbrido,41884
EI0805540ES,Analista de Operaciones,Operaciones,2008-06-09,Oficina,41729
EI9005541ES,Gerente Comercial,Comercial,1990-10-04,Híbrido,101390
EI9605542ES,Gerente de Riesgo,Riesgo,1996-10-08,Híbrido,95584
EI9805543ES,Gerente de Operaciones,Operaciones,1998-02-03,Oficina,87504
EI2305544ES,Analista de Riesgo,Riesgo,2023-02-12,Oficina,42890
EI1505545ES,Cajero,Atención al Cliente,2015-06-09,Oficina,27300
EI1305546ES,Asistente de Crédito,Crédito,2013-06-17,Oficina,31340
EI2605547ES,Director de Riesgo,Dirección,2026-07-31,Oficina,172980
EI1105548ES,Supervisor de Sucursal,Atención al Cliente,2011-11-29,Oficina,35230
EI0705549ES,Analista de Riesgo,Riesgo,2007-05-29,Oficina,63437
EI9205550ES,Director Financiero,Dirección,1992-02-11,Oficina,149798
EI1105551ES,Gerente Comercial,Comercial,2011-07-31,Oficina,79616
EI1405552ES,Analista de Datos,IT,2014-10-26,Híbrido,60136
EI2105553ES,Asistente de Plataforma,Atención al Cliente,2021-09-09,Oficina,31378
EI0905554ES,Asistente Comercial,Comercial,2009-08-03,Híbrido,29977
EI0005555ES,Gerente de Riesgo,Riesgo,2000-11-18,Oficina,100721
EI1205556ES,Ejecutivo Comercial,Comercial,2012-01-07,Híbrido,45744
EI1305557ES,Analista de Riesgo,Riesgo,2013-04-06,Oficina,65655
EI0505558ES,Gerente de Talento Humano,Talento Humano,2005-03-06,Híbrido,103220
EI2505559ES,Gerente de Riesgo,Riesgo,2025-11-26,Híbrido,111905
EI2305560ES,Director de Riesgo,Dirección,2023-03-08,Oficina,126655
EI9405561ES,Gerente de Operaciones,Operaciones,1994-06-29,Híbrido,101161
EI1805562ES,Director Comercial,Dirección,2018-05-10,Híbrido,122798
EI2005563ES,Ejecutivo Comercial,Comercial,2020-04-30,Híbrido,36072
EI1805564ES,Cajero,Atención al Cliente,2018-11-16,Oficina,22766
EI1105565ES,Soporte IT,IT,2011-06-18,Híbrido,40123
EI0205566ES,Asistente Comercial,Comercial,2002-04-14,Híbrido,29590
EI0305567ES,Gerente de Crédito,Crédito,2003-12-17,Oficina,94093
EI9305568ES,Gerente de Operaciones,Operaciones,1993-06-04,Oficina,100405
EI1105569ES,Desarrollador,IT,2011-09-07,Híbrido,43368
EI0005570ES,Gerente de Crédito,Crédito,2000-03-05,Oficina,91148
EI0705571ES,Gerente Comercial,Comercial,2007-12-21,Híbrido,105111
EI0405572ES,Gerente de Crédito,Crédito,2004-07-19,Oficina,95791
EI1605573ES,Gerente IT,IT,2016-02-22,Remoto,118698
EI1005574ES,Soporte IT,IT,2010-01-09,Híbrido,38810
EI0005575ES,Gerente de Riesgo,Riesgo,2000-05-31,Híbrido,99828
EI0905576ES,Gerente de Área,Gerencia,2009-02-15,Híbrido,123579
EI0805577ES,Ejecutivo Comercial,Comercial,2008-06-25,Híbrido,50500
EI2405578ES,Gerente Comercial,Comercial,2024-02-24,Híbrido,85197
EI0905579ES,Asistente Comercial,Comercial,2009-03-02,Oficina,29885
EI0905580ES,Director Financiero,Dirección,2009-05-18,Oficina,134282
EI0405581ES,Asistente de Crédito,Crédito,2004-04-28,Oficina,32860
EI1205582ES,Analista de Crédito,Crédito,2012-09-12,Oficina,56689
EI0505583ES,Gerente Comercial,Comercial,2005-12-05,Híbrido,108161
EI1005584ES,Ejecutivo Comercial,Comercial,2010-04-28,Oficina,58147
EI2105585ES,Supervisor de Sucursal,Atención al Cliente,2021-07-19,Oficina,39826
EI0905586ES,Analista RRHH,Talento Humano,2009-09-13,Oficina,37652
EI0705587ES,Asistente Comercial,Comercial,2007-08-27,Oficina,34167
EI9605588ES,Gerente IT,IT,1996-02-18,Híbrido,127023
EI1505589ES,Analista de Crédito,Crédito,2015-02-01,Híbrido,47068
EI9705590ES,Asistente Comercial,Comercial,1997-05-05,Oficina,28715
EI0305591ES,Gerente de Operaciones,Operaciones,2003-06-18,Híbrido,85929
EI0605592ES,Supervisor de Sucursal,Atención al Cliente,2006-09-22,Oficina,37260
EI0505593ES,Asistente Comercial,Comercial,2005-07-25,Oficina,29166
EI2505594ES,Analista de Operaciones,Operaciones,2025-10-03,Oficina,47748
EI9905595ES,Ejecutivo Comercial,Comercial,1999-04-20,Híbrido,44826
EI1105596ES,Analista de Operaciones,Operaciones,2011-02-15,Híbrido,58233
EI9705597ES,Analista de Operaciones,Operaciones,1997-12-04,Oficina,58827
EI2305598ES,Analista de Operaciones,Operaciones,2023-05-01,Híbrido,55715
EI0205599ES,Asistente de Crédito,Crédito,2002-09-18,Híbrido,26348
EI2305600ES,Analista de Operaciones,Operaciones,2023-03-25,Oficina,54980
EI9205601ES,Asistente de Plataforma,Atención al Cliente,1992-11-08,Oficina,30240
EI0505602ES,Gerente de Operaciones,Operaciones,2005-02-07,Oficina,80860
EI9305603ES,Gerente de Crédito,Crédito,1993-06-14,Oficina,103660
EI1505604ES,Analista de Riesgo,Riesgo,2015-04-29,Oficina,58081
EI9405605ES,Analista de Operaciones,Operaciones,1994-06-09,Híbrido,42468
EI1905606ES,Asistente de Plataforma,Atención al Cliente,2019-12-13,Oficina,30856
EI2105607ES,Analista de Crédito,Crédito,2021-05-11,Híbrido,36919
EI9905608ES,Soporte IT,IT,1999-02-15,Remoto,41370
EI0205609ES,Analista de Operaciones,Operaciones,2002-11-29,Oficina,35846
EI2605610ES,Asistente Comercial,Comercial,2026-05-09,Híbrido,27054
EI1905611ES,Director Comercial,Dirección,2019-10-22,Oficina,161741
EI2405612ES,Gerente Comercial,Comercial,2024-07-27,Oficina,71879
