numero_empleado,periodo,horas_laborales_normales,horas_extras,ausencias_justificadas,ausencias_no_justificadas,llegadas_tardias,evaluacion_desempeno
EI1806707ES,2025-02,153,0,1,0,1,Meets
EI1806707ES,2025-03,143,4,1,0,0,Exceeds
EI1806707ES,2025-04,170,3,2,2,1,Meets
EI1806707ES,2025-05,165,9,0,0,0,Exceeds
EI1806707ES,2025-06,148,2,0,0,1,Meets
EI1806707ES,2025-07,164,2,1,0,1,Needs Improvement
EI1806707ES,2025-08,171,3,0,0,1,Exceeds
EI1806707ES,2025-09,164,3,1,0,2,Meets
EI1806707ES,2025-10,171,1,0,0,1,Exceeds
EI1806707ES,2025-11,168,3,1,0,1,Meets
EI1806707ES,2025-12,157,6,0,1,1,Meets
EI1806707ES,2026-01,166,8,1,0,2,Meets
EI0406708ES,2025-02,157,3,0,0,1,Meets
EI0406708ES,2025-03,154,7,0,1,0,Exceeds
EI0406708ES,2025-04,169,7,1,0,3,Meets
EI0406708ES,2025-05,153,11,0,0,1,Meets
EI0406708ES,2025-06,141,2,0,0,0,Needs Improvement
EI0406708ES,2025-07,156,5,1,1,1,Outstanding
EI0406708ES,2025-08,147,9,0,0,2,Exceeds
EI0406708ES,2025-09,160,4,0,0,1,Meets
EI0406708ES,2025-10,167,5,1,0,0,Outstanding
EI0406708ES,2025-11,177,4,0,1,0,Meets
EI0406708ES,2025-12,152,4,1,0,1,Meets
EI0406708ES,2026-01,155,5,1,0,0,Outstanding
EI2506709ES,2025-02,147,6,0,0,2,Meets
EI2506709ES,2025-03,160,5,1,0,1,Meets
EI2506709ES,2025-04,176,12,0,0,1,Meets
EI2506709ES,2025-05,152,3,0,0,3,Meets
EI2506709ES,2025-06,169,8,0,0,1,Meets
EI2506709ES,2025-07,153,2,1,0,0,Meets
EI2506709ES,2025-08,153,10,1,0,0,Outstanding
EI2506709ES,2025-09,148,15,4,0,3,Meets
EI2506709ES,2025-10,175,5,0,1,1,Meets
EI2506709ES,2025-11,153,7,0,0,1,Outstanding
EI2506709ES,2025-12,159,6,2,0,2,Meets
EI2506709ES,2026-01,163,1,2,0,1,Meets
EI2106710ES,2025-02,154,2,0,1,2,Exceeds
EI2106710ES,2025-03,163,4,0,0,1,Exceeds
EI2106710ES,2025-04,170,3,0,0,1,Meets
EI2106710ES,2025-05,158,13,0,1,2,Meets
EI2106710ES,2025-06,167,2,0,0,0,Meets
EI2106710ES,2025-07,158,3,0,0,1,Outstanding
EI2106710ES,2025-08,150,4,1,0,1,Meets
EI2106710ES,2025-09,174,2,0,0,0,Meets
EI2106710ES,2025-10,173,0,0,0,1,Exceeds
EI2106710ES,2025-11,151,29,1,1,0,Outstanding
EI2106710ES,2025-12,159,11,1,0,0,Outstanding
EI2106710ES,2026-01,177,8,1,0,0,Meets
EI1406711ES,2025-02,161,10,0,1,0,Outstanding
EI1406711ES,2025-03,173,8,0,1,0,Exceeds
EI1406711ES,2025-04,157,3,0,0,0,Meets
EI1406711ES,2025-05,158,12,0,0,2,Outstanding
EI1406711ES,2025-06,157,8,0,0,4,Exceeds
EI1406711ES,2025-07,160,11,1,1,0,Needs Improvement
EI1406711ES,2025-08,160,1,1,0,0,Outstanding
EI1406711ES,2025-09,165,3,1,0,4,Meets
EI1406711ES,2025-10,146,9,1,0,2,Exceeds
EI1406711ES,2025-11,154,3,0,0,2,Meets
EI1406711ES,2025-12,172,1,0,0,1,Exceeds
EI1406711ES,2026-01,153,3,0,1,1,Exceeds
EI9306712ES,2025-02,165,12,1,0,1,Exceeds
EI9306712ES,2025-03,160,3,1,1,0,Outstanding
EI9306712ES,2025-04,158,6,1,0,0,Exceeds
EI9306712ES,2025-05,164,6,2,0,2,Meets
EI9306712ES,2025-06,161,3,1,0,0,Outstanding
EI9306712ES,2025-07,160,3,1,0,0,Meets
EI9306712ES,2025-08,155,12,3,0,2,Needs Improvement
EI9306712ES,2025-09,146,3,2,1,3,Needs Improvement
EI9306712ES,2025-10,173,8,3,0,0,Exceeds
EI9306712ES,2025-11,155,5,0,0,0,Meets
EI9306712ES,2025-12,157,3,0,0,0,Outstanding
EI9306712ES,2026-01,167,7,0,1,1,Meets
EI1306713ES,2025-02,157,9,0,1,2,Outstanding
EI1306713ES,2025-03,166,8,0,0,1,Meets
EI1306713ES,2025-04,178,4,0,0,1,Outstanding
EI1306713ES,2025-05,168,0,1,0,2,Meets
EI1306713ES,2025-06,151,3,1,1,0,Exceeds
EI1306713ES,2025-07,171,5,0,0,0,Needs Improvement
EI1306713ES,2025-08,153,0,0,0,0,Outstanding
EI1306713ES,2025-09,168,4,1,0,1,Meets
EI1306713ES,2025-10,172,7,1,1,1,Meets
EI1306713ES,2025-11,161,4,0,0,3,Meets
EI1306713ES,2025-12,166,5,2,0,0,Exceeds
EI1306713ES,2026-01,158,1,0,0,1,Meets
EI0906714ES,2025-02,152,8,0,0,1,Exceeds
EI0906714ES,2025-03,162,2,0,1,0,Meets
EI0906714ES,2025-04,156,3,1,0,0,Meets
EI0906714ES,2025-05,162,8,1,0,0,Outstanding
EI0906714ES,2025-06,157,2,1,0,0,Outstanding
EI0906714ES,2025-07,156,2,2,0,1,Exceeds
EI0906714ES,2025-08,170,5,0,1,1,Meets
EI0906714ES,2025-09,145,12,1,2,0,Meets
EI0906714ES,2025-10,153,3,1,0,0,Exceeds
EI0906714ES,2025-11,156,4,0,0,2,Meets
EI0906714ES,2025-12,166,9,0,0,0,Outstanding
EI0906714ES,2026-01,169,3,2,1,0,Meets
EI1906715ES,2025-02,170,9,1,0,1,Exceeds
EI1906715ES,2025-03,134,2,1,0,4,Needs Improvement
EI1906715ES,2025-04,157,6,1,0,0,Outstanding
EI1906715ES,2025-05,154,11,0,0,0,Meets
EI1906715ES,2025-06,166,4,0,0,1,Exceeds
EI1906715ES,2025-07,157,10,0,0,0,Outstanding
EI1906715ES,2025-08,161,7,0,0,1,Exceeds
EI1906715ES,2025-09,162,6,1,0,3,Needs Improvement
EI1906715ES,2025-10,162,2,2,0,0,Exceeds
EI1906715ES,2025-11,172,10,2,0,3,Meets
EI1906715ES,2025-12,149,12,2,1,1,Meets
EI1906715ES,2026-01,159,3,1,0,3,Meets
EI1706716ES,2025-02,166,1,1,0,1,Meets
EI1706716ES,2025-03,168,0,2,0,2,Needs Improvement
EI1706716ES,2025-04,162,5,2,0,0,Exceeds
EI1706716ES,2025-05,157,13,0,1,1,Needs Improvement
EI1706716ES,2025-06,156,11,0,0,0,Needs Improvement
EI1706716ES,2025-07,172,1,0,0,1,Outstanding
EI1706716ES,2025-08,166,2,0,0,0,Meets
EI1706716ES,2025-09,157,9,1,0,0,Needs Improvement
EI1706716ES,2025-10,168,1,1,0,2,Exceeds
EI1706716ES,2025-11,155,3,0,1,2,Needs Improvement
EI1706716ES,2025-12,161,9,0,0,0,Exceeds
EI1706716ES,2026-01,172,2,0,0,2,Meets
EI0506717ES,2025-02,155,11,1,0,1,Outstanding
EI0506717ES,2025-03,163,9,0,0,0,Exceeds
EI0506717ES,2025-04,148,10,0,0,0,Exceeds
EI0506717ES,2025-05,170,3,0,0,2,Meets
EI0506717ES,2025-06,162,4,1,0,1,Exceeds
EI0506717ES,2025-07,169,3,0,0,1,Outstanding
EI0506717ES,2025-08,146,6,0,0,0,Outstanding
EI0506717ES,2025-09,171,3,1,1,0,Exceeds
EI0506717ES,2025-10,155,5,2,0,1,Meets
EI0506717ES,2025-11,169,3,1,0,0,Exceeds
EI0506717ES,2025-12,162,4,0,1,0,Meets
EI0506717ES,2026-01,151,13,0,1,1,Outstanding
EI0506718ES,2025-02,167,4,1,0,0,Exceeds
EI0506718ES,2025-03,158,5,1,0,0,Meets
EI0506718ES,2025-04,166,5,1,0,3,Meets
EI0506718ES,2025-05,151,1,1,1,0,Meets
EI0506718ES,2025-06,160,1,0,0,0,Exceeds
EI0506718ES,2025-07,150,1,1,0,0,Exceeds
EI0506718ES,2025-08,163,2,0,1,2,Exceeds
EI0506718ES,2025-09,154,8,0,0,0,Outstanding
EI0506718ES,2025-10,164,3,2,0,0,Outstanding
EI0506718ES,2025-11,162,16,2,0,1,Meets
EI0506718ES,2025-12,172,4,0,0,1,Meets
EI0506718ES,2026-01,156,5,1,0,0,Needs Improvement
EI2406719ES,2025-02,155,1,0,0,4,Meets
EI2406719ES,2025-03,156,6,0,0,0,Outstanding
EI2406719ES,2025-04,160,9,1,0,2,Meets
EI2406719ES,2025-05,162,7,1,0,1,Needs Improvement
EI2406719ES,2025-06,146,6,0,0,0,Meets
EI2406719ES,2025-07,155,6,0,1,1,Exceeds
EI2406719ES,2025-08,161,2,0,0,3,Exceeds
EI2406719ES,2025-09,174,1,0,1,1,Outstanding
EI2406719ES,2025-10,167,5,1,0,2,Exceeds
EI2406719ES,2025-11,146,8,0,0,1,Outstanding
EI2406719ES,2025-12,159,16,0,0,2,Meets
EI2406719ES,2026-01,161,10,0,0,0,Exceeds
EI9506720ES,2025-02,152,0,0,1,1,Meets
EI9506720ES,2025-03,162,3,3,0,1,Meets
EI9506720ES,2025-04,164,6,0,0,2,Meets
EI9506720ES,2025-05,143,3,1,0,1,Exceeds
EI9506720ES,2025-06,148,1,0,0,1,Exceeds
EI9506720ES,2025-07,171,2,0,0,1,Meets
EI9506720ES,2025-08,148,8,0,0,1,Outstanding
EI9506720ES,2025-09,166,7,1,0,2,Meets
EI9506720ES,2025-10,161,9,3,0,1,Exceeds
EI9506720ES,2025-11,158,2,0,2,1,Meets
EI9506720ES,2025-12,152,4,0,1,1,Exceeds
EI9506720ES,2026-01,158,4,0,0,2,Meets
EI1306721ES,2025-02,161,0,0,0,2,Exceeds
EI1306721ES,2025-03,162,6,1,0,1,Exceeds
EI1306721ES,2025-04,154,9,0,1,0,Meets
EI1306721ES,2025-05,154,2,1,0,2,Needs Improvement
EI1306721ES,2025-06,178,4,1,0,1,Meets
EI1306721ES,2025-07,158,2,0,1,1,Outstanding
EI1306721ES,2025-08,160,0,0,0,0,Outstanding
EI1306721ES,2025-09,162,13,0,0,2,Exceeds
EI1306721ES,2025-10,162,4,0,0,1,Outstanding
EI1306721ES,2025-11,175,1,0,0,3,Meets
EI1306721ES,2025-12,156,6,0,1,1,Exceeds
EI1306721ES,2026-01,169,17,0,0,2,Meets
EI9006722ES,2025-02,171,8,1,0,1,Meets
EI9006722ES,2025-03,165,7,0,0,2,Exceeds
EI9006722ES,2025-04,155,6,0,0,0,Exceeds
EI9006722ES,2025-05,161,11,1,0,3,Meets
EI9006722ES,2025-06,170,6,0,0,1,Meets
EI9006722ES,2025-07,149,13,0,0,1,Needs Improvement
EI9006722ES,2025-08,161,4,1,0,1,Exceeds
EI9006722ES,2025-09,164,6,0,0,2,Meets
EI9006722ES,2025-10,152,5,1,0,2,Meets
EI9006722ES,2025-11,150,4,0,0,2,Exceeds
EI9006722ES,2025-12,155,8,1,0,1,Meets
EI9006722ES,2026-01,158,0,3,0,3,Meets
EI2306723ES,2025-02,151,10,2,0,1,Exceeds
EI2306723ES,2025-03,146,4,1,0,0,Exceeds
EI2306723ES,2025-04,151,8,2,0,2,Needs Improvement
EI2306723ES,2025-05,157,9,2,1,0,Exceeds
EI2306723ES,2025-06,166,2,1,0,1,Exceeds
EI2306723ES,2025-07,155,6,1,0,2,Meets
EI2306723ES,2025-08,162,7,0,0,0,Meets
EI2306723ES,2025-09,152,9,1,0,2,Meets
EI2306723ES,2025-10,169,5,1,1,2,Meets
EI2306723ES,2025-11,158,5,0,0,1,Exceeds
EI2306723ES,2025-12,168,3,0,0,0,Outstanding
EI2306723ES,2026-01,163,0,0,0,0,Exceeds
EI9406724ES,2025-02,164,3,1,0,4,Needs Improvement
EI9406724ES,2025-03,147,2,0,0,2,Exceeds
EI9406724ES,2025-04,157,8,0,0,0,Exceeds
EI9406724ES,2025-05,157,9,1,0,0,Meets
EI9406724ES,2025-06,164,0,0,0,1,Exceeds
EI9406724ES,2025-07,157,12,2,0,0,Exceeds
EI9406724ES,2025-08,151,3,2,0,1,Exceeds
EI9406724ES,2025-09,142,9,1,0,1,Meets
EI9406724ES,2025-10,167,8,0,0,0,Exceeds
EI9406724ES,2025-11,153,3,1,0,1,Meets
EI9406724ES,2025-12,160,6,0,0,2,Needs Improvement
EI9406724ES,2026-01,152,1,1,0,0,Exceeds
EI9306725ES,2025-02,156,15,1,0,0,Exceeds
EI9306725ES,2025-03,159,11,0,0,0,Needs Improvement
EI9306725ES,2025-04,156,2,0,1,1,Meets
EI9306725ES,2025-05,164,3,1,0,1,Outstanding
EI9306725ES,2025-06,168,5,0,2,2,Meets
EI9306725ES,2025-07,163,4,1,0,1,Meets
EI9306725ES,2025-08,165,4,0,0,1,Meets
EI9306725ES,2025-09,154,2,0,1,3,Meets
EI9306725ES,2025-10,155,2,0,0,1,Outstanding
EI9306725ES,2025-11,165,5,0,0,0,Meets
EI9306725ES,2025-12,167,7,1,0,1,Exceeds
EI9306725ES,2026-01,158,16,1,0,0,Exceeds
EI1806726ES,2025-02,163,3,1,0,0,Meets
EI1806726ES,2025-03,149,4,1,0,1,Meets
EI1806726ES,2025-04,169,3,1,0,2,Meets
EI1806726ES,2025-05,156,2,0,0,0,Meets
EI1806726ES,2025-06,157,16,0,0,0,Meets
EI1806726ES,2025-07,160,3,1,0,1,Meets
EI1806726ES,2025-08,167,15,0,0,0,Exceeds
EI1806726ES,2025-09,166,3,1,0,1,Meets
EI1806726ES,2025-10,167,4,1,0,1,Exceeds
EI1806726ES,2025-11,165,2,1,0,1,Meets
EI1806726ES,2025-12,167,12,1,0,4,Meets
EI1806726ES,2026-01,152,0,0,0,1,Exceeds
EI9606727ES,2025-02,156,1,0,0,1,Meets
EI9606727ES,2025-03,163,5,2,0,2,Meets
EI9606727ES,2025-04,173,13,2,0,5,Meets
EI9606727ES,2025-05,159,7,0,0,2,Exceeds
EI9606727ES,2025-06,151,2,2,0,0,Meets
EI9606727ES,2025-07,165,6,0,0,0,Outstanding
EI9606727ES,2025-08,165,6,0,1,0,Exceeds
EI9606727ES,2025-09,166,11,0,0,0,Meets
EI9606727ES,2025-10,172,5,2,0,0,Meets
EI9606727ES,2025-11,156,1,2,0,0,Meets
EI9606727ES,2025-12,155,1,1,1,0,Meets
EI9606727ES,2026-01,163,6,1,0,1,Outstanding
EI0306728ES,2025-02,153,0,0,1,0,Exceeds
EI0306728ES,2025-03,169,1,0,0,2,Needs Improvement
EI0306728ES,2025-04,152,8,0,0,0,Outstanding
EI0306728ES,2025-05,178,2,0,0,1,Exceeds
EI0306728ES,2025-06,157,2,0,0,0,Exceeds
EI0306728ES,2025-07,163,9,1,0,1,Outstanding
EI0306728ES,2025-08,150,7,0,0,1,Exceeds
EI0306728ES,2025-09,152,1,0,1,0,Meets
EI0306728ES,2025-10,161,7,3,0,0,Exceeds
EI0306728ES,2025-11,151,7,0,2,0,Meets
EI0306728ES,2025-12,150,10,2,0,0,Meets
EI0306728ES,2026-01,168,5,0,1,0,Meets
EI0706729ES,2025-02,167,6,1,0,0,Outstanding
EI0706729ES,2025-03,155,9,1,0,3,Meets
EI0706729ES,2025-04,162,4,2,0,0,Meets
EI0706729ES,2025-05,167,6,1,0,1,Exceeds
EI0706729ES,2025-06,151,2,0,0,1,Exceeds
EI0706729ES,2025-07,148,6,1,0,1,Exceeds
EI0706729ES,2025-08,161,0,0,0,3,Exceeds
EI0706729ES,2025-09,140,2,1,0,1,Meets
EI0706729ES,2025-10,174,4,2,0,2,Meets
EI0706729ES,2025-11,150,5,0,0,1,Needs Improvement
EI0706729ES,2025-12,167,7,1,0,0,Meets
EI0706729ES,2026-01,152,8,0,0,0,Meets
EI1806730ES,2025-02,147,9,0,0,0,Exceeds
EI1806730ES,2025-03,152,11,0,0,0,Exceeds
EI1806730ES,2025-04,158,3,2,0,2,Needs Improvement
EI1806730ES,2025-05,160,11,0,0,2,Meets
EI1806730ES,2025-06,160,10,0,0,4,Exceeds
EI1806730ES,2025-07,161,1,0,0,1,Meets
EI1806730ES,2025-08,147,1,0,0,2,Exceeds
EI1806730ES,2025-09,165,6,0,0,2,Meets
EI1806730ES,2025-10,169,8,0,0,0,Outstanding
EI1806730ES,2025-11,168,9,2,0,1,Exceeds
EI1806730ES,2025-12,160,8,0,0,1,Needs Improvement
EI1806730ES,2026-01,157,3,1,1,0,Exceeds
EI1906731ES,2025-02,158,1,0,0,2,Exceeds
EI1906731ES,2025-03,161,0,3,0,1,Meets
EI1906731ES,2025-04,154,12,0,0,1,Meets
EI1906731ES,2025-05,149,6,0,0,1,Meets
EI1906731ES,2025-06,169,3,1,0,0,Exceeds
EI1906731ES,2025-07,158,0,1,0,0,Exceeds
EI1906731ES,2025-08,147,15,1,0,1,Meets
EI1906731ES,2025-09,164,14,1,1,3,Exceeds
EI1906731ES,2025-10,166,4,2,0,2,Needs Improvement
EI1906731ES,2025-11,155,3,1,0,1,Meets
EI1906731ES,2025-12,165,3,0,0,1,Exceeds
EI1906731ES,2026-01,163,2,1,0,1,Meets
EI2606732ES,2025-02,163,12,0,1,1,Outstanding
EI2606732ES,2025-03,156,8,1,0,2,Exceeds
EI2606732ES,2025-04,151,2,0,0,0,Meets
EI2606732ES,2025-05,154,3,0,0,2,Exceeds
EI2606732ES,2025-06,163,1,0,0,1,Outstanding
EI2606732ES,2025-07,158,8,1,0,0,Meets
EI2606732ES,2025-08,158,2,2,0,4,Meets
EI2606732ES,2025-09,154,2,2,0,1,Exceeds
EI2606732ES,2025-10,159,5,0,0,0,Outstanding
EI2606732ES,2025-11,170,1,1,0,1,Meets
EI2606732ES,2025-12,151,0,0,0,2,Meets
EI2606732ES,2026-01,177,1,2,0,2,Needs Improvement
EI9006733ES,2025-02,167,2,0,0,0,Meets
EI9006733ES,2025-03,158,3,0,0,0,Outstanding
EI9006733ES,2025-04,151,10,1,0,2,Meets
EI9006733ES,2025-05,157,7,1,0,0,Meets
EI9006733ES,2025-06,154,5,1,0,2,Meets
EI9006733ES,2025-07,160,7,1,0,0,Outstanding
EI9006733ES,2025-08,165,5,0,0,0,Meets
EI9006733ES,2025-09,165,4,1,0,1,Exceeds
EI9006733ES,2025-10,168,2,0,0,1,Outstanding
EI9006733ES,2025-11,152,5,0,0,0,Outstanding
EI9006733ES,2025-12,154,8,1,0,1,Outstanding
EI9006733ES,2026-01,155,2,1,1,0,Meets
EI1406734ES,2025-02,155,4,2,0,2,Meets
EI1406734ES,2025-03,151,6,1,0,2,Outstanding
EI1406734ES,2025-04,172,2,0,0,3,Meets
EI1406734ES,2025-05,155,7,0,0,1,Meets
EI1406734ES,2025-06,166,4,0,0,0,Needs Improvement
EI1406734ES,2025-07,153,4,0,0,0,Meets
EI1406734ES,2025-08,154,7,0,1,2,Exceeds
EI1406734ES,2025-09,153,14,1,0,1,Meets
EI1406734ES,2025-10,157,7,1,1,0,Meets
EI1406734ES,2025-11,160,7,1,2,2,Meets
EI1406734ES,2025-12,165,12,1,0,2,Needs Improvement
EI1406734ES,2026-01,163,3,1,0,1,Needs Improvement
EI9906735ES,2025-02,168,11,0,1,1,Meets
EI9906735ES,2025-03,161,6,0,0,1,Meets
EI9906735ES,2025-04,160,4,1,0,3,Meets
EI9906735ES,2025-05,159,8,0,0,1,Meets
EI9906735ES,2025-06,156,12,2,0,0,Meets
EI9906735ES,2025-07,161,1,2,0,1,Meets
EI9906735ES,2025-08,159,8,1,1,0,Exceeds
EI9906735ES,2025-09,159,6,1,0,0,Meets
EI9906735ES,2025-10,163,7,0,0,1,Meets
EI9906735ES,2025-11,158,10,0,1,1,Meets
EI9906735ES,2025-12,165,7,1,0,0,Exceeds
EI9906735ES,2026-01,165,10,0,0,1,Exceeds
EI2506736ES,2025-02,142,10,1,0,0,Exceeds
EI2506736ES,2025-03,156,1,0,0,0,Meets
EI2506736ES,2025-04,136,8,3,2,0,Meets
EI2506736ES,2025-05,174,2,1,1,1,Outstanding
EI2506736ES,2025-06,169,2,0,0,0,Exceeds
EI2506736ES,2025-07,141,9,0,0,0,Exceeds
EI2506736ES,2025-08,161,4,0,0,0,Meets
EI2506736ES,2025-09,168,6,1,0,3,Needs Improvement
EI2506736ES,2025-10,174,4,1,0,2,Outstanding
EI2506736ES,2025-11,163,8,0,0,1,Exceeds
EI2506736ES,2025-12,150,3,0,0,0,Exceeds
EI2506736ES,2026-01,167,5,1,0,0,Exceeds
EI2306737ES,2025-02,159,1,0,0,0,Needs Improvement
EI2306737ES,2025-03,145,4,1,0,1,Meets
EI2306737ES,2025-04,165,9,0,0,1,Outstanding
EI2306737ES,2025-05,172,10,2,0,0,Meets
EI2306737ES,2025-06,161,7,1,0,3,Meets
EI2306737ES,2025-07,157,4,0,0,1,Meets
EI2306737ES,2025-08,161,7,0,0,0,Meets
EI2306737ES,2025-09,162,5,3,0,0,Meets
EI2306737ES,2025-10,158,7,0,0,0,Exceeds
EI2306737ES,2025-11,147,0,0,0,1,Meets
EI2306737ES,2025-12,166,3,0,0,2,Meets
EI2306737ES,2026-01,173,6,1,0,0,Meets
EI0406738ES,2025-02,169,4,1,1,1,Meets
EI0406738ES,2025-03,154,8,1,0,1,Needs Improvement
EI0406738ES,2025-04,170,11,1,0,2,Exceeds
EI0406738ES,2025-05,159,2,0,0,0,Exceeds
EI0406738ES,2025-06,156,3,0,0,0,Meets
EI0406738ES,2025-07,165,11,0,0,0,Exceeds
EI0406738ES,2025-08,151,3,0,0,0,Exceeds
EI0406738ES,2025-09,156,6,1,0,1,Meets
EI0406738ES,2025-10,152,9,0,0,0,Meets
EI0406738ES,2025-11,167,1,0,0,1,Meets
EI0406738ES,2025-12,162,6,2,1,1,Needs Improvement
EI0406738ES,2026-01,165,13,2,1,1,Meets
EI9006739ES,2025-02,161,7,3,0,1,Meets
EI9006739ES,2025-03,150,2,1,0,3,Meets
EI9006739ES,2025-04,161,1,0,0,1,Needs Improvement
EI9006739ES,2025-05,157,3,1,0,1,Exceeds
EI9006739ES,2025-06,158,15,0,0,1,Outstanding
EI9006739ES,2025-07,158,6,0,0,2,Needs Improvement
EI9006739ES,2025-08,163,3,1,0,0,Meets
EI9006739ES,2025-09,147,9,0,0,0,Meets
EI9006739ES,2025-10,145,3,0,0,0,Meets
EI9006739ES,2025-11,158,3,0,0,2,Meets
EI9006739ES,2025-12,159,5,2,0,0,Exceeds
EI9006739ES,2026-01,156,5,0,0,0,Outstanding
EI9606740ES,2025-02,152,9,0,1,0,Meets
EI9606740ES,2025-03,164,14,0,1,2,Outstanding
EI9606740ES,2025-04,158,4,1,0,1,Exceeds
EI9606740ES,2025-05,158,2,0,0,0,Exceeds
EI9606740ES,2025-06,158,7,1,0,3,Exceeds
EI9606740ES,2025-07,154,7,0,0,0,Meets
EI9606740ES,2025-08,174,2,0,1,2,Meets
EI9606740ES,2025-09,157,9,0,0,0,Exceeds
EI9606740ES,2025-10,154,2,0,2,1,Meets
EI9606740ES,2025-11,164,1,0,0,0,Exceeds
EI9606740ES,2025-12,157,11,1,0,0,Meets
EI9606740ES,2026-01,167,3,0,0,1,Meets
EI0906741ES,2025-02,161,5,0,0,5,Needs Improvement
EI0906741ES,2025-03,170,6,2,1,1,Exceeds
EI0906741ES,2025-04,165,3,0,0,1,Meets
EI0906741ES,2025-05,168,3,0,1,0,Meets
EI0906741ES,2025-06,161,4,0,0,1,Meets
EI0906741ES,2025-07,161,4,1,0,0,Exceeds
EI0906741ES,2025-08,169,3,0,1,0,Meets
EI0906741ES,2025-09,165,13,0,0,0,Exceeds
EI0906741ES,2025-10,170,2,1,1,1,Exceeds
EI0906741ES,2025-11,158,6,0,1,0,Meets
EI0906741ES,2025-12,163,10,0,0,0,Meets
EI0906741ES,2026-01,176,1,2,0,2,Meets
EI2606742ES,2025-02,152,3,0,0,1,Exceeds
EI2606742ES,2025-03,168,8,0,0,2,Outstanding
EI2606742ES,2025-04,160,4,0,0,1,Exceeds
EI2606742ES,2025-05,180,6,0,0,0,Meets
EI2606742ES,2025-06,163,16,0,0,0,Outstanding
EI2606742ES,2025-07,151,8,0,0,0,Outstanding
EI2606742ES,2025-08,152,9,0,0,5,Meets
EI2606742ES,2025-09,164,5,2,0,1,Exceeds
EI2606742ES,2025-10,158,0,1,0,4,Exceeds
EI2606742ES,2025-11,138,10,1,0,1,Outstanding
EI2606742ES,2025-12,158,4,1,0,3,Meets
EI2606742ES,2026-01,174,6,3,0,1,Needs Improvement
EI9606743ES,2025-02,156,0,1,0,0,Meets
EI9606743ES,2025-03,165,4,2,0,2,Exceeds
EI9606743ES,2025-04,160,1,1,1,0,Meets
EI9606743ES,2025-05,144,3,1,0,1,Exceeds
EI9606743ES,2025-06,163,11,0,1,0,Exceeds
EI9606743ES,2025-07,169,5,0,0,0,Exceeds
EI9606743ES,2025-08,162,3,1,1,1,Needs Improvement
EI9606743ES,2025-09,153,15,0,1,2,Meets
EI9606743ES,2025-10,148,5,0,0,0,Meets
EI9606743ES,2025-11,152,7,1,0,1,Exceeds
EI9606743ES,2025-12,158,5,0,0,1,Meets
EI9606743ES,2026-01,159,3,0,0,3,Exceeds
EI0706744ES,2025-02,143,0,1,0,0,Exceeds
EI0706744ES,2025-03,161,6,1,0,1,Needs Improvement
EI0706744ES,2025-04,150,0,2,0,0,Meets
EI0706744ES,2025-05,156,7,1,0,0,Exceeds
EI0706744ES,2025-06,172,3,1,0,1,Exceeds
EI0706744ES,2025-07,156,3,0,0,1,Meets
EI0706744ES,2025-08,158,4,2,1,0,Meets
EI0706744ES,2025-09,157,7,2,0,0,Exceeds
EI0706744ES,2025-10,159,4,0,0,1,Meets
EI0706744ES,2025-11,157,1,0,2,1,Needs Improvement
EI0706744ES,2025-12,148,3,0,0,0,Meets
EI0706744ES,2026-01,158,4,1,1,2,Meets
EI1606745ES,2025-02,160,4,1,1,3,Meets
EI1606745ES,2025-03,161,15,0,0,2,Exceeds
EI1606745ES,2025-04,157,7,0,0,1,Meets
EI1606745ES,2025-05,174,10,1,0,1,Meets
EI1606745ES,2025-06,160,6,1,0,1,Meets
EI1606745ES,2025-07,168,12,0,0,0,Exceeds
EI1606745ES,2025-08,159,10,1,0,2,Exceeds
EI1606745ES,2025-09,140,3,1,0,0,Meets
EI1606745ES,2025-10,169,7,0,0,1,Meets
EI1606745ES,2025-11,163,1,1,2,1,Meets
EI1606745ES,2025-12,151,8,0,0,1,Meets
EI1606745ES,2026-01,156,3,1,0,0,Exceeds
EI0906746ES,2025-02,164,6,0,0,0,Meets
EI0906746ES,2025-03,149,3,0,0,0,Meets
EI0906746ES,2025-04,152,3,0,0,0,Meets
EI0906746ES,2025-05,154,1,0,0,1,Needs Improvement
EI0906746ES,2025-06,143,1,0,0,0,Needs Improvement
EI0906746ES,2025-07,171,14,0,1,1,Meets
EI0906746ES,2025-08,164,5,0,0,1,Meets
EI0906746ES,2025-09,164,2,0,0,1,Exceeds
EI0906746ES,2025-10,175,3,1,1,3,Exceeds
EI0906746ES,2025-11,166,15,1,0,2,Meets
EI0906746ES,2025-12,164,3,1,0,1,Meets
EI0906746ES,2026-01,158,2,1,0,1,Meets
EI0606747ES,2025-02,155,4,0,0,3,Exceeds
EI0606747ES,2025-03,153,3,0,0,1,Meets
EI0606747ES,2025-04,154,5,0,0,0,Exceeds
EI0606747ES,2025-05,172,3,0,0,0,Exceeds
EI0606747ES,2025-06,168,2,0,0,1,Outstanding
EI0606747ES,2025-07,166,2,0,0,0,Meets
EI0606747ES,2025-08,158,5,1,1,1,Meets
EI0606747ES,2025-09,165,9,0,0,1,Meets
EI0606747ES,2025-10,161,4,0,0,0,Exceeds
EI0606747ES,2025-11,170,2,0,0,0,Exceeds
EI0606747ES,2025-12,166,1,0,1,0,Meets
EI0606747ES,2026-01,162,6,0,0,1,Meets
EI9306748ES,2025-02,158,1,2,0,0,Outstanding
