numero_empleado,periodo,feedback_clientes,reconocimientos_desempeno_merito,apoyo_supervisor,apoyo_equipo
EI0806096ES,2025-05,5,4,5,2
EI0806096ES,2025-06,2,5,4,3
EI0806096ES,2025-07,3,4,4,5
EI0806096ES,2025-08,1,3,5,5
EI0806096ES,2025-09,5,5,5,4
EI0806096ES,2025-10,4,4,4,1
EI0806096ES,2025-11,4,5,5,5
EI0806096ES,2025-12,3,3,5,4
EI0806096ES,2026-01,1,4,5,5
EI9604192ES,2025-02,4,3,3,4
EI9604192ES,2025-03,4,4,4,2
EI9604192ES,2025-04,4,3,2,5
EI9604192ES,2025-05,5,4,4,1
EI9604192ES,2025-06,4,5,4,4
EI9604192ES,2025-07,2,5,4,5
EI9604192ES,2025-08,4,4,4,4
EI9604192ES,2025-09,1,4,5,3
EI9604192ES,2025-10,5,5,5,5
EI9604192ES,2025-11,2,4,2,5
EI9604192ES,2025-12,4,4,5,3
EI9604192ES,2026-01,4,5,3,5
EI9001509ES,2025-02,5,5,2,4
EI9001509ES,2025-03,3,5,5,4
EI9001509ES,2025-04,5,3,5,4
EI9001509ES,2025-05,4,3,4,4
EI9001509ES,2025-06,3,1,4,4
EI9001509ES,2025-07,3,5,5,4
EI9001509ES,2025-08,5,4,3,4
EI9001509ES,2025-09,5,3,3,2
EI9001509ES,2025-10,5,3,3,4
EI9001509ES,2025-11,4,1,4,1
EI9001509ES,2025-12,5,2,3,3
EI9001509ES,2026-01,4,4,4,4
EI9905362ES,2025-02,3,5,4,5
EI9905362ES,2025-03,4,3,4,5
EI9905362ES,2025-04,5,3,5,4
EI9905362ES,2025-05,4,5,5,4
EI9905362ES,2025-06,3,4,4,4
EI9905362ES,2025-07,3,5,4,3
EI9905362ES,2025-08,3,5,5,3
EI9905362ES,2025-09,3,5,3,3
EI9905362ES,2025-10,4,4,5,5
EI9905362ES,2025-11,1,4,3,5
EI9905362ES,2025-12,5,5,5,3
EI9905362ES,2026-01,2,4,4,3
EI0404258ES,2025-02,4,3,3,3
EI0404258ES,2025-03,4,3,1,5
EI0404258ES,2025-04,5,4,4,4
EI0404258ES,2025-05,3,4,5,5
EI0404258ES,2025-06,4,5,2,5
EI0404258ES,2025-07,5,2,4,4
EI0404258ES,2025-08,5,4,1,5
EI0404258ES,2025-09,3,4,3,4
EI0404258ES,2025-10,1,2,4,2
EI0404258ES,2025-11,4,3,4,5
EI0404258ES,2025-12,4,4,4,3
EI0404258ES,2026-01,3,5,3,5
EI9801221ES,2025-02,4,5,5,5
EI9801221ES,2025-03,4,2,4,2
EI9801221ES,2025-04,4,5,5,4
EI9801221ES,2025-05,3,2,5,4
EI9801221ES,2025-06,2,4,3,5
EI9801221ES,2025-07,5,2,1,4
EI9801221ES,2025-08,1,5,3,3
EI9801221ES,2025-09,3,5,4,5
EI9801221ES,2025-10,3,3,5,3
EI9801221ES,2025-11,2,4,3,3
EI9801221ES,2025-12,1,4,5,4
EI9801221ES,2026-01,4,4,4,5
EI1804053ES,2025-02,5,5,4,5
EI1804053ES,2025-03,3,5,5,3
EI1804053ES,2025-04,3,3,4,1
EI1804053ES,2025-05,4,4,4,1
EI1804053ES,2025-06,4,3,4,1
EI1804053ES,2025-07,5,2,3,5
EI1804053ES,2025-08,5,3,5,4
EI1804053ES,2025-09,3,4,5,2
EI1804053ES,2025-10,1,4,2,5
EI1804053ES,2025-11,4,4,4,3
EI1804053ES,2025-12,4,5,4,3
EI1804053ES,2026-01,4,4,2,4
EI1901355ES,2025-02,3,5,4,4
EI1901355ES,2025-03,4,4,5,4
EI1901355ES,2025-04,5,4,3,4
EI1901355ES,2025-05,4,3,5,4
EI1901355ES,2025-06,5,5,3,4
EI1901355ES,2025-07,3,5,5,3
EI1901355ES,2025-08,4,5,5,4
EI1901355ES,2025-09,4,4,4,5
EI1901355ES,2025-10,5,3,5,5
EI1901355ES,2025-11,5,4,1,2
EI1901355ES,2025-12,4,4,2,2
EI1901355ES,2026-01,5,5,3,3
EI9401829ES,2025-02,4,5,3,4
EI9401829ES,2025-03,1,2,5,2
EI9401829ES,2025-04,3,5,3,2
EI9401829ES,2025-05,3,3,3,4
EI9401829ES,2025-06,2,4,3,5
EI9401829ES,2025-07,4,2,4,3
EI9401829ES,2025-08,2,4,5,5
EI9401829ES,2025-09,4,4,4,3
EI9401829ES,2025-10,4,5,4,5
EI9401829ES,2025-11,3,4,3,5
EI9401829ES,2025-12,3,5,3,5
EI9401829ES,2026-01,4,4,4,4
EI1905611ES,2025-02,5,5,3,3
EI1905611ES,2025-03,5,5,5,4
EI1905611ES,2025-04,2,2,5,2
EI1905611ES,2025-05,5,3,5,4
EI1905611ES,2025-06,4,5,3,1
EI1905611ES,2025-07,2,3,5,5
EI1905611ES,2025-08,5,4,4,4
EI1905611ES,2025-09,4,5,3,3
EI1905611ES,2025-10,4,3,5,3
EI1905611ES,2025-11,5,3,4,4
EI1905611ES,2025-12,3,4,3,3
EI1905611ES,2026-01,5,2,4,5
EI2101161ES,2025-02,2,5,4,3
EI2101161ES,2025-03,5,4,4,5
EI2101161ES,2025-04,5,4,5,5
EI2101161ES,2025-05,4,4,4,5
EI2101161ES,2025-06,2,4,4,4
EI2101161ES,2025-07,4,2,5,5
EI2101161ES,2025-08,4,3,1,2
EI2101161ES,2025-09,4,3,3,5
EI2101161ES,2025-10,4,4,5,5
EI2101161ES,2025-11,4,5,2,5
EI2101161ES,2025-12,5,5,3,4
EI2101161ES,2026-01,4,3,5,2
EI2100483ES,2025-02,5,2,4,4
EI2100483ES,2025-03,4,5,3,3
EI2100483ES,2025-04,4,4,3,5
EI2100483ES,2025-05,5,3,5,2
EI2100483ES,2025-06,3,4,4,4
EI2100483ES,2025-07,3,2,4,4
EI2100483ES,2025-08,1,5,2,5
EI2100483ES,2025-09,4,4,4,4
EI2100483ES,2025-10,1,4,3,5
EI2100483ES,2025-11,5,2,5,4
EI2100483ES,2025-12,3,1,4,2
EI2100483ES,2026-01,5,4,3,4
EI9500234ES,2025-02,4,2,4,3
EI9500234ES,2025-03,5,3,5,1
EI9500234ES,2025-04,4,4,4,4
EI9500234ES,2025-05,4,3,5,2
EI9500234ES,2025-06,5,1,3,4
EI9500234ES,2025-07,5,4,4,5
EI9500234ES,2025-08,5,3,5,5
EI9500234ES,2025-09,5,3,5,5
EI9500234ES,2025-10,2,4,2,4
EI9500234ES,2025-11,3,3,2,4
EI9500234ES,2025-12,5,2,4,5
EI9500234ES,2026-01,4,2,5,1
EI2006814ES,2025-02,3,3,4,5
EI2006814ES,2025-03,5,3,2,1
EI2006814ES,2025-04,4,4,3,5
EI2006814ES,2025-05,5,2,3,5
EI2006814ES,2025-06,4,3,5,3
EI2006814ES,2025-07,5,4,5,4
EI2006814ES,2025-08,5,4,2,4
EI2006814ES,2025-09,2,5,5,4
EI2006814ES,2025-10,3,5,5,4
EI2006814ES,2025-11,4,2,4,3
EI2006814ES,2025-12,5,5,3,4
EI2006814ES,2026-01,3,2,4,3
EI9205271ES,2025-02,4,1,4,4
EI9205271ES,2025-03,4,5,5,5
EI9205271ES,2025-04,3,1,2,4
EI9205271ES,2025-05,2,5,5,4
EI9205271ES,2025-06,5,2,4,3
EI9205271ES,2025-07,2,1,5,4
EI9205271ES,2025-08,3,4,5,5
EI9205271ES,2025-09,2,3,5,3
EI9205271ES,2025-10,5,4,3,5
EI9205271ES,2025-11,3,5,5,4
EI9205271ES,2025-12,4,4,5,5
EI9205271ES,2026-01,4,4,3,4
EI1803890ES,2025-02,4,2,4,2
EI1803890ES,2025-03,2,3,4,4
EI1803890ES,2025-04,3,5,2,5
EI1803890ES,2025-05,5,2,4,5
EI1803890ES,2025-06,4,5,1,3
EI1803890ES,2025-07,1,3,5,4
EI1803890ES,2025-08,4,2,5,5
EI1803890ES,2025-09,3,3,4,3
EI1803890ES,2025-10,4,4,5,5
EI1803890ES,2025-11,5,2,4,3
EI1803890ES,2025-12,2,5,5,5
EI1803890ES,2026-01,3,5,3,5
EI9603475ES,2025-02,5,5,4,3
EI9603475ES,2025-03,5,2,3,5
EI9603475ES,2025-04,5,5,5,5
EI9603475ES,2025-05,4,3,5,4
EI9603475ES,2025-06,2,5,5,4
EI9603475ES,2025-07,4,4,3,5
EI9603475ES,2025-08,3,5,5,2
EI9603475ES,2025-09,5,5,5,4
EI9603475ES,2025-10,5,3,3,5
EI9603475ES,2025-11,3,1,2,4
EI9603475ES,2025-12,4,4,2,4
EI9603475ES,2026-01,2,4,4,4
EI9004821ES,2025-02,2,5,2,4
EI9004821ES,2025-03,5,2,5,2
EI9004821ES,2025-04,4,4,4,2
EI9004821ES,2025-05,3,4,4,3
EI9004821ES,2025-06,5,2,5,4
EI9004821ES,2025-07,4,4,4,3
EI9004821ES,2025-08,3,4,4,5
EI9004821ES,2025-09,4,3,4,5
EI9004821ES,2025-10,5,4,4,1
EI9004821ES,2025-11,5,4,4,5
EI9004821ES,2025-12,5,5,1,3
EI9004821ES,2026-01,4,5,5,4
EI9303596ES,2025-02,5,4,4,3
EI9303596ES,2025-03,4,5,1,5
EI9303596ES,2025-04,4,5,4,4
EI9303596ES,2025-05,5,5,1,5
EI9303596ES,2025-06,5,5,5,5
EI9303596ES,2025-07,4,2,2,4
EI9303596ES,2025-08,4,4,4,2
EI9303596ES,2025-09,5,3,5,4
EI9303596ES,2025-10,5,3,4,4
EI9303596ES,2025-11,5,5,4,4
EI9303596ES,2025-12,5,3,4,4
EI9303596ES,2026-01,1,2,4,4
EI1404816ES,2025-02,3,5,2,5
EI1404816ES,2025-03,5,4,4,3
EI1404816ES,2025-04,4,3,4,3
EI1404816ES,2025-05,4,4,4,3
EI1404816ES,2025-06,4,5,5,4
EI1404816ES,2025-07,3,4,4,4
EI1404816ES,2025-08,5,4,4,2
EI1404816ES,2025-09,5,4,4,5
EI1404816ES,2025-10,3,3,3,4
EI1404816ES,2025-11,4,4,4,1
EI1404816ES,2025-12,1,5,5,4
EI1404816ES,2026-01,4,5,5,5
EI0303773ES,2025-02,4,4,5,4
EI0303773ES,2025-03,3,5,3,2
EI0303773ES,2025-04,4,3,4,5
EI0303773ES,2025-05,4,5,3,5
EI0303773ES,2025-06,2,1,3,3
EI0303773ES,2025-07,3,3,3,4
EI0303773ES,2025-08,5,3,5,1
EI0303773ES,2025-09,3,5,4,4
EI0303773ES,2025-10,3,4,5,4
EI0303773ES,2025-11,4,2,4,4
EI0303773ES,2025-12,3,3,4,5
EI0303773ES,2026-01,5,3,3,4
EI1106323ES,2025-02,4,3,1,5
EI1106323ES,2025-03,5,3,5,4
EI1106323ES,2025-04,5,5,3,3
EI1106323ES,2025-05,5,3,5,3
EI1106323ES,2025-06,4,2,4,4
EI1106323ES,2025-07,5,5,3,3
EI1106323ES,2025-08,5,4,3,3
EI1106323ES,2025-09,4,2,4,5
EI1106323ES,2025-10,5,4,3,1
EI1106323ES,2025-11,5,5,5,4
EI1106323ES,2025-12,2,1,5,4
EI1106323ES,2026-01,4,3,5,3
EI9402521ES,2025-02,3,5,2,2
EI9402521ES,2025-03,4,2,4,4
EI9402521ES,2025-04,4,4,4,3
EI9402521ES,2025-05,3,4,5,4
EI9402521ES,2025-06,4,3,4,4
EI9402521ES,2025-07,3,4,4,3
EI9402521ES,2025-08,4,4,3,4
EI9402521ES,2025-09,4,5,4,5
EI9402521ES,2025-10,1,3,5,3
EI9402521ES,2025-11,3,3,4,5
EI9402521ES,2025-12,5,4,3,5
EI9402521ES,2026-01,4,2,2,3
EI2602941ES,2025-02,4,2,3,3
EI2602941ES,2025-03,5,4,3,2
EI2602941ES,2025-04,4,4,5,2
EI2602941ES,2025-05,3,5,3,4
EI2602941ES,2025-06,4,4,4,5
EI2602941ES,2025-07,4,2,5,4
EI2602941ES,2025-08,3,1,5,5
EI2602941ES,2025-09,5,2,3,3
EI2602941ES,2025-10,4,2,3,4
EI2602941ES,2025-11,5,3,3,5
EI2602941ES,2025-12,5,5,4,5
EI2602941ES,2026-01,4,5,3,4
EI0600317ES,2025-02,5,5,5,3
EI0600317ES,2025-03,5,5,4,4
EI0600317ES,2025-04,5,3,4,5
EI0600317ES,2025-05,4,4,5,4
EI0600317ES,2025-06,4,5,3,4
EI0600317ES,2025-07,4,3,5,4
EI0600317ES,2025-08,3,5,3,5
EI0600317ES,2025-09,4,5,4,1
EI0600317ES,2025-10,5,4,3,5
EI0600317ES,2025-11,3,4,3,2
EI0600317ES,2025-12,1,5,4,5
EI0600317ES,2026-01,3,4,4,5
EI1704483ES,2025-02,5,5,1,4
EI1704483ES,2025-03,5,3,3,4
EI1704483ES,2025-04,5,4,4,5
EI1704483ES,2025-05,4,4,4,2
EI1704483ES,2025-06,5,5,5,1
EI1704483ES,2025-07,4,5,4,3
EI1704483ES,2025-08,4,5,4,4
EI1704483ES,2025-09,5,2,4,4
EI1704483ES,2025-10,2,4,5,5
EI1704483ES,2025-11,1,5,3,5
EI1704483ES,2025-12,4,5,5,3
EI1704483ES,2026-01,2,2,3,5
EI9302261ES,2025-02,3,3,3,4
EI9302261ES,2025-03,4,5,4,3
EI9302261ES,2025-04,2,5,4,5
EI9302261ES,2025-05,4,2,3,4
EI9302261ES,2025-06,4,5,5,4
EI9302261ES,2025-07,3,5,4,3
EI9302261ES,2025-08,1,4,5,5
EI9302261ES,2025-09,3,5,2,4
EI9302261ES,2025-10,2,3,4,4
EI9302261ES,2025-11,5,4,5,4
EI9302261ES,2025-12,4,2,5,5
EI9302261ES,2026-01,5,3,4,2
EI9502114ES,2025-02,5,3,4,4
EI9502114ES,2025-03,4,3,2,4
EI9502114ES,2025-04,4,3,3,4
EI9502114ES,2025-05,5,4,4,2
EI9502114ES,2025-06,1,5,3,4
EI9502114ES,2025-07,4,4,4,5
EI9502114ES,2025-08,1,3,2,4
EI9502114ES,2025-09,4,4,2,3
EI9502114ES,2025-10,4,5,4,2
EI9502114ES,2025-11,5,3,5,1
EI9502114ES,2025-12,4,3,5,3
EI9502114ES,2026-01,4,4,4,4
EI2200144ES,2025-02,5,5,4,5
EI2200144ES,2025-03,4,4,5,5
EI2200144ES,2025-04,5,1,5,4
EI2200144ES,2025-05,4,4,2,5
EI2200144ES,2025-06,5,5,2,4
EI2200144ES,2025-07,4,4,4,5
EI2200144ES,2025-08,5,2,3,1
EI2200144ES,2025-09,3,5,5,4
EI2200144ES,2025-10,4,2,5,4
EI2200144ES,2025-11,4,3,5,5
EI2200144ES,2025-12,5,5,4,4
EI2200144ES,2026-01,3,4,4,5
EI1200259ES,2025-02,5,5,1,3
EI1200259ES,2025-03,4,3,4,4
EI1200259ES,2025-04,3,4,4,5
EI1200259ES,2025-05,5,5,3,5
EI1200259ES,2025-06,4,2,2,3
EI1200259ES,2025-07,5,3,5,4
EI1200259ES,2025-08,3,4,5,5
EI1200259ES,2025-09,5,4,5,3
EI1200259ES,2025-10,5,1,5,4
EI1200259ES,2025-11,4,4,2,4
EI1200259ES,2025-12,4,5,3,5
EI1200259ES,2026-01,3,5,5,3
EI9800480ES,2025-02,4,5,1,4
EI9800480ES,2025-03,4,3,4,3
EI9800480ES,2025-04,5,1,5,4
EI9800480ES,2025-05,2,4,4,4
EI9800480ES,2025-06,3,5,4,5
EI9800480ES,2025-07,3,5,3,4
EI9800480ES,2025-08,3,5,5,4
EI9800480ES,2025-09,5,5,4,5
EI9800480ES,2025-10,4,4,4,4
EI9800480ES,2025-11,4,3,4,3
EI9800480ES,2025-12,4,3,3,4
EI9800480ES,2026-01,3,5,5,2
EI1501944ES,2025-02,3,4,5,5
EI1501944ES,2025-03,4,1,5,4
EI1501944ES,2025-04,5,4,5,4
EI1501944ES,2025-05,3,4,3,4
EI1501944ES,2025-06,4,3,4,3
EI1501944ES,2025-07,5,5,3,4
EI1501944ES,2025-08,4,4,4,2
EI1501944ES,2025-09,4,5,4,4
EI1501944ES,2025-10,5,5,2,5
EI1501944ES,2025-11,3,5,5,3
EI1501944ES,2025-12,5,5,4,3
EI1501944ES,2026-01,3,5,5,5
EI1902942ES,2025-02,1,4,3,5
EI1902942ES,2025-03,4,5,3,4
EI1902942ES,2025-04,4,5,5,4
EI1902942ES,2025-05,3,4,3,3
EI1902942ES,2025-06,3,4,3,5
EI1902942ES,2025-07,5,5,4,4
EI1902942ES,2025-08,4,2,3,5
EI1902942ES,2025-09,5,5,4,2
EI1902942ES,2025-10,5,4,4,4
EI1902942ES,2025-11,4,2,5,5
EI1902942ES,2025-12,2,4,2,4
EI1902942ES,2026-01,3,4,1,3
EI9104964ES,2025-02,4,4,3,5
EI9104964ES,2025-03,4,2,5,2
EI9104964ES,2025-04,5,5,5,4
EI9104964ES,2025-05,5,3,3,4
EI9104964ES,2025-06,4,5,4,3
EI9104964ES,2025-07,5,3,5,3
EI9104964ES,2025-08,2,1,5,2
EI9104964ES,2025-09,1,1,2,3
EI9104964ES,2025-10,4,4,4,4
EI9104964ES,2025-11,4,5,3,2
EI9104964ES,2025-12,5,5,1,5
EI9104964ES,2026-01,4,3,3,3
EI2606843ES,2025-02,1,5,5,5
EI2606843ES,2025-03,4,3,5,4
EI2606843ES,2025-04,5,3,5,2
EI2606843ES,2025-05,3,5,5,4
EI2606843ES,2025-06,4,4,5,5
EI2606843ES,2025-07,5,5,5,4
EI2606843ES,2025-08,5,5,5,5
EI2606843ES,2025-09,3,4,3,1
EI2606843ES,2025-10,4,3,4,5
EI2606843ES,2025-11,5,5,5,5
EI2606843ES,2025-12,4,3,3,2
EI2606843ES,2026-01,3,3,2,5
EI0706669ES,2025-02,4,5,5,4
EI0706669ES,2025-03,5,4,3,4
EI0706669ES,2025-04,5,5,5,3
EI0706669ES,2025-05,4,4,4,5
EI0706669ES,2025-06,5,4,5,3
EI0706669ES,2025-07,3,4,5,5
EI0706669ES,2025-08,1,5,5,4
EI0706669ES,2025-09,3,3,4,4
EI0706669ES,2025-10,3,3,4,4
EI0706669ES,2025-11,4,3,4,4
EI0706669ES,2025-12,3,5,5,3
EI0706669ES,2026-01,5,4,5,3
EI0202843ES,2025-02,4,5,3,3
EI0202843ES,2025-03,5,5,4,5
EI0202843ES,2025-04,5,5,4,2
EI0202843ES,2025-05,3,3,1,3
EI0202843ES,2025-06,3,3,4,5
EI0202843ES,2025-07,4,4,5,3
EI0202843ES,2025-08,3,4,5,3
EI0202843ES,2025-09,2,1,5,3
EI0202843ES,2025-10,3,5,1,3
EI0202843ES,2025-11,3,3,5,4
EI0202843ES,2025-12,4,3,5,1
EI0202843ES,2026-01,5,4,5,3
EI9805696ES,2025-02,3,2,2,4
EI9805696ES,2025-03,4,3,2,4
EI9805696ES,2025-04,1,4,4,4
EI9805696ES,2025-05,5,4,3,3
EI9805696ES,2025-06,4,5,4,4
EI9805696ES,2025-07,4,5,5,4
EI9805696ES,2025-08,5,5,2,5
EI9805696ES,2025-09,5,4,5,4
EI9805696ES,2025-10,4,3,4,3
EI9805696ES,2025-11,5,4,3,3
EI9805696ES,2025-12,1,5,3,4
EI9805696ES,2026-01,4,3,5,3
EI9500954ES,2025-02,3,2,4,3
EI9500954ES,2025-03,4,4,3,4
EI9500954ES,2025-04,3,5,5,5
EI9500954ES,2025-05,4,5,3,4
EI9500954ES,2025-06,4,4,3,2
EI9500954ES,2025-07,4,5,5,4
EI9500954ES,2025-08,1,4,4,5
EI9500954ES,2025-09,5,5,3,2
EI9500954ES,2025-10,4,1,5,5
EI9500954ES,2025-11,4,5,5,5
EI9500954ES,2025-12,3,5,5,5
EI9500954ES,2026-01,5,5,1,3
EI2503442ES,2025-02,2,5,5,4
EI2503442ES,2025-03,5,3,1,3
EI2503442ES,2025-04,1,4,3,4
EI2503442ES,2025-05,3,5,5,4
EI2503442ES,2025-06,5,5,3,3
EI2503442ES,2025-07,4,4,3,5
EI2503442ES,2025-08,5,3,5,5
EI2503442ES,2025-09,4,4,4,4
EI2503442ES,2025-10,5,3,4,4
EI2503442ES,2025-11,4,3,2,1
EI2503442ES,2025-12,5,3,3,1
EI2503442ES,2026-01,3,4,5,5
EI2204116ES,2025-02,4,4,5,4
EI2204116ES,2025-03,5,2,4,4
EI2204116ES,2025-04,4,5,5,2
EI2204116ES,2025-05,3,5,5,4
EI2204116ES,2025-06,4,5,3,2
EI2204116ES,2025-07,5,1,4,4
EI2204116ES,2025-08,5,2,3,4
EI2204116ES,2025-09,5,5,5,1
EI2204116ES,2025-10,5,4,4,4
EI2204116ES,2025-11,4,4,4,4
EI2204116ES,2025-12,4,5,4,4
EI2204116ES,2026-01,2,4,2,5
EI9605792ES,2025-02,4,4,5,3
EI9605792ES,2025-03,3,4,3,4
EI9605792ES,2025-04,4,2,3,2
EI9605792ES,2025-05,3,4,5,2
EI9605792ES,2025-06,3,4,3,3
EI9605792ES,2025-07,3,4,5,2
EI9605792ES,2025-08,2,3,2,4
EI9605792ES,2025-09,4,4,2,3
EI9605792ES,2025-10,2,5,4,2
EI9605792ES,2025-11,3,3,3,1
EI9605792ES,2025-12,5,4,5,3
EI9605792ES,2026-01,4,2,2,5
EI0405457ES,2025-02,4,2,4,4
EI0405457ES,2025-03,1,5,5,1
EI0405457ES,2025-04,2,3,5,5
EI0405457ES,2025-05,4,4,5,5
EI0405457ES,2025-06,4,4,5,5
EI0405457ES,2025-07,4,3,2,5
EI0405457ES,2025-08,5,3,4,4
EI0405457ES,2025-09,3,4,3,4
EI0405457ES,2025-10,3,4,3,5
EI0405457ES,2025-11,4,4,5,5
EI0405457ES,2025-12,5,5,1,4
EI0405457ES,2026-01,4,5,3,5
EI9502915ES,2025-02,5,4,4,3
EI9502915ES,2025-03,4,4,2,4
EI9502915ES,2025-04,5,5,5,5
EI9502915ES,2025-05,4,3,1,3
EI9502915ES,2025-06,3,4,3,4
EI9502915ES,2025-07,4,3,3,4
EI9502915ES,2025-08,1,5,5,3
EI9502915ES,2025-09,2,4,3,5
EI9502915ES,2025-10,2,3,5,4
EI9502915ES,2025-11,3,3,5,3
EI9502915ES,2025-12,5,4,4,2
EI9502915ES,2026-01,5,3,4,3
EI0501240ES,2025-02,5,4,4,5
EI0501240ES,2025-03,3,3,2,1
EI0501240ES,2025-04,5,4,4,4
EI0501240ES,2025-05,2,2,4,3
EI0501240ES,2025-06,4,3,3,4
EI0501240ES,2025-07,5,4,5,5
EI0501240ES,2025-08,4,3,4,5
EI0501240ES,2025-09,4,3,3,5
EI0501240ES,2025-10,4,4,2,2
EI0501240ES,2025-11,5,2,4,5
EI0501240ES,2025-12,3,3,4,5
EI0501240ES,2026-01,5,4,3,2
EI0805239ES,2025-02,4,3,4,5
EI0805239ES,2025-03,5,3,5,3
EI0805239ES,2025-04,4,5,3,4
EI0805239ES,2025-05,4,3,5,4
EI0805239ES,2025-06,5,4,3,3
EI0805239ES,2025-07,2,4,4,3
EI0805239ES,2025-08,2,3,1,4
EI0805239ES,2025-09,5,4,3,4
EI0805239ES,2025-10,5,4,2,4
EI0805239ES,2025-11,5,4,3,4
EI0805239ES,2025-12,4,5,3,3
EI0805239ES,2026-01,4,4,4,2
EI1203679ES,2025-02,5,5,3,1
EI1203679ES,2025-03,5,4,4,5
EI1203679ES,2025-04,4,5,1,3
EI1203679ES,2025-05,3,1,4,4
EI1203679ES,2025-06,5,5,3,4
EI1203679ES,2025-07,2,3,5,2
EI1203679ES,2025-08,4,5,5,4
EI1203679ES,2025-09,5,2,2,2
EI1203679ES,2025-10,4,4,5,3
EI1203679ES,2025-11,5,4,4,1
EI1203679ES,2025-12,4,4,1,4
EI1203679ES,2026-01,5,5,3,5
EI9504750ES,2025-02,3,4,2,2
EI9504750ES,2025-03,4,4,5,2
EI9504750ES,2025-04,3,4,4,3
EI9504750ES,2025-05,4,4,2,3
EI9504750ES,2025-06,3,3,5,4
EI9504750ES,2025-07,2,3,5,4
EI9504750ES,2025-08,5,4,5,3
EI9504750ES,2025-09,4,2,2,5
EI9504750ES,2025-10,5,4,4,5
EI9504750ES,2025-11,5,5,5,2
EI9504750ES,2025-12,3,3,4,4
EI9504750ES,2026-01,5,3,5,2
EI2000159ES,2025-02,5,4,3,5
EI2000159ES,2025-03,4,5,4,4
EI2000159ES,2025-04,3,4,3,3
EI2000159ES,2025-05,4,5,5,2
EI2000159ES,2025-06,4,4,4,4
EI2000159ES,2025-07,1,5,4,3
EI2000159ES,2025-08,3,3,2,4
EI2000159ES,2025-09,4,5,4,2
EI2000159ES,2025-10,4,3,3,5
EI2000159ES,2025-11,4,3,5,4
EI2000159ES,2025-12,2,2,5,4
EI2000159ES,2026-01,2,3,3,4
EI1305226ES,2025-02,4,5,5,3
EI1305226ES,2025-03,5,2,3,5
EI1305226ES,2025-04,3,5,2,4
EI1305226ES,2025-05,3,4,4,4
EI1305226ES,2025-06,4,5,5,5
EI1305226ES,2025-07,4,5,3,4
EI1305226ES,2025-08,4,3,5,5
EI1305226ES,2025-09,4,5,3,3
EI1305226ES,2025-10,2,4,4,4
EI1305226ES,2025-11,4,4,2,4
EI1305226ES,2025-12,3,3,5,4
EI1305226ES,2026-01,4,5,4,1
EI2401980ES,2025-02,5,3,1,5
EI2401980ES,2025-03,4,5,4,5
EI2401980ES,2025-04,4,5,2,5
EI2401980ES,2025-05,4,4,5,3
EI2401980ES,2025-06,2,3,4,4
EI2401980ES,2025-07,3,5,4,3
EI2401980ES,2025-08,4,4,4,1
EI2401980ES,2025-09,4,3,4,4
EI2401980ES,2025-10,5,5,5,4
EI2401980ES,2025-11,2,5,5,5
EI2401980ES,2025-12,3,5,5,4
EI2401980ES,2026-01,3,4,5,4
EI2600667ES,2025-02,4,3,4,4
EI2600667ES,2025-03,5,2,4,3
EI2600667ES,2025-04,3,3,2,3
EI2600667ES,2025-05,3,3,4,4
EI2600667ES,2025-06,5,2,3,4
EI2600667ES,2025-07,3,3,3,4
EI2600667ES,2025-08,5,2,4,2
EI2600667ES,2025-09,5,3,4,4
EI2600667ES,2025-10,4,4,2,5
EI2600667ES,2025-11,4,3,2,4
EI2600667ES,2025-12,4,5,3,2
EI2600667ES,2026-01,4,4,2,5
EI2100912ES,2025-02,5,3,1,3
EI2100912ES,2025-03,4,4,5,4
EI2100912ES,2025-04,5,5,3,4
EI2100912ES,2025-05,2,3,5,2
EI2100912ES,2025-06,2,5,1,4
EI2100912ES,2025-07,3,3,5,4
EI2100912ES,2025-08,4,4,4,3
EI2100912ES,2025-09,5,4,5,5
EI2100912ES,2025-10,5,2,3,5
EI2100912ES,2025-11,5,5,5,2
EI2100912ES,2025-12,4,5,5,5
EI2100912ES,2026-01,1,3,1,5
EI0501541ES,2025-02,1,4,5,5
EI0501541ES,2025-03,5,2,5,4
EI0501541ES,2025-04,3,5,1,4
EI0501541ES,2025-05,3,5,3,3
EI0501541ES,2025-06,4,5,5,5
EI0501541ES,2025-07,4,5,3,3
EI0501541ES,2025-08,4,4,5,5
EI0501541ES,2025-09,3,5,5,1
EI0501541ES,2025-10,5,5,4,5
EI0501541ES,2025-11,4,4,5,2
EI0501541ES,2025-12,2,4,4,4
EI0501541ES,2026-01,4,4,4,5
EI2502210ES,2025-02,5,4,4,4
EI2502210ES,2025-03,3,5,3,4
EI2502210ES,2025-04,2,1,4,4
EI2502210ES,2025-05,1,3,5,4
EI2502210ES,2025-06,5,3,5,5
EI2502210ES,2025-07,5,4,4,5
EI2502210ES,2025-08,5,5,5,4
EI2502210ES,2025-09,5,5,3,3
EI2502210ES,2025-10,1,3,2,5
EI2502210ES,2025-11,4,3,5,5
EI2502210ES,2025-12,5,5,4,2
EI2502210ES,2026-01,2,5,4,4
EI9305306ES,2025-02,4,4,2,5
EI9305306ES,2025-03,2,2,5,1
EI9305306ES,2025-04,4,5,4,4
EI9305306ES,2025-05,3,4,3,2
EI9305306ES,2025-06,4,4,3,1
EI9305306ES,2025-07,2,4,4,5
EI9305306ES,2025-08,4,4,5,2
