numero_empleado,cbi_item_1,cbi_item_2,cbi_item_3,cbi_item_4,cbi_item_5,cbi_item_6,cbi_item_7,cbi_item_8,cbi_item_9,cbi_item_10,cbi_item_11,cbi_item_12,cbi_item_13,cbi_item_14,cbi_item_15,cbi_item_16,cbi_item_17,cbi_item_18,cbi_item_19,timestamp_respuesta
EI2406763ES,A veces,Raramente,A menudo,Raramente,A menudo,Siempre,A veces,Siempre,A veces,Raramente,Raramente,Raramente,Nunca,Raramente,Siempre,A menudo,A menudo,Siempre,Siempre,2026-11-05 17:47:52
EI1004493ES,A menudo,A menudo,A veces,Nunca,A veces,Raramente,Raramente,A menudo,Siempre,A veces,A menudo,Siempre,A veces,A menudo,A menudo,A veces,A menudo,A veces,Siempre,2026-06-05 16:34:36
EI0501366ES,A menudo,Raramente,Siempre,A menudo,A menudo,Raramente,A menudo,A menudo,Raramente,A menudo,Nunca,A menudo,A menudo,A menudo,A menudo,A veces,A menudo,Siempre,Nunca,2026-06-18 09:54:55
EI1106373ES,A veces,A menudo,A veces,Raramente,Raramente,A veces,A veces,Raramente,Nunca,A veces,A veces,A veces,A menudo,Nunca,A menudo,A menudo,A veces,A veces,A menudo,2026-09-08 07:20:37
EI0206000ES,A veces,A menudo,A menudo,A veces,A menudo,Raramente,Raramente,A veces,Raramente,A menudo,A menudo,Raramente,A veces,A menudo,A veces,A menudo,Siempre,Raramente,A menudo,2026-12-11 23:49:07
EI9800596ES,Raramente,Nunca,Siempre,A veces,Siempre,A veces,A veces,Raramente,Siempre,A menudo,Siempre,A menudo,A menudo,Siempre,A menudo,A menudo,Raramente,Raramente,A veces,2026-08-19 16:51:54
EI0906206ES,A veces,A menudo,A veces,Raramente,A veces,A menudo,A veces,A veces,Nunca,A veces,Siempre,A menudo,A menudo,A menudo,A menudo,Raramente,Siempre,A menudo,A veces,2026-01-19 10:01:45
EI1603953ES,Siempre,A veces,A veces,Siempre,Raramente,A menudo,A menudo,Siempre,Siempre,A veces,Raramente,Raramente,Raramente,Nunca,Raramente,A menudo,A veces,A menudo,Raramente,2026-10-29 22:25:34
EI9305393ES,A menudo,A veces,A veces,A veces,A menudo,Siempre,Siempre,Nunca,A veces,Nunca,A veces,A menudo,A menudo,Siempre,A veces,Nunca,Siempre,Nunca,A menudo,2026-01-21 20:58:07
EI1605918ES,Nunca,A veces,Siempre,A menudo,Raramente,Raramente,Siempre,A menudo,A veces,A veces,A menudo,Raramente,A veces,A veces,A menudo,Siempre,A veces,Siempre,A menudo,2026-08-02 16:42:18
EI9304969ES,A veces,Nunca,Raramente,A menudo,A veces,Nunca,Nunca,A menudo,Raramente,Nunca,Nunca,A veces,A veces,Raramente,Raramente,Siempre,A veces,A veces,A veces,2026-10-01 02:28:13
EI9502915ES,Raramente,A veces,A veces,A veces,A menudo,A veces,Nunca,Raramente,Raramente,A menudo,Raramente,A veces,Nunca,Nunca,A veces,Siempre,Siempre,Raramente,A veces,2026-11-05 11:17:16
EI0802327ES,Siempre,A veces,Siempre,Siempre,Siempre,A veces,A menudo,A menudo,Raramente,A veces,A menudo,A veces,A veces,A veces,Raramente,Raramente,A veces,Raramente,A menudo,2026-07-06 14:10:34
EI2405645ES,A veces,Raramente,A veces,A veces,Raramente,Raramente,Siempre,A veces,Raramente,Nunca,A menudo,Siempre,A menudo,A veces,A menudo,Siempre,A menudo,A veces,A menudo,2026-06-22 20:56:01
EI1403767ES,Siempre,A menudo,A veces,A menudo,A menudo,A menudo,Siempre,Raramente,A veces,A veces,A menudo,A menudo,A veces,Raramente,Nunca,A veces,Nunca,A veces,Nunca,2026-09-03 16:24:36
EI1803441ES,A veces,A veces,Siempre,A veces,Nunca,A menudo,A menudo,A veces,Raramente,A veces,A veces,A menudo,A menudo,A menudo,Nunca,Raramente,A veces,Siempre,Raramente,2026-04-30 22:11:41
EI0903852ES,Nunca,Nunca,A veces,Siempre,A veces,A veces,A menudo,A menudo,Siempre,A veces,Raramente,A veces,Siempre,A veces,Raramente,A veces,Raramente,A veces,A menudo,2026-07-17 03:25:32
EI9404133ES,Nunca,A veces,Raramente,Raramente,A menudo,A veces,A menudo,A veces,A veces,Raramente,A menudo,Nunca,A veces,A veces,A menudo,Siempre,Siempre,A veces,A veces,2026-01-17 07:18:09
EI1606413ES,A veces,Raramente,Raramente,A veces,A menudo,Raramente,Raramente,Raramente,Siempre,Nunca,Raramente,A menudo,Raramente,Raramente,Raramente,Raramente,Siempre,A veces,Raramente,2026-12-18 09:07:55
EI9402144ES,A veces,A veces,A menudo,Nunca,Siempre,A menudo,Raramente,A veces,Nunca,A veces,Nunca,Siempre,Nunca,Siempre,Raramente,A menudo,A menudo,Nunca,A veces,2026-01-11 12:29:33
EI1806450ES,Nunca,Raramente,Raramente,Nunca,A veces,A veces,Siempre,A veces,Nunca,Raramente,A veces,A veces,A veces,Raramente,A menudo,Siempre,Nunca,A veces,Nunca,2026-08-29 07:29:07
EI9305074ES,A veces,Nunca,A menudo,A menudo,A veces,Raramente,A veces,Nunca,Siempre,Nunca,A veces,A menudo,A veces,Raramente,Siempre,Raramente,Siempre,Nunca,Raramente,2026-07-25 19:42:46
EI2001572ES,Siempre,A menudo,Nunca,Siempre,Raramente,Siempre,A veces,Nunca,A veces,A menudo,A menudo,Siempre,A veces,A menudo,A menudo,Siempre,A veces,A menudo,Siempre,2026-10-25 03:30:57
EI9804080ES,A veces,A menudo,Siempre,A veces,A menudo,A veces,Siempre,A veces,A menudo,A veces,Siempre,Nunca,Raramente,A veces,A veces,A veces,Siempre,A menudo,A menudo,2026-01-27 18:53:31
EI2301123ES,A menudo,A veces,A veces,A veces,A menudo,Siempre,Raramente,Siempre,A menudo,Nunca,Nunca,Nunca,Siempre,A menudo,A menudo,A veces,Raramente,Siempre,Raramente,2026-01-11 10:40:48
EI1002787ES,A veces,Raramente,A veces,Siempre,Siempre,A veces,Siempre,Raramente,A veces,A menudo,Raramente,Raramente,A veces,Nunca,A veces,A veces,A menudo,Siempre,A veces,2026-02-26 18:05:31
EI0906336ES,A veces,A menudo,A menudo,Siempre,A menudo,Raramente,A menudo,A menudo,Siempre,A veces,A veces,A menudo,A menudo,A veces,A menudo,Raramente,A veces,A veces,A veces,2026-06-10 15:37:51
EI2402968ES,A veces,Siempre,Raramente,A veces,A veces,A menudo,Siempre,A veces,A menudo,A veces,Siempre,Siempre,Siempre,A menudo,A menudo,Siempre,Siempre,A veces,Raramente,2026-11-16 23:16:11
EI0702505ES,A menudo,A menudo,A veces,Nunca,Nunca,Raramente,Nunca,A menudo,A veces,A menudo,Raramente,A veces,Raramente,Raramente,A veces,Raramente,A veces,A menudo,Siempre,2026-05-23 07:48:45
EI9905989ES,A menudo,Nunca,Siempre,Nunca,A veces,A menudo,A veces,Raramente,Siempre,Raramente,A veces,A menudo,Siempre,Raramente,Siempre,Raramente,Siempre,A veces,Siempre,2026-01-17 17:15:02
EI0603466ES,A veces,A veces,A veces,A menudo,Raramente,A menudo,A veces,A menudo,A veces,A veces,A veces,A menudo,A menudo,Raramente,A veces,Raramente,A menudo,A veces,A menudo,2026-03-24 03:47:21
EI0700676ES,Raramente,A veces,A veces,A menudo,A menudo,A veces,Raramente,Nunca,A menudo,A veces,A veces,A veces,Raramente,Siempre,Nunca,A veces,A menudo,Siempre,Raramente,2026-12-17 18:18:30
EI1602809ES,A veces,A menudo,A menudo,Siempre,Siempre,Raramente,A menudo,Siempre,Raramente,A veces,Nunca,Raramente,Raramente,A menudo,Raramente,A menudo,A veces,A menudo,A menudo,2026-12-05 18:25:55
EI1503349ES,A menudo,A menudo,Nunca,A veces,A menudo,Siempre,Nunca,Siempre,A veces,A veces,Siempre,A veces,A veces,A menudo,A menudo,Siempre,Raramente,A menudo,A veces,2026-08-22 16:31:36
EI1000729ES,Nunca,A menudo,Raramente,Raramente,A menudo,A menudo,A veces,Raramente,Raramente,A menudo,A menudo,A menudo,A menudo,A menudo,Nunca,A veces,A menudo,A veces,A menudo,2026-02-04 15:26:59
EI1200413ES,Nunca,Siempre,A menudo,Raramente,A veces,A veces,A veces,A veces,Siempre,A veces,Raramente,A veces,A veces,A veces,A veces,Raramente,Nunca,Raramente,Raramente,2026-10-23 21:24:55
EI1003147ES,A menudo,Nunca,A veces,A veces,A menudo,A menudo,Raramente,A veces,A menudo,A menudo,Siempre,A veces,Siempre,A menudo,A veces,Siempre,Raramente,A menudo,A veces,2026-02-21 14:05:51
EI9401517ES,Siempre,Nunca,A menudo,Siempre,Raramente,Siempre,A veces,Nunca,Nunca,A veces,Nunca,Siempre,Raramente,Siempre,A menudo,A menudo,Raramente,A menudo,A menudo,2026-06-13 18:26:01
EI9505746ES,Raramente,A menudo,Raramente,A menudo,Nunca,A menudo,Raramente,A veces,A veces,Siempre,Siempre,A veces,A menudo,A veces,Siempre,Raramente,Raramente,Raramente,Raramente,2026-08-25 06:35:29
EI0900826ES,Raramente,Siempre,Nunca,Nunca,A menudo,Raramente,Raramente,A veces,A menudo,Raramente,Raramente,A veces,A veces,A veces,A menudo,A menudo,Raramente,Nunca,Siempre,2026-04-29 14:56:03
EI1503268ES,Nunca,A menudo,A menudo,A menudo,Raramente,Nunca,A menudo,Siempre,Raramente,A veces,Raramente,Siempre,Siempre,Siempre,Raramente,A menudo,A menudo,A menudo,A veces,2026-05-07 11:13:16
EI1603975ES,Raramente,A veces,Raramente,A menudo,A veces,Siempre,A menudo,A veces,Siempre,Siempre,A veces,A veces,Raramente,Nunca,A menudo,Raramente,Raramente,A menudo,Raramente,2026-02-05 04:19:20
EI0600617ES,A veces,A menudo,A veces,Raramente,A menudo,A veces,Siempre,A menudo,A veces,Raramente,A veces,A menudo,Raramente,A veces,A veces,A veces,A menudo,A menudo,A veces,2026-01-17 09:36:02
EI2000115ES,A veces,A menudo,A menudo,Raramente,Nunca,Siempre,A menudo,A veces,A menudo,Siempre,Siempre,Raramente,A veces,Siempre,A veces,Raramente,A menudo,A menudo,A menudo,2026-10-03 12:04:51
EI1800418ES,Siempre,A menudo,Nunca,Nunca,A menudo,A veces,A menudo,Raramente,A menudo,A veces,A menudo,A veces,Siempre,Raramente,A menudo,A menudo,Raramente,A veces,Nunca,2026-08-14 20:14:27
EI0203070ES,A menudo,Raramente,A veces,A menudo,Raramente,Siempre,Siempre,A veces,A menudo,Raramente,Raramente,A veces,Nunca,A veces,Raramente,Nunca,A veces,A veces,A veces,2026-08-03 16:21:24
EI0201626ES,A veces,Raramente,A veces,A veces,A menudo,Siempre,A menudo,Nunca,Siempre,A menudo,Raramente,A menudo,A veces,A menudo,Raramente,Siempre,A menudo,A menudo,A veces,2026-02-26 05:17:36
EI0806932ES,A veces,A veces,A veces,A veces,A menudo,Raramente,Raramente,Raramente,A veces,Siempre,Siempre,Nunca,Siempre,Siempre,Siempre,Raramente,Raramente,A menudo,Nunca,2026-07-17 11:55:51
EI0004186ES,A veces,A menudo,A menudo,Nunca,A veces,Siempre,Raramente,Raramente,Raramente,Siempre,Raramente,Nunca,A menudo,Raramente,A veces,Siempre,A veces,A menudo,Nunca,2026-09-02 05:49:07
EI9902897ES,Raramente,Nunca,A menudo,Raramente,Raramente,A menudo,Siempre,A veces,Nunca,Nunca,A veces,A menudo,Siempre,Nunca,A menudo,Raramente,Siempre,A veces,A menudo,2026-10-09 02:25:39
EI2306530ES,A menudo,Nunca,Nunca,Raramente,Siempre,Nunca,Siempre,A veces,A veces,Raramente,A veces,Nunca,A menudo,A menudo,A veces,Siempre,A veces,Raramente,A menudo,2026-10-11 05:13:38
EI9702083ES,A veces,A menudo,A veces,Siempre,Siempre,Nunca,Siempre,Siempre,A menudo,A menudo,Siempre,A veces,A menudo,A veces,A veces,A veces,Nunca,A menudo,A menudo,2026-10-28 04:17:03
EI1100754ES,Siempre,A menudo,Raramente,Raramente,A veces,A menudo,Raramente,Siempre,Raramente,A menudo,A menudo,Raramente,Nunca,A menudo,Siempre,A menudo,A menudo,Raramente,A menudo,2026-03-27 17:51:36
EI0802547ES,A veces,A veces,A menudo,A veces,Siempre,A veces,A veces,Siempre,A veces,A veces,A veces,Siempre,A menudo,A veces,A veces,A veces,A menudo,Nunca,Siempre,2026-10-15 22:42:41
EI9303970ES,Raramente,Siempre,A veces,Siempre,A veces,A veces,Nunca,Nunca,A menudo,A veces,A veces,Siempre,A veces,Raramente,A menudo,Siempre,A menudo,A veces,A veces,2026-11-25 19:26:36
EI0303374ES,A veces,A veces,Nunca,Siempre,Raramente,A veces,Raramente,A menudo,A menudo,A menudo,A veces,A veces,Raramente,Siempre,A veces,Raramente,A menudo,Nunca,A menudo,2026-09-18 13:21:47
EI1105727ES,Nunca,A veces,A menudo,A veces,Raramente,Nunca,Raramente,Raramente,Raramente,Siempre,A veces,Siempre,A veces,A menudo,Raramente,Raramente,Siempre,A veces,A veces,2026-11-29 05:59:35
EI0304108ES,A menudo,A veces,A menudo,A menudo,Raramente,Raramente,Siempre,A veces,A veces,Raramente,Siempre,Raramente,Nunca,A menudo,A menudo,A menudo,A veces,A menudo,A veces,2026-05-13 21:01:27
EI2002445ES,A veces,A menudo,A veces,Raramente,Nunca,Raramente,A veces,A veces,Nunca,Raramente,A menudo,Raramente,Nunca,A menudo,A menudo,A veces,Raramente,A menudo,A veces,2026-12-11 21:12:29
EI1404381ES,A menudo,A veces,A menudo,Raramente,Raramente,A menudo,Nunca,A veces,Raramente,A menudo,A menudo,Raramente,A veces,Siempre,Siempre,A veces,A menudo,A veces,Raramente,2026-02-02 22:44:17
EI2601067ES,A veces,Nunca,A menudo,Siempre,Nunca,A veces,Siempre,A menudo,A veces,Siempre,Raramente,Siempre,Raramente,A veces,A veces,A veces,Raramente,A menudo,Nunca,2026-07-27 00:56:25
EI9403914ES,Raramente,A menudo,Raramente,A veces,A menudo,A veces,A veces,Raramente,Raramente,Siempre,Nunca,A veces,A menudo,Siempre,Raramente,A veces,A veces,Siempre,A veces,2026-11-23 19:17:25
EI0305288ES,A veces,A veces,Nunca,A menudo,A veces,A menudo,A menudo,Nunca,A veces,A veces,Raramente,Siempre,A veces,Raramente,A veces,A menudo,A menudo,A menudo,Raramente,2026-05-30 03:38:16
EI1705537ES,Raramente,Siempre,A veces,A veces,Nunca,Siempre,A menudo,A veces,Siempre,A menudo,A menudo,Nunca,Siempre,Siempre,A menudo,Raramente,A veces,Siempre,A veces,2026-12-23 12:39:30
EI9205388ES,A menudo,Siempre,Raramente,A veces,A veces,Siempre,Raramente,Raramente,A veces,Siempre,Raramente,A veces,A veces,A menudo,Nunca,A veces,A veces,Raramente,Nunca,2026-12-13 20:23:54
EI1505733ES,Raramente,A veces,Raramente,Raramente,Raramente,A menudo,A veces,Siempre,Raramente,A veces,A menudo,A menudo,A menudo,A menudo,A veces,Raramente,A menudo,A veces,Raramente,2026-06-21 13:23:42
EI1203499ES,Siempre,Siempre,Raramente,A veces,Siempre,A menudo,Raramente,Siempre,Raramente,A menudo,A veces,A veces,Siempre,A menudo,Nunca,Nunca,Siempre,Siempre,A veces,2026-04-09 16:56:14
EI1102739ES,Raramente,Siempre,Siempre,Raramente,Raramente,A menudo,A veces,A veces,A veces,Siempre,Raramente,Siempre,Siempre,A menudo,Raramente,Siempre,A veces,Siempre,A veces,2026-04-27 02:14:48
EI0205053ES,A menudo,A menudo,A menudo,Raramente,A veces,A menudo,A veces,Raramente,A menudo,A veces,Siempre,Siempre,Raramente,A veces,Nunca,A menudo,A menudo,Siempre,A menudo,2026-12-28 10:07:31
EI2304001ES,A menudo,A veces,Siempre,A veces,A menudo,A veces,Raramente,A menudo,Siempre,A veces,A veces,Siempre,A menudo,Raramente,A veces,A veces,A menudo,Raramente,Raramente,2026-04-20 16:35:33
EI1301569ES,A veces,Raramente,Siempre,A veces,Siempre,A veces,Nunca,A veces,A menudo,Raramente,A menudo,Raramente,Raramente,A veces,Nunca,Siempre,A veces,Raramente,A veces,2026-08-02 07:23:54
EI1002428ES,Nunca,A menudo,A menudo,Raramente,A menudo,A menudo,Nunca,Siempre,Nunca,A menudo,A veces,A veces,Nunca,Siempre,A veces,A menudo,Raramente,Raramente,Siempre,2026-03-05 19:16:57
EI2203747ES,Siempre,A veces,A menudo,Siempre,Nunca,Nunca,Raramente,Nunca,Raramente,Siempre,A menudo,A menudo,A menudo,A menudo,A veces,Siempre,Nunca,A menudo,A veces,2026-06-14 13:24:48
EI9106481ES,A menudo,A menudo,A menudo,Raramente,A veces,A veces,A veces,Raramente,Raramente,A menudo,A veces,Siempre,Raramente,A veces,Siempre,A veces,Siempre,Nunca,Siempre,2026-10-17 14:41:35
EI1701688ES,Raramente,A veces,Siempre,Raramente,Nunca,Raramente,A menudo,A menudo,Raramente,Raramente,A veces,A veces,A veces,A menudo,Nunca,A veces,Nunca,Raramente,Siempre,2026-09-10 00:47:37
EI1500852ES,A menudo,A veces,A veces,A menudo,A veces,Nunca,Siempre,Nunca,A veces,A menudo,A menudo,A veces,Raramente,A menudo,A menudo,Siempre,A veces,A veces,Nunca,2026-09-10 04:29:15
EI2403547ES,A menudo,A veces,A menudo,Nunca,Nunca,A menudo,A menudo,Siempre,A veces,A menudo,Nunca,A menudo,A menudo,A menudo,A veces,A menudo,A veces,A veces,A veces,2026-08-11 22:39:20
EI1406304ES,A veces,Nunca,Raramente,A menudo,A veces,A veces,A menudo,A veces,A veces,Siempre,Nunca,A veces,Nunca,Nunca,A menudo,A veces,Nunca,A menudo,Raramente,2026-05-11 09:17:38
EI1600896ES,A menudo,Nunca,Siempre,Nunca,A menudo,A veces,Siempre,Siempre,A veces,Nunca,Raramente,Siempre,Nunca,A veces,Raramente,A menudo,Siempre,A veces,A veces,2026-10-08 03:28:34
EI1104593ES,Nunca,Siempre,Raramente,A menudo,A menudo,A menudo,A menudo,A menudo,Raramente,Nunca,A veces,Nunca,A menudo,A veces,Siempre,Siempre,Raramente,A menudo,A veces,2026-05-19 11:07:12
EI2406402ES,Raramente,Raramente,Nunca,Raramente,Nunca,Siempre,Siempre,A menudo,A menudo,A veces,Raramente,A menudo,A menudo,A veces,Nunca,A menudo,A veces,Raramente,Nunca,2026-01-02 00:10:26
EI0205879ES,A veces,Siempre,Raramente,A veces,A menudo,Raramente,A veces,A menudo,Raramente,A menudo,A veces,Nunca,A veces,A veces,A veces,Siempre,A menudo,A menudo,A veces,2026-01-31 09:53:36
EI2100336ES,Nunca,Nunca,Raramente,Raramente,A menudo,Siempre,Siempre,Nunca,Raramente,Raramente,Siempre,A veces,A veces,A veces,Nunca,Siempre,Raramente,Nunca,A menudo,2026-01-19 16:11:09
EI9702840ES,A veces,A menudo,Nunca,A menudo,Siempre,Nunca,Raramente,A veces,Raramente,A veces,Siempre,Raramente,Nunca,A veces,A veces,A menudo,A menudo,Nunca,Raramente,2026-07-09 14:56:18
EI2403088ES,Siempre,A menudo,A menudo,A menudo,A menudo,Raramente,A menudo,A menudo,Siempre,Raramente,Raramente,A veces,Raramente,Siempre,A veces,A menudo,A menudo,A menudo,Nunca,2026-01-24 05:25:29
EI1104612ES,A menudo,Siempre,Nunca,Siempre,Raramente,A veces,A veces,A veces,Siempre,Raramente,Raramente,Raramente,Raramente,Siempre,A menudo,Nunca,A veces,Raramente,A menudo,2026-05-03 04:28:46
EI9401349ES,A veces,Siempre,Raramente,Raramente,A veces,A menudo,Raramente,A veces,A menudo,A menudo,Nunca,Siempre,Raramente,A veces,A menudo,Siempre,A veces,Siempre,A menudo,2026-01-27 15:23:38
EI1501016ES,A menudo,Raramente,Raramente,A menudo,A veces,A veces,Siempre,Nunca,Raramente,Nunca,Raramente,A menudo,A menudo,Raramente,Siempre,Raramente,A menudo,A menudo,A menudo,2026-06-09 01:28:08
EI9602817ES,Nunca,Nunca,A menudo,A veces,Nunca,A menudo,Nunca,A veces,Raramente,Raramente,A veces,A menudo,Nunca,A veces,A menudo,A menudo,Raramente,A menudo,A menudo,2026-08-16 22:06:35
EI1201632ES,Raramente,A veces,A veces,Raramente,A veces,A menudo,A veces,Raramente,Siempre,A veces,A menudo,A menudo,A veces,A menudo,A veces,A veces,A menudo,A veces,A menudo,2026-09-06 05:47:08
EI9002490ES,A menudo,Raramente,A veces,Nunca,Raramente,Raramente,Siempre,A menudo,A menudo,A veces,A veces,Nunca,A menudo,Siempre,Siempre,A veces,A veces,Nunca,A veces,2026-10-27 14:58:06
EI0303731ES,A veces,Raramente,A veces,Siempre,A menudo,A menudo,A menudo,A menudo,Raramente,A veces,A veces,A menudo,A menudo,Siempre,A menudo,A veces,A menudo,A menudo,A menudo,2026-09-26 05:52:25
EI1403252ES,Raramente,A menudo,Raramente,Raramente,Nunca,A veces,Raramente,A veces,A menudo,A veces,A menudo,Nunca,A menudo,A menudo,Raramente,Raramente,A veces,A veces,Raramente,2026-04-01 20:27:18
EI1806475ES,Nunca,Siempre,Siempre,A menudo,Siempre,Raramente,A veces,A veces,Nunca,A veces,Raramente,A veces,Siempre,A veces,Siempre,Siempre,A menudo,A menudo,A menudo,2026-09-15 12:01:18
EI1705878ES,Raramente,Siempre,A menudo,Raramente,Raramente,Siempre,A menudo,A veces,A veces,A menudo,Siempre,Raramente,A veces,A menudo,A menudo,A menudo,A veces,A menudo,Nunca,2026-06-06 05:36:07
EI0105882ES,A veces,A menudo,A veces,Raramente,A veces,A veces,Nunca,A veces,Nunca,A menudo,A veces,A menudo,A veces,A veces,Siempre,A menudo,A menudo,A veces,Siempre,2026-08-21 07:30:18
EI9102071ES,Raramente,A menudo,A menudo,Siempre,A menudo,A veces,Raramente,A veces,A veces,A veces,A veces,A menudo,A veces,A menudo,Raramente,Siempre,A menudo,A veces,Siempre,2026-05-17 09:24:58
EI2404453ES,A veces,Siempre,A menudo,A menudo,A menudo,A veces,Raramente,Nunca,A menudo,Nunca,A menudo,Siempre,Nunca,A menudo,Raramente,Siempre,A menudo,A menudo,Raramente,2026-10-29 17:40:25
EI0906832ES,A veces,A menudo,Siempre,A veces,A menudo,Raramente,Raramente,Nunca,A menudo,A menudo,A veces,A veces,A veces,Raramente,Raramente,Raramente,A menudo,Raramente,Raramente,2026-10-22 21:48:59
EI2605409ES,Siempre,Siempre,A menudo,A veces,Siempre,Nunca,Raramente,A veces,Raramente,A menudo,Siempre,Nunca,A menudo,A veces,Nunca,Raramente,Raramente,A veces,A veces,2026-03-18 13:38:50
EI1201636ES,Siempre,Nunca,A veces,Nunca,A veces,A veces,A menudo,A veces,A menudo,Raramente,Siempre,Siempre,A menudo,Nunca,A veces,A menudo,A veces,A menudo,A veces,2026-02-28 23:22:38
EI0604647ES,A veces,Siempre,Siempre,A menudo,Nunca,A veces,A veces,A veces,A veces,Siempre,Siempre,Raramente,A veces,A menudo,A veces,A veces,A veces,A menudo,A menudo,2026-11-02 17:29:32
EI0302480ES,A menudo,A veces,Nunca,Nunca,A veces,A veces,Raramente,A menudo,A veces,Nunca,A menudo,A menudo,A veces,A veces,A veces,Nunca,A veces,Nunca,A menudo,2026-12-20 07:05:46
EI1602266ES,Siempre,A veces,Raramente,A veces,A veces,Raramente,A menudo,Nunca,Nunca,A veces,Raramente,Nunca,A menudo,A menudo,Nunca,A menudo,Raramente,A veces,Raramente,2026-07-30 14:50:59
EI9102960ES,Raramente,A veces,Raramente,Nunca,Siempre,A veces,A menudo,Siempre,A menudo,Nunca,A veces,Raramente,A menudo,A menudo,Raramente,A menudo,A menudo,A veces,Nunca,2026-11-20 11:42:46
EI9705324ES,Siempre,Siempre,A menudo,Raramente,Siempre,A menudo,A menudo,A veces,A veces,Raramente,Siempre,A menudo,A menudo,A veces,A veces,Raramente,Raramente,A menudo,Nunca,2026-05-22 16:12:53
EI9706609ES,A veces,A menudo,A veces,Raramente,A veces,Siempre,A menudo,A menudo,Siempre,Raramente,Nunca,Raramente,Nunca,Nunca,A veces,Siempre,A menudo,A veces,A menudo,2026-07-07 18:31:20
EI0503060ES,A veces,Siempre,A veces,Siempre,Nunca,Nunca,Siempre,Raramente,A veces,Siempre,A veces,Raramente,A menudo,Siempre,A menudo,A veces,Raramente,Siempre,A veces,2026-08-25 20:23:58
EI2305054ES,Nunca,A menudo,Nunca,A veces,Raramente,A menudo,Raramente,A menudo,A veces,A veces,Siempre,Raramente,A menudo,Siempre,Siempre,A veces,Raramente,A veces,A menudo,2026-12-26 08:51:41
EI0005870ES,A veces,A menudo,Raramente,Siempre,A menudo,A veces,Raramente,Raramente,Siempre,A menudo,Raramente,Siempre,Raramente,Nunca,Siempre,Raramente,A veces,Raramente,Raramente,2026-12-08 17:38:00
EI2102142ES,Siempre,A veces,A veces,A menudo,A veces,Raramente,A menudo,A menudo,Raramente,Raramente,A veces,Raramente,A menudo,Raramente,A menudo,A veces,A menudo,A veces,A veces,2026-02-04 02:10:43
EI1905105ES,A veces,A veces,Raramente,A veces,A veces,A menudo,Raramente,Nunca,A menudo,A veces,A veces,A menudo,A veces,A menudo,A veces,A veces,A veces,Raramente,Raramente,2026-12-25 11:44:45
EI2003119ES,Raramente,A veces,A menudo,Raramente,A veces,A veces,A veces,Nunca,A veces,Siempre,A veces,A veces,A veces,A veces,Raramente,Raramente,Raramente,Siempre,Raramente,2026-04-07 21:22:15
EI1705189ES,Nunca,A veces,Siempre,Siempre,A veces,Siempre,A menudo,Raramente,A veces,A menudo,Siempre,Siempre,Siempre,Raramente,Raramente,A veces,Siempre,Siempre,A menudo,2026-12-23 05:12:06
EI9306601ES,A veces,A menudo,A veces,A veces,Raramente,Nunca,A menudo,A veces,A veces,Siempre,Nunca,A veces,A menudo,A veces,A veces,Nunca,Raramente,Raramente,Siempre,2026-07-01 23:34:36
EI9504046ES,A menudo,Raramente,Siempre,A veces,Siempre,Siempre,A menudo,Siempre,Siempre,Raramente,A menudo,Nunca,A veces,A veces,A menudo,A veces,Siempre,Raramente,Nunca,2026-10-30 02:00:27
EI2103357ES,Nunca,A menudo,Siempre,Siempre,Nunca,A veces,Raramente,Nunca,Raramente,A veces,A veces,A menudo,Raramente,Raramente,A veces,Raramente,Raramente,A veces,A veces,2026-08-09 18:02:34
EI2602745ES,A menudo,Raramente,Raramente,A veces,Siempre,A veces,A menudo,Raramente,A menudo,A menudo,Raramente,Raramente,Raramente,A menudo,A menudo,A veces,Nunca,Nunca,A menudo,2026-08-24 04:22:57
EI2505093ES,A veces,Raramente,A menudo,Raramente,A veces,Raramente,A menudo,A menudo,Raramente,A veces,A menudo,A veces,Raramente,A menudo,Siempre,Nunca,A veces,A veces,Raramente,2026-10-13 11:47:22
EI1303507ES,A veces,A veces,A veces,Siempre,Nunca,Siempre,Siempre,A veces,Siempre,Siempre,A veces,A menudo,Raramente,A veces,Siempre,A veces,Raramente,Raramente,A menudo,2026-04-10 14:36:39
EI1501680ES,Siempre,A menudo,Nunca,Raramente,A veces,A veces,Nunca,Siempre,A veces,A menudo,Nunca,Siempre,A veces,Siempre,Raramente,A menudo,A menudo,A menudo,A veces,2026-01-02 23:07:34
EI0304250ES,A menudo,A veces,A menudo,A veces,Siempre,A menudo,Raramente,A veces,Nunca,A menudo,Raramente,A veces,A veces,A veces,Raramente,Nunca,Raramente,A veces,A veces,2026-02-24 17:18:40
EI9103148ES,A menudo,Siempre,A menudo,Raramente,A menudo,A menudo,A veces,Siempre,A menudo,Nunca,Raramente,A menudo,Nunca,A menudo,A veces,A menudo,Raramente,Raramente,Siempre,2026-05-29 08:10:12
EI1502295ES,A veces,Siempre,Siempre,A menudo,A veces,Raramente,Nunca,A veces,A menudo,A menudo,A veces,Nunca,Raramente,Siempre,Siempre,A menudo,Siempre,A veces,A veces,2026-12-25 00:43:44
EI2300581ES,Nunca,Siempre,Siempre,Raramente,Siempre,Siempre,A menudo,A veces,Siempre,A veces,A veces,A menudo,A menudo,Raramente,A menudo,A veces,A veces,Raramente,Raramente,2026-05-12 02:13:50
