numero_empleado,titulo,departamento,fecha_ingreso,modalidad_trabajo,salario_bruto_anual_eur
EI2306076ES,Gerente de Credito,Credito,12/23/2023,Oficina,97996
EI1606077ES,Supervisor de Sucursal,Atencion al Cliente,1/1/2016,Oficina,54089
EI9406078ES,Analista de Operaciones,Operaciones,11/10/1994,Hibrido,47327
EI0506079ES,Analista de Operaciones,Operaciones,9/11/2005,Hibrido,48066
EI0806080ES,Especialista RRHH,Talento Humano,3/30/2008,Oficina,44699
EI1306081ES,Gerente de Area,Gerencia,7/4/2013,Oficina,105370
EI2406082ES,Analista de Credito,Credito,12/10/2024,Oficina,43716
EI1706083ES,Gerente IT,IT,8/3/2017,Hibrido,114028
EI2606084ES,Gerente de Credito,Credito,12/20/2026,Oficina,88451
EI0706085ES,Asistente Comercial,Comercial,1/15/2007,Oficina,30972
EI1706086ES,Analista de Credito,Credito,12/30/2017,Oficina,41563
EI9306087ES,Gerente de Credito,Credito,12/16/1993,Oficina,107975
EI0006088ES,Analista de Credito,Credito,12/9/2000,Oficina,55439
EI9006089ES,Especialista RRHH,Talento Humano,12/15/1990,Hibrido,46856
EI2006090ES,Gerente de Area,Gerencia,2/19/2020,Hibrido,105941
EI2406091ES,Gerente IT,IT,3/11/2024,Remoto,97472
EI2506092ES,Analista de Datos,IT,5/17/2025,Hibrido,52490
EI9106093ES,Desarrollador,IT,9/1/1991,Hibrido,46303
EI0706094ES,Gerente IT,IT,10/22/2007,Remoto,99921
EI9106095ES,Gerente de Operaciones,Operaciones,5/19/1991,Oficina,113024
EI0806096ES,Gerente de Credito,Credito,1/2/2008,Oficina,92849
EI1106097ES,Analista de Operaciones,Operaciones,1/10/2011,Hibrido,46018
EI9906098ES,Soporte IT,IT,2/13/1999,Remoto,33615
EI1206099ES,Gerente de Area,Gerencia,10/8/2012,Oficina,122793
EI1206100ES,Ejecutivo Comercial,Comercial,1/26/2012,Oficina,37924
EI0206101ES,Gerente IT,IT,9/22/2002,Remoto,127385
EI1506102ES,Ejecutivo Comercial,Comercial,7/30/2015,Hibrido,37991
EI0006103ES,Director IT,Direccion,11/16/2000,Remoto,178736
EI0206104ES,Analista de Datos,IT,9/22/2002,Hibrido,60732
EI9906105ES,Gerente de Operaciones,Operaciones,4/26/1999,Hibrido,86004
EI2606106ES,Gerente de Riesgo,Riesgo,8/30/2026,Hibrido,106716
EI9606107ES,Desarrollador,IT,7/24/1996,Hibrido,73976
EI0706108ES,Ejecutivo Comercial,Comercial,8/16/2007,Hibrido,52652
EI1606109ES,Desarrollador,IT,7/26/2016,Remoto,50908
EI9506110ES,Supervisor de Sucursal,Atencion al Cliente,10/7/1995,Oficina,44505
EI9106111ES,Gerente Comercial,Comercial,10/8/1991,Oficina,72253
EI1406112ES,Gerente de Credito,Credito,7/1/2014,Oficina,95632
EI0306113ES,Gerente de Operaciones,Operaciones,8/24/2003,Oficina,104706
EI9306114ES,Asistente de Plataforma,Atencion al Cliente,11/10/1993,Oficina,23394
EI2406115ES,Asistente Comercial,Comercial,5/7/2024,Hibrido,30536
EI2606116ES,Gerente de Riesgo,Riesgo,12/16/2026,Hibrido,89387
EI0706117ES,Gerente de Operaciones,Operaciones,12/22/2007,Oficina,93298
EI2106118ES,Supervisor de Sucursal,Atencion al Cliente,3/23/2021,Oficina,41492
EI0406119ES,Arquitecto de Software,IT,5/14/2004,Hibrido,97578
EI1606120ES,Analista de Riesgo,Riesgo,11/2/2016,Oficina,63355
EI9406121ES,Gerente Comercial,Comercial,1/4/1994,Oficina,73815
EI9106122ES,Analista RRHH,Talento Humano,9/10/1991,Oficina,49311
EI2606123ES,Supervisor de Sucursal,Atencion al Cliente,10/26/2026,Oficina,54503
EI9206124ES,Gerente de Operaciones,Operaciones,12/16/1992,Hibrido,116244
EI2206125ES,Director Financiero,Direccion,8/14/2022,Hibrido,120232
EI9206126ES,Asistente de Credito,Credito,1/5/1992,Oficina,27842
EI2106127ES,Asistente de Plataforma,Atencion al Cliente,5/10/2021,Oficina,27565
EI0506128ES,Gerente Comercial,Comercial,1/12/2005,Oficina,105635
EI2006129ES,Asistente de Credito,Credito,8/20/2020,Oficina,25828
EI0106130ES,Gerente de Operaciones,Operaciones,10/10/2001,Hibrido,94458
EI0906131ES,Director IT,Direccion,1/19/2009,Hibrido,125801
EI0706132ES,Especialista RRHH,Talento Humano,9/2/2007,Oficina,40583
EI2506133ES,Asistente Comercial,Comercial,5/21/2025,Oficina,26349
EI2006134ES,Gerente Comercial,Comercial,4/2/2020,Oficina,98120
EI2406135ES,Director Comercial,Direccion,2/20/2024,Hibrido,157491
EI2106136ES,Analista de Riesgo,Riesgo,4/14/2021,Hibrido,48402
EI0506137ES,Gerente de Riesgo,Riesgo,8/3/2005,Oficina,94436
EI9106138ES,Cajero,Atencion al Cliente,8/19/1991,Oficina,24857
EI2006139ES,Gerente de Area,Gerencia,4/1/2020,Oficina,106024
EI0906140ES,Asistente de Credito,Credito,5/29/2009,Oficina,33146
EI1006141ES,Asistente Comercial,Comercial,2/2/2010,Hibrido,33254
EI9406142ES,Gerente de Talento Humano,Talento Humano,3/31/1994,Oficina,116549
EI0306143ES,Supervisor de Sucursal,Atencion al Cliente,11/2/2003,Oficina,39585
EI0806144ES,Asistente de Credito,Credito,12/9/2008,Oficina,34935
EI0806145ES,Ejecutivo Comercial,Comercial,4/23/2008,Hibrido,59033
EI9106146ES,Supervisor de Sucursal,Atencion al Cliente,4/17/1991,Oficina,38402
EI2606147ES,Asistente de Plataforma,Atencion al Cliente,6/9/2026,Oficina,30959
EI1106148ES,Asistente de Plataforma,Atencion al Cliente,6/26/2011,Oficina,24610
EI1106149ES,Analista de Operaciones,Operaciones,6/23/2011,Oficina,48045
EI0806150ES,Gerente de Operaciones,Operaciones,5/9/2008,Hibrido,95478
EI1306151ES,Asistente Comercial,Comercial,8/5/2013,Oficina,30857
EI2206152ES,Gerente de Riesgo,Riesgo,9/9/2022,Oficina,105985
EI0806153ES,Analista de Credito,Credito,1/5/2008,Oficina,40632
EI0906154ES,Director de Riesgo,Direccion,1/26/2009,Hibrido,148328
EI1306155ES,Asistente de Plataforma,Atencion al Cliente,2/2/2013,Oficina,31435
EI1506156ES,Gerente de Credito,Credito,7/25/2015,Hibrido,82760
EI0706157ES,Analista RRHH,Talento Humano,10/24/2007,Hibrido,32805
EI9706158ES,Ejecutivo Comercial,Comercial,8/1/1997,Oficina,41136
EI0306159ES,Analista de Operaciones,Operaciones,1/27/2003,Oficina,54031
EI1506160ES,Desarrollador,IT,5/16/2015,Hibrido,46958
EI0506161ES,Ejecutivo Comercial,Comercial,4/25/2005,Hibrido,55397
EI1006162ES,Analista de Credito,Credito,11/8/2010,Hibrido,39990
EI1706163ES,Ejecutivo Comercial,Comercial,1/22/2017,Hibrido,51253
EI9106164ES,Analista de Operaciones,Operaciones,2/13/1991,Oficina,52991
EI0606165ES,Asistente Comercial,Comercial,7/27/2006,Oficina,33719
EI9106166ES,Ejecutivo Comercial,Comercial,4/26/1991,Hibrido,37373
EI2406167ES,Gerente de Area,Gerencia,9/7/2024,Oficina,118889
EI0406168ES,Ejecutivo Comercial,Comercial,10/15/2004,Oficina,50821
EI9306169ES,Asistente Comercial,Comercial,2/20/1993,Hibrido,27278
EI0506170ES,Analista de Operaciones,Operaciones,9/28/2005,Hibrido,38041
EI1906171ES,Gerente Comercial,Comercial,1/30/2019,Hibrido,77480
EI9106172ES,Analista de Operaciones,Operaciones,10/8/1991,Hibrido,36837
EI9006173ES,Gerente de Credito,Credito,3/13/1990,Oficina,109548
EI0206174ES,Analista de Riesgo,Riesgo,2/6/2002,Oficina,59476
EI1006175ES,Asistente Comercial,Comercial,1/23/2010,Hibrido,34194
EI1806176ES,Asistente de Plataforma,Atencion al Cliente,9/7/2018,Oficina,30586
EI1806177ES,Gerente de Area,Gerencia,2/6/2018,Oficina,105264
EI1606178ES,Gerente Comercial,Comercial,6/13/2016,Oficina,82856
EI9406179ES,Gerente IT,IT,7/24/1994,Remoto,99825
EI9006180ES,Asistente Comercial,Comercial,8/5/1990,Hibrido,26045
EI9106181ES,Asistente de Credito,Credito,8/15/1991,Hibrido,33083
EI1506182ES,Gerente de Riesgo,Riesgo,8/23/2015,Hibrido,81504
EI9606183ES,Gerente de Area,Gerencia,9/11/1996,Oficina,101872
EI9806184ES,Gerente de Credito,Credito,6/25/1998,Oficina,96743
EI1806185ES,Gerente de Area,Gerencia,6/10/2018,Oficina,126752
EI9706186ES,Analista de Credito,Credito,7/17/1997,Oficina,36371
EI1806187ES,Analista de Credito,Credito,8/30/2018,Oficina,41408
EI2606188ES,Arquitecto de Software,IT,6/11/2026,Hibrido,87149
EI1906189ES,Ejecutivo Comercial,Comercial,3/19/2019,Hibrido,58284
EI0106190ES,Gerente de Credito,Credito,8/23/2001,Hibrido,107631
EI0006191ES,Asistente de Plataforma,Atencion al Cliente,9/24/2000,Oficina,30693
EI1806192ES,Asistente de Credito,Credito,6/27/2018,Oficina,29723
EI2606193ES,Supervisor de Sucursal,Atencion al Cliente,4/16/2026,Oficina,45703
EI2506194ES,Ejecutivo Comercial,Comercial,1/27/2025,Oficina,57622
EI0306195ES,Desarrollador,IT,9/8/2003,Remoto,65626
EI2006196ES,Ejecutivo Comercial,Comercial,6/5/2020,Hibrido,51254
EI2206197ES,Gerente IT,IT,4/25/2022,Remoto,114931
EI0606198ES,Gerente de Operaciones,Operaciones,3/27/2006,Hibrido,99918
EI9906199ES,Ejecutivo Comercial,Comercial,10/26/1999,Hibrido,43335
EI9206200ES,Asistente Comercial,Comercial,12/10/1992,Hibrido,29598
EI1406201ES,Analista de Operaciones,Operaciones,8/17/2014,Hibrido,52578
EI1306202ES,Especialista RRHH,Talento Humano,1/23/2013,Hibrido,41508
EI9806203ES,Analista RRHH,Talento Humano,11/23/1998,Oficina,39721
EI1906204ES,Analista de Riesgo,Riesgo,5/19/2019,Hibrido,57925
EI9706205ES,Asistente Comercial,Comercial,3/6/1997,Hibrido,31823
EI0906206ES,Cajero,Atencion al Cliente,6/23/2009,Oficina,25208
EI1306207ES,Analista de Operaciones,Operaciones,3/21/2013,Oficina,45262
EI9106208ES,Gerente Comercial,Comercial,4/26/1991,Hibrido,100193
EI1306209ES,Desarrollador,IT,7/12/2013,Hibrido,70867
EI1706210ES,Supervisor de Sucursal,Atencion al Cliente,4/26/2017,Oficina,44526
EI9706211ES,Director de Riesgo,Direccion,2/19/1997,Hibrido,170668
EI1906212ES,Gerente de Riesgo,Riesgo,6/20/2019,Hibrido,96503
EI2206213ES,Gerente de Operaciones,Operaciones,9/10/2022,Hibrido,108221
EI0506214ES,Gerente de Operaciones,Operaciones,12/21/2005,Hibrido,81558
EI2506215ES,Analista de Credito,Credito,11/15/2025,Hibrido,36952
EI1606216ES,Gerente de Riesgo,Riesgo,9/23/2016,Hibrido,91460
EI1006217ES,Ejecutivo Comercial,Comercial,10/16/2010,Oficina,40412
EI1006218ES,Cajero,Atencion al Cliente,7/16/2010,Oficina,23614
EI9706219ES,Desarrollador,IT,9/22/1997,Hibrido,52854
EI1006220ES,Asistente de Credito,Credito,12/20/2010,Oficina,32320
EI1106221ES,Asistente de Credito,Credito,12/25/2011,Hibrido,27324
EI1806222ES,Desarrollador,IT,6/25/2018,Hibrido,62633
EI1506223ES,Gerente de Credito,Credito,3/22/2015,Oficina,71872
EI9606224ES,Analista de Operaciones,Operaciones,3/6/1996,Hibrido,45979
EI0506225ES,Gerente IT,IT,11/23/2005,Hibrido,92519
EI0306226ES,Gerente de Area,Gerencia,6/15/2003,Oficina,112511
EI1506227ES,Gerente de Area,Gerencia,3/24/2015,Hibrido,96174
EI0506228ES,Arquitecto de Software,IT,5/28/2005,Hibrido,84875
EI1006229ES,Gerente de Riesgo,Riesgo,10/25/2010,Hibrido,119100
EI2606230ES,Gerente de Riesgo,Riesgo,12/24/2026,Hibrido,94666
EI9806231ES,Gerente de Area,Gerencia,6/9/1998,Oficina,95155
EI9606232ES,Gerente de Credito,Credito,5/19/1996,Hibrido,85663
EI0206233ES,Gerente de Riesgo,Riesgo,4/29/2002,Hibrido,90935
EI9806234ES,Ejecutivo Comercial,Comercial,4/14/1998,Hibrido,50096
EI1406235ES,Arquitecto de Software,IT,9/25/2014,Remoto,98451
EI2606236ES,Gerente de Riesgo,Riesgo,2/28/2026,Oficina,102540
EI9206237ES,Analista RRHH,Talento Humano,4/17/1992,Hibrido,47156
EI0006238ES,Ejecutivo Comercial,Comercial,1/9/2000,Oficina,52318
EI0506239ES,Director Comercial,Direccion,8/20/2005,Hibrido,139172
EI0106240ES,Gerente de Talento Humano,Talento Humano,8/23/2001,Oficina,108271
EI1606241ES,Gerente de Riesgo,Riesgo,3/23/2016,Hibrido,95214
EI9306242ES,Gerente de Riesgo,Riesgo,7/8/1993,Hibrido,111236
EI0606243ES,Ejecutivo Comercial,Comercial,1/13/2006,Oficina,45245
EI1006244ES,Asistente Comercial,Comercial,5/10/2010,Hibrido,25512
EI1106245ES,Gerente de Riesgo,Riesgo,4/5/2011,Oficina,92220
EI1006246ES,Analista de Datos,IT,6/10/2010,Hibrido,58093
EI0106247ES,Analista de Datos,IT,3/22/2001,Hibrido,70249
EI9306248ES,Gerente de Credito,Credito,11/24/1993,Hibrido,90805
EI0806249ES,Analista de Riesgo,Riesgo,12/25/2008,Oficina,63564
EI0106250ES,Analista de Riesgo,Riesgo,7/18/2001,Oficina,68933
EI2306251ES,Gerente Comercial,Comercial,10/16/2023,Oficina,97807
EI0106252ES,Asistente de Credito,Credito,7/21/2001,Oficina,33613
EI0706253ES,Director IT,Direccion,8/6/2007,Hibrido,130471
EI1706254ES,Asistente Comercial,Comercial,11/16/2017,Hibrido,25970
EI9306255ES,Director de Riesgo,Direccion,10/5/1993,Hibrido,159551
EI9006256ES,Gerente de Riesgo,Riesgo,11/27/1990,Hibrido,95392
EI0906257ES,Gerente de Credito,Credito,7/20/2009,Oficina,102379
EI0506258ES,Ejecutivo Comercial,Comercial,1/20/2005,Hibrido,36064
EI1706259ES,Supervisor de Sucursal,Atencion al Cliente,8/12/2017,Oficina,54338
EI9606260ES,Asistente Comercial,Comercial,5/29/1996,Hibrido,27048
EI0006261ES,Analista de Datos,IT,3/17/2000,Hibrido,51550
EI0206262ES,Gerente de Credito,Credito,7/31/2002,Oficina,85017
EI1206263ES,Analista de Credito,Credito,7/10/2012,Oficina,46277
EI0306264ES,Asistente de Credito,Credito,2/2/2003,Oficina,27494
EI0606265ES,Gerente de Credito,Credito,7/26/2006,Oficina,109833
EI0306266ES,Analista de Credito,Credito,5/11/2003,Oficina,47001
EI1406267ES,Director de Riesgo,Direccion,10/21/2014,Oficina,131514
EI0106268ES,Gerente Comercial,Comercial,1/18/2001,Oficina,86734
EI0606269ES,Analista de Datos,IT,3/25/2006,Remoto,69319
EI1006270ES,Analista de Credito,Credito,12/6/2010,Oficina,41055
EI2206271ES,Gerente de Credito,Credito,3/23/2022,Hibrido,91707
EI2306272ES,Gerente de Operaciones,Operaciones,7/30/2023,Hibrido,98693
EI9306273ES,Arquitecto de Software,IT,10/25/1993,Hibrido,104166
EI0106274ES,Desarrollador,IT,2/27/2001,Remoto,68565
EI2506275ES,Cajero,Atencion al Cliente,9/8/2025,Oficina,22692
EI2006276ES,Gerente de Credito,Credito,10/4/2020,Hibrido,80274
EI9506277ES,Analista de Operaciones,Operaciones,4/29/1995,Oficina,57223
EI9006278ES,Analista de Credito,Credito,9/16/1990,Oficina,48369
EI2006279ES,Gerente de Area,Gerencia,3/12/2020,Oficina,120651
EI2506280ES,Analista de Credito,Credito,2/2/2025,Oficina,46132
EI9906281ES,Analista de Datos,IT,8/2/1999,Hibrido,55598
EI9606282ES,Analista de Datos,IT,5/3/1996,Hibrido,50464
EI0006283ES,Gerente de Area,Gerencia,4/3/2000,Oficina,100198
EI1606284ES,Gerente Comercial,Comercial,8/19/2016,Oficina,106041
EI1506285ES,Analista de Datos,IT,6/12/2015,Remoto,49949
EI9906286ES,Asistente de Plataforma,Atencion al Cliente,10/9/1999,Oficina,30544
EI2406287ES,Analista de Riesgo,Riesgo,11/24/2024,Oficina,55861
EI0606288ES,Gerente IT,IT,2/7/2006,Remoto,98972
EI9006289ES,Director IT,Direccion,1/17/1990,Remoto,148971
EI1606290ES,Analista de Operaciones,Operaciones,9/7/2016,Oficina,59264
EI9806291ES,Desarrollador,IT,10/25/1998,Remoto,43701
EI0406292ES,Asistente de Plataforma,Atencion al Cliente,4/3/2004,Oficina,23837
EI2606293ES,Gerente de Credito,Credito,4/14/2026,Oficina,81637
EI2406294ES,Gerente de Talento Humano,Talento Humano,10/24/2024,Oficina,104725
EI1206295ES,Analista RRHH,Talento Humano,3/5/2012,Oficina,48184
EI2306296ES,Arquitecto de Software,IT,5/30/2023,Remoto,90295
EI9706297ES,Gerente de Operaciones,Operaciones,8/18/1997,Hibrido,118957
EI0706298ES,Soporte IT,IT,12/7/2007,Remoto,37415
EI0006299ES,Gerente Comercial,Comercial,8/31/2000,Hibrido,73114
EI1706300ES,Gerente IT,IT,2/13/2017,Remoto,103481
EI2006301ES,Ejecutivo Comercial,Comercial,9/20/2020,Hibrido,57602
EI0506302ES,Asistente de Credito,Credito,8/11/2005,Oficina,29875
EI2106303ES,Analista RRHH,Talento Humano,11/22/2021,Oficina,34790
EI1406304ES,Ejecutivo Comercial,Comercial,4/20/2014,Oficina,51547
EI9306305ES,Gerente IT,IT,5/22/1993,Hibrido,105963
EI9706306ES,Analista de Datos,IT,9/27/1997,Hibrido,49697
EI9406307ES,Director Comercial,Direccion,6/29/1994,Oficina,135970
EI0606308ES,Ejecutivo Comercial,Comercial,11/1/2006,Oficina,36969
EI0306309ES,Asistente de Credito,Credito,12/6/2003,Oficina,27616
EI9406310ES,Gerente de Riesgo,Riesgo,6/3/1994,Oficina,95402
EI2506311ES,Ejecutivo Comercial,Comercial,9/17/2025,Oficina,42734
EI2406312ES,Cajero,Atencion al Cliente,8/1/2024,Oficina,26507
EI9806313ES,Supervisor de Sucursal,Atencion al Cliente,11/2/1998,Oficina,37516
EI0706314ES,Asistente Comercial,Comercial,5/8/2007,Oficina,33568
EI9906315ES,Director IT,Direccion,12/21/1999,Hibrido,147219
EI1406316ES,Gerente de Operaciones,Operaciones,2/9/2014,Oficina,117050
EI2106317ES,Asistente Comercial,Comercial,6/18/2021,Oficina,32846
EI0706318ES,Asistente de Credito,Credito,1/24/2007,Oficina,34834
EI2306319ES,Analista de Riesgo,Riesgo,8/9/2023,Hibrido,56720
EI0906320ES,Analista de Datos,IT,3/21/2009,Hibrido,76597
EI9106321ES,Gerente de Riesgo,Riesgo,12/2/1991,Hibrido,81516
EI9306322ES,Director de Riesgo,Direccion,8/16/1993,Oficina,136841
EI1106323ES,Director Financiero,Direccion,4/5/2011,Oficina,179855
EI9506324ES,Ejecutivo Comercial,Comercial,2/14/1995,Oficina,49211
EI1506325ES,Especialista RRHH,Talento Humano,2/24/2015,Oficina,46966
EI9406326ES,Analista de Operaciones,Operaciones,9/4/1994,Oficina,40908
EI9006327ES,Analista de Riesgo,Riesgo,4/16/1990,Hibrido,57337
EI2406328ES,Gerente IT,IT,4/21/2024,Hibrido,97217
EI0106329ES,Asistente Comercial,Comercial,11/17/2001,Hibrido,29979
EI0606330ES,Gerente de Area,Gerencia,4/20/2006,Hibrido,117545
EI1706331ES,Gerente de Operaciones,Operaciones,9/2/2017,Hibrido,105914
EI0706332ES,Desarrollador,IT,6/22/2007,Hibrido,47529
EI0906333ES,Asistente de Plataforma,Atencion al Cliente,3/10/2009,Oficina,31167
EI0006334ES,Gerente Comercial,Comercial,8/7/2000,Hibrido,98782
EI2006335ES,Asistente Comercial,Comercial,9/12/2020,Hibrido,26905
EI0906336ES,Gerente Comercial,Comercial,2/3/2009,Hibrido,85762
EI9406337ES,Ejecutivo Comercial,Comercial,10/12/1994,Hibrido,39406
EI2406338ES,Asistente de Plataforma,Atencion al Cliente,10/28/2024,Oficina,30219
EI9906339ES,Asistente de Credito,Credito,10/25/1999,Hibrido,25413
EI1206340ES,Analista de Operaciones,Operaciones,3/6/2012,Hibrido,41798
EI9806341ES,Gerente de Credito,Credito,10/10/1998,Hibrido,105682
EI2606342ES,Gerente de Area,Gerencia,12/4/2026,Oficina,93049
EI9606343ES,Asistente Comercial,Comercial,4/9/1996,Hibrido,28562
EI0706344ES,Asistente de Credito,Credito,1/30/2007,Hibrido,26127
EI2506345ES,Analista de Operaciones,Operaciones,4/28/2025,Hibrido,47811
EI1206346ES,Gerente de Operaciones,Operaciones,3/3/2012,Oficina,107804
EI9006347ES,Gerente de Operaciones,Operaciones,1/14/1990,Oficina,99454
EI2606348ES,Gerente IT,IT,2/18/2026,Remoto,119955
EI2006349ES,Gerente de Credito,Credito,9/9/2020,Oficina,89542
EI2006350ES,Asistente Comercial,Comercial,2/5/2020,Hibrido,26675
EI0306351ES,Gerente de Operaciones,Operaciones,4/4/2003,Oficina,113512
EI1606352ES,Gerente Comercial,Comercial,12/16/2016,Hibrido,96003
EI0806353ES,Gerente de Area,Gerencia,8/24/2008,Hibrido,107165
EI0106354ES,Gerente IT,IT,3/24/2001,Remoto,115447
EI1406355ES,Analista de Datos,IT,3/1/2014,Remoto,70395
EI9906356ES,Gerente de Credito,Credito,9/17/1999,Oficina,94733
EI9106357ES,Gerente de Operaciones,Operaciones,4/9/1991,Oficina,98238
EI2006358ES,Analista de Datos,IT,8/19/2020,Remoto,59931
EI0006359ES,Supervisor de Sucursal,Atencion al Cliente,3/8/2000,Oficina,37580
EI1506360ES,Desarrollador,IT,11/13/2015,Hibrido,51870
EI1606361ES,Asistente de Credito,Credito,8/21/2016,Oficina,26861
EI9206362ES,Analista de Operaciones,Operaciones,8/2/1992,Hibrido,47560
EI0006363ES,Supervisor de Sucursal,Atencion al Cliente,1/3/2000,Oficina,44180
EI9106364ES,Gerente de Talento Humano,Talento Humano,12/17/1991,Oficina,97316
EI2306365ES,Analista de Datos,IT,4/28/2023,Hibrido,54512
EI1406366ES,Gerente Comercial,Comercial,5/15/2014,Oficina,99600
EI1306367ES,Gerente de Credito,Credito,1/14/2013,Hibrido,80281
EI9506368ES,Analista de Credito,Credito,7/26/1995,Oficina,51993
EI9306369ES,Gerente Comercial,Comercial,12/4/1993,Oficina,105158
EI2106370ES,Analista de Datos,IT,3/30/2021,Hibrido,71245
EI0506371ES,Analista de Riesgo,Riesgo,1/5/2005,Hibrido,62188
EI1706372ES,Asistente de Credito,Credito,6/28/2017,Hibrido,33530
EI1106373ES,Analista RRHH,Talento Humano,5/27/2011,Hibrido,39334
EI0406374ES,Gerente de Operaciones,Operaciones,2/29/2004,Oficina,90566
EI1106375ES,Gerente Comercial,Comercial,12/30/2011,Oficina,78142
EI1406376ES,Gerente de Area,Gerencia,7/4/2014,Hibrido,116818
EI0506377ES,Analista de Operaciones,Operaciones,12/19/2005,Oficina,51933
EI9006378ES,Gerente de Riesgo,Riesgo,6/4/1990,Oficina,108355
EI9906379ES,Analista de Operaciones,Operaciones,6/24/1999,Hibrido,55704
EI0006380ES,Analista de Riesgo,Riesgo,11/29/2000,Hibrido,43103
EI9406381ES,Gerente Comercial,Comercial,3/23/1994,Hibrido,81020
EI0506382ES,Ejecutivo Comercial,Comercial,10/22/2005,Oficina,49700
EI9406383ES,Analista de Datos,IT,8/21/1994,Remoto,72430
EI0806384ES,Asistente de Credito,Credito,5/31/2008,Hibrido,28570
EI9306385ES,Director Financiero,Direccion,12/23/1993,Oficina,157614
EI0706386ES,Gerente de Riesgo,Riesgo,8/1/2007,Oficina,114760
EI9206387ES,Asistente de Credito,Credito,2/15/1992,Oficina,26864
EI1206388ES,Gerente de Riesgo,Riesgo,5/30/2012,Hibrido,85037
EI0506389ES,Asistente de Plataforma,Atencion al Cliente,8/12/2005,Oficina,26088
EI2106390ES,Asistente de Credito,Credito,3/15/2021,Oficina,27813
EI9906391ES,Analista de Datos,IT,12/14/1999,Remoto,57744
EI2506392ES,Gerente de Credito,Credito,12/28/2025,Oficina,85864
EI1706393ES,Director IT,Direccion,7/16/2017,Remoto,176425
EI1506394ES,Ejecutivo Comercial,Comercial,12/12/2015,Oficina,36200
EI2006395ES,Asistente de Plataforma,Atencion al Cliente,12/1/2020,Oficina,23922
EI1106396ES,Gerente de Credito,Credito,5/13/2011,Hibrido,80704
EI0606397ES,Analista de Operaciones,Operaciones,9/1/2006,Hibrido,51904
EI0006398ES,Asistente de Credito,Credito,2/2/2000,Hibrido,30599
EI2006399ES,Gerente de Operaciones,Operaciones,7/4/2020,Oficina,119170
EI1106400ES,Gerente Comercial,Comercial,8/13/2011,Oficina,88248
EI1806401ES,Soporte IT,IT,5/10/2018,Hibrido,32525
EI2406402ES,Analista de Riesgo,Riesgo,11/11/2024,Hibrido,69228
EI0906403ES,Gerente Comercial,Comercial,8/24/2009,Oficina,87847
EI0406404ES,Gerente de Operaciones,Operaciones,6/22/2004,Oficina,116546
EI1206405ES,Gerente de Area,Gerencia,2/21/2012,Oficina,117588
EI2606406ES,Gerente de Area,Gerencia,9/25/2026,Oficina,101940
EI2606407ES,Director IT,Direccion,5/21/2026,Hibrido,122445
EI0006408ES,Director IT,Direccion,6/18/2000,Remoto,157450
EI0106409ES,Desarrollador,IT,8/1/2001,Hibrido,46400
EI0106410ES,Soporte IT,IT,4/16/2001,Hibrido,35215
EI0406411ES,Gerente Comercial,Comercial,1/31/2004,Oficina,95533
EI1706412ES,Gerente IT,IT,1/20/2017,Hibrido,105883
EI1606413ES,Director IT,Direccion,10/25/2016,Remoto,146210
EI9206414ES,Asistente Comercial,Comercial,1/26/1992,Hibrido,34619
EI1906415ES,Asistente de Credito,Credito,9/5/2019,Hibrido,30011
EI1406416ES,Asistente Comercial,Comercial,2/24/2014,Oficina,32615
EI0206417ES,Analista RRHH,Talento Humano,6/14/2002,Oficina,31052
EI1006418ES,Gerente de Riesgo,Riesgo,9/4/2010,Oficina,111683
EI1906419ES,Ejecutivo Comercial,Comercial,3/13/2019,Oficina,59917
EI0706420ES,Analista de Datos,IT,12/19/2007,Hibrido,78306
EI9906421ES,Gerente de Operaciones,Operaciones,4/2/1999,Hibrido,94142
EI0906422ES,Arquitecto de Software,IT,3/27/2009,Hibrido,99676
EI2106423ES,Asistente de Plataforma,Atencion al Cliente,1/22/2021,Oficina,25229
EI1106424ES,Gerente de Area,Gerencia,6/25/2011,Hibrido,104834
EI2106425ES,Gerente de Riesgo,Riesgo,9/7/2021,Hibrido,91813
EI1906426ES,Arquitecto de Software,IT,3/7/2019,Hibrido,81249
EI0206427ES,Analista RRHH,Talento Humano,2/16/2002,Oficina,33082
EI0806428ES,Gerente Comercial,Comercial,6/21/2008,Oficina,86097
EI0006429ES,Asistente Comercial,Comercial,7/12/2000,Hibrido,32108
EI9006430ES,Analista de Credito,Credito,8/25/1990,Oficina,38084
EI2506431ES,Analista RRHH,Talento Humano,6/24/2025,Hibrido,40158
EI9706432ES,Ejecutivo Comercial,Comercial,7/18/1997,Hibrido,44716
EI2006433ES,Gerente de Credito,Credito,1/11/2020,Oficina,72019
EI0206434ES,Asistente Comercial,Comercial,7/16/2002,Hibrido,29008
EI2106435ES,Gerente Comercial,Comercial,4/19/2021,Hibrido,109382
EI0806436ES,Analista de Credito,Credito,6/14/2008,Oficina,46502
EI1906437ES,Cajero,Atencion al Cliente,12/24/2019,Oficina,28027
EI1906438ES,Analista de Operaciones,Operaciones,6/28/2019,Hibrido,37134
EI0206439ES,Analista de Riesgo,Riesgo,4/16/2002,Hibrido,40264
EI0306440ES,Gerente IT,IT,11/10/2003,Remoto,122439
EI1706441ES,Gerente de Operaciones,Operaciones,11/9/2017,Oficina,115333
EI1006442ES,Gerente de Riesgo,Riesgo,12/20/2010,Hibrido,82551
