numero_empleado,mes,feedback,reconocimiento,apoyo_supervisor,apoyo_equipo
IE9004284,2025-10,5,4,4,3
IE9004284,2025-11,2,3,3,5
IE9004284,2025-12,3,4,4,5
IE9004284,2026-01,5,4,4,3
IE9004284,2026-02,4,5,2,3
IE1402998,2025-03,4,3,4,5
IE1402998,2025-04,4,5,5,4
IE1402998,2025-05,5,5,3,3
IE1402998,2025-06,5,5,5,2
IE1402998,2025-07,5,4,4,3
IE1402998,2025-08,4,4,5,4
IE1402998,2025-09,1,3,4,3
IE1402998,2025-10,3,2,5,1
IE1402998,2025-11,4,2,3,3
IE1402998,2025-12,2,4,4,3
IE1402998,2026-01,5,3,4,4
IE1402998,2026-02,4,4,3,4
IE0305141,2025-03,5,4,4,2
IE0305141,2025-04,5,2,3,4
IE0305141,2025-05,2,4,5,5
IE0305141,2025-06,3,5,3,4
IE0305141,2025-07,2,4,5,4
IE0305141,2025-08,5,4,5,3
IE0305141,2025-09,2,5,5,5
IE0305141,2025-10,4,1,4,4
IE0305141,2025-11,4,4,4,3
IE0305141,2025-12,3,4,2,3
IE0305141,2026-01,3,3,4,5
IE0305141,2026-02,4,5,1,5
IE2204365,2025-03,5,5,4,3
IE2204365,2025-04,3,5,2,2
IE2204365,2025-05,5,5,3,3
IE2204365,2025-06,4,5,3,5
IE2204365,2025-07,5,3,2,5
IE2204365,2025-08,4,3,4,4
IE2204365,2025-09,4,4,5,3
IE2204365,2025-10,2,2,5,3
IE2204365,2025-11,4,3,5,4
IE2204365,2025-12,4,1,4,2
IE2204365,2026-01,5,5,5,3
IE2204365,2026-02,5,3,5,2
IE9303075,2025-03,5,4,5,4
IE9303075,2025-04,4,4,4,5
IE9303075,2025-05,5,4,2,3
IE9303075,2025-06,4,5,3,4
IE9303075,2025-07,4,4,4,1
IE9303075,2025-08,5,4,4,4
IE9303075,2025-09,2,5,2,3
IE9303075,2025-10,4,3,4,4
IE9303075,2025-11,4,3,5,3
IE9303075,2025-12,4,4,4,3
IE9303075,2026-01,5,1,5,4
IE9303075,2026-02,5,5,4,5
IE2000487,2025-03,4,5,4,3
IE2000487,2025-04,5,5,5,5
IE2000487,2025-05,4,3,2,5
IE2000487,2025-06,5,5,5,4
IE2000487,2025-07,5,3,5,4
IE2000487,2025-08,4,2,5,2
IE2000487,2025-09,5,5,1,4
IE2000487,2025-10,5,4,4,5
IE2000487,2025-11,5,4,4,4
IE2000487,2025-12,1,4,1,1
IE2000487,2026-01,4,4,4,5
IE2000487,2026-02,5,4,4,4
IE9903353,2025-03,2,4,4,4
IE9903353,2025-04,5,3,5,5
IE9903353,2025-05,5,3,5,4
IE9903353,2025-06,5,5,5,5
IE9903353,2025-07,5,5,4,4
IE9903353,2025-08,3,5,4,5
IE9903353,2025-09,5,5,3,5
IE9903353,2025-10,3,4,3,4
IE9903353,2025-11,4,5,3,3
IE9903353,2025-12,5,5,2,4
IE9903353,2026-01,2,4,4,5
IE9903353,2026-02,5,3,3,4
IE1900784,2025-03,2,3,4,4
IE1900784,2025-04,5,4,3,5
IE1900784,2025-05,2,3,2,3
IE1900784,2025-06,5,5,5,5
IE1900784,2025-07,2,4,5,1
IE1900784,2025-08,4,5,4,5
IE1900784,2025-09,4,4,2,4
IE1900784,2025-10,4,5,3,3
IE1900784,2025-11,4,4,3,4
IE1900784,2025-12,5,4,5,5
IE1900784,2026-01,2,5,3,1
IE1900784,2026-02,4,4,2,1
IE9303862,2025-03,5,4,5,4
IE9303862,2025-04,4,5,3,2
IE9303862,2025-05,4,5,4,4
IE9303862,2025-06,4,4,2,4
IE9303862,2025-07,5,5,5,4
IE9303862,2025-08,5,2,5,2
IE9303862,2025-09,4,3,4,3
IE9303862,2025-10,3,5,4,5
IE9303862,2025-11,4,4,4,4
IE9303862,2025-12,2,4,4,2
IE9303862,2026-01,5,3,5,4
IE9303862,2026-02,3,5,3,5
IE2500950,2025-03,4,3,5,2
IE2500950,2025-04,4,5,5,4
IE2500950,2025-05,3,3,4,3
IE2500950,2025-06,2,4,5,2
IE2500950,2025-07,2,3,5,5
IE2500950,2025-08,5,2,4,4
IE2500950,2025-09,5,4,3,5
IE2500950,2025-10,3,5,4,5
IE2500950,2025-11,5,3,5,4
IE2500950,2025-12,4,2,3,4
IE2500950,2026-01,2,3,4,3
IE2500950,2026-02,4,5,4,5
IE2300118,2025-03,4,4,3,2
IE2300118,2025-04,1,4,3,4
IE2300118,2025-05,1,4,1,5
IE2300118,2025-06,4,3,5,3
IE2300118,2025-07,5,5,4,4
IE2300118,2025-08,5,5,2,5
IE2300118,2025-09,5,4,4,4
IE2300118,2025-10,4,2,1,1
IE2300118,2025-11,5,5,5,5
IE2300118,2025-12,3,4,5,4
IE2300118,2026-01,4,3,5,4
IE2300118,2026-02,5,4,4,3
IE0200412,2025-03,4,4,3,3
IE0200412,2025-04,3,4,4,2
IE0200412,2025-05,4,4,4,3
IE0200412,2025-06,5,3,4,5
IE0200412,2025-07,4,5,4,4
IE0200412,2025-08,4,4,5,5
IE0200412,2025-09,1,5,5,5
IE0200412,2025-10,4,2,5,4
IE0200412,2025-11,4,5,3,4
IE0200412,2025-12,3,5,4,5
IE0200412,2026-01,5,5,5,4
IE0200412,2026-02,5,1,2,4
IE1902859,2025-03,1,5,3,2
IE1902859,2025-04,5,5,5,4
IE1902859,2025-05,5,4,4,5
IE1902859,2025-06,4,3,1,4
IE1902859,2025-07,4,5,5,5
IE1902859,2025-08,4,4,5,3
IE1902859,2025-09,5,4,3,4
IE1902859,2025-10,4,5,3,4
IE1902859,2025-11,3,1,5,4
IE1902859,2025-12,2,3,3,5
IE1902859,2026-01,5,1,2,1
IE1902859,2026-02,4,1,4,5
IE0103710,2025-03,4,4,5,5
IE0103710,2025-04,4,4,4,4
IE0103710,2025-05,4,5,4,4
IE0103710,2025-06,5,5,5,5
IE0103710,2025-07,4,3,1,5
IE0103710,2025-08,4,4,4,5
IE0103710,2025-09,3,5,5,4
IE0103710,2025-10,4,1,5,5
IE0103710,2025-11,3,5,1,4
IE0103710,2025-12,3,3,4,5
IE0103710,2026-01,4,4,1,5
IE0103710,2026-02,2,3,3,4
IE9401700,2025-03,3,4,3,4
IE9401700,2025-04,4,4,4,3
IE9401700,2025-05,4,5,4,3
IE9401700,2025-06,2,1,5,4
IE9401700,2025-07,3,3,4,5
IE9401700,2025-08,5,4,3,4
IE9401700,2025-09,2,5,4,3
IE9401700,2025-10,2,1,1,3
IE9401700,2025-11,4,5,4,5
IE9401700,2025-12,4,4,4,3
IE9401700,2026-01,3,3,4,4
IE9401700,2026-02,4,3,3,1
IE0104049,2025-03,3,4,3,5
IE0104049,2025-04,3,3,1,2
IE0104049,2025-05,4,5,3,3
IE0104049,2025-06,5,4,4,4
IE0104049,2025-07,4,4,4,3
IE0104049,2025-08,4,5,3,4
IE0104049,2025-09,5,4,3,1
IE0104049,2025-10,4,4,5,5
IE0104049,2025-11,3,2,5,4
IE0104049,2025-12,4,4,5,3
IE0104049,2026-01,4,4,4,5
IE0104049,2026-02,5,4,4,3
IE0105412,2025-03,3,5,4,5
IE0105412,2025-04,4,5,5,5
IE0105412,2025-05,4,5,5,4
IE0105412,2025-06,3,1,3,5
IE0105412,2025-07,5,5,4,5
IE0105412,2025-08,3,3,3,2
IE0105412,2025-09,5,3,2,5
IE0105412,2025-10,3,3,1,4
IE0105412,2025-11,4,5,1,4
IE0105412,2025-12,3,3,4,5
IE0105412,2026-01,4,3,5,5
IE0105412,2026-02,5,5,5,1
IE9001266,2025-03,3,5,4,3
IE9001266,2025-04,5,5,5,3
IE9001266,2025-05,5,5,4,4
IE9001266,2025-06,5,5,5,4
IE9001266,2025-07,5,5,5,4
IE9001266,2025-08,5,4,5,5
IE9001266,2025-09,2,4,4,3
IE9001266,2025-10,3,4,5,3
IE9001266,2025-11,4,5,5,5
IE9001266,2025-12,5,5,5,3
IE9001266,2026-01,4,5,1,3
IE9001266,2026-02,1,3,4,4
IE2300075,2025-03,4,5,3,3
IE2300075,2025-04,3,5,3,5
IE2300075,2025-05,4,4,5,4
IE2300075,2025-06,4,5,2,3
IE2300075,2025-07,4,5,1,4
IE2300075,2025-08,4,2,3,4
IE2300075,2025-09,5,4,3,3
IE2300075,2025-10,3,5,5,4
IE2300075,2025-11,4,3,2,3
IE2300075,2025-12,5,5,5,1
IE2300075,2026-01,5,2,5,4
IE2300075,2026-02,4,5,4,3
IE1100984,2025-03,5,2,2,3
IE1100984,2025-04,5,4,4,4
IE1100984,2025-05,3,4,2,3
IE1100984,2025-06,3,4,5,4
IE1100984,2025-07,4,3,3,4
IE1100984,2025-08,2,3,2,3
IE1100984,2025-09,5,4,5,5
IE1100984,2025-10,3,4,4,4
IE1100984,2025-11,4,3,5,3
IE1100984,2025-12,4,4,5,4
IE1100984,2026-01,3,3,2,3
IE1100984,2026-02,4,4,1,4
IE1301802,2025-03,5,3,4,5
IE1301802,2025-04,4,5,4,4
IE1301802,2025-05,3,3,4,4
IE1301802,2025-06,5,5,4,5
IE1301802,2025-07,4,4,4,4
IE1301802,2025-08,2,5,5,2
IE1301802,2025-09,4,5,2,4
IE1301802,2025-10,5,4,4,4
IE1301802,2025-11,3,1,4,2
IE1301802,2025-12,5,5,2,4
IE1301802,2026-01,4,2,3,5
IE1301802,2026-02,5,3,4,4
IE1702814,2025-03,3,2,5,5
IE1702814,2025-04,4,3,4,3
IE1702814,2025-05,5,5,5,2
IE1702814,2025-06,2,2,2,5
IE1702814,2025-07,5,3,4,4
IE1702814,2025-08,3,5,4,5
IE1702814,2025-09,3,3,5,2
IE1702814,2025-10,3,3,5,2
IE1702814,2025-11,5,4,5,2
IE1702814,2025-12,2,3,4,5
IE1702814,2026-01,4,4,3,5
IE1702814,2026-02,4,4,5,1
IE1903716,2025-03,5,2,2,4
IE1903716,2025-04,4,5,5,5
IE1903716,2025-05,4,1,4,2
IE1903716,2025-06,4,4,3,3
IE1903716,2025-07,5,4,3,4
IE1903716,2025-08,2,4,5,4
IE1903716,2025-09,2,4,3,4
IE1903716,2025-10,5,4,5,4
IE1903716,2025-11,5,2,5,4
IE1903716,2025-12,4,2,5,3
IE1903716,2026-01,4,5,4,4
IE1903716,2026-02,4,3,2,4
IE9203138,2025-03,4,4,5,5
IE9203138,2025-04,5,5,3,5
IE9203138,2025-05,5,4,4,4
IE9203138,2025-06,4,4,5,2
IE9203138,2025-07,3,3,3,5
IE9203138,2025-08,4,5,3,5
IE9203138,2025-09,5,2,4,5
IE9203138,2025-10,4,5,4,5
IE9203138,2025-11,2,4,5,1
IE9203138,2025-12,3,5,2,4
IE9203138,2026-01,2,4,5,5
IE9203138,2026-02,5,4,4,4
IE9504817,2025-03,3,5,3,4
IE9504817,2025-04,3,4,4,5
IE9504817,2025-05,1,5,1,3
IE9504817,2025-06,5,4,5,2
IE9504817,2025-07,5,4,3,3
IE9504817,2025-08,4,5,2,5
IE9504817,2025-09,5,4,5,5
IE9504817,2025-10,5,5,3,2
IE9504817,2025-11,5,3,5,2
IE9504817,2025-12,3,4,5,1
IE9504817,2026-01,4,4,4,4
IE9504817,2026-02,5,4,5,2
IE9003812,2025-03,4,3,2,5
IE9003812,2025-04,4,5,5,4
IE9003812,2025-05,3,5,1,4
IE9003812,2025-06,5,2,2,3
IE9003812,2025-07,4,2,1,4
IE9003812,2025-08,2,3,2,3
IE9003812,2025-09,5,4,4,5
IE9003812,2025-10,4,5,5,5
IE9003812,2025-11,5,5,4,4
IE9003812,2025-12,5,4,4,4
IE9003812,2026-01,4,2,2,3
IE9003812,2026-02,5,4,4,3
IE1401051,2025-03,3,3,4,3
IE1401051,2025-04,5,1,4,5
IE1401051,2025-05,5,4,1,3
IE1401051,2025-06,3,5,5,4
IE1401051,2025-07,4,2,2,4
IE1401051,2025-08,5,1,4,5
IE1401051,2025-09,3,4,5,1
IE1401051,2025-10,4,4,5,5
IE1401051,2025-11,4,4,4,3
IE1401051,2025-12,3,4,3,4
IE1401051,2026-01,4,5,5,4
IE1401051,2026-02,5,2,5,5
IE0104882,2025-03,4,3,4,2
IE0104882,2025-04,4,5,4,5
IE0104882,2025-05,3,5,5,3
IE0104882,2025-06,5,5,4,4
IE0104882,2025-07,5,4,4,5
IE0104882,2025-08,3,5,5,4
IE0104882,2025-09,3,1,3,3
IE0104882,2025-10,3,3,1,5
IE0104882,2025-11,5,4,4,3
IE0104882,2025-12,5,5,5,2
IE0104882,2026-01,4,3,3,5
IE0104882,2026-02,2,5,3,3
IE0702583,2025-03,4,5,4,2
IE0702583,2025-04,3,3,4,5
IE0702583,2025-05,5,5,4,4
IE0702583,2025-06,5,4,5,4
IE0702583,2025-07,4,4,4,4
IE0702583,2025-08,3,3,4,5
IE0702583,2025-09,4,4,2,4
IE0702583,2025-10,5,5,2,5
IE0702583,2025-11,3,5,3,5
IE0702583,2025-12,3,5,4,5
IE0702583,2026-01,2,4,5,5
IE0702583,2026-02,5,4,3,5
IE9101714,2025-03,4,2,5,4
IE9101714,2025-04,4,5,3,4
IE9101714,2025-05,4,5,5,4
IE9101714,2025-06,2,3,4,4
IE9101714,2025-07,5,1,4,2
IE9101714,2025-08,5,5,5,4
IE9101714,2025-09,4,1,4,5
IE9101714,2025-10,5,1,3,2
IE9101714,2025-11,4,5,3,3
IE9101714,2025-12,4,3,5,5
IE9101714,2026-01,4,3,2,5
IE9101714,2026-02,5,5,4,5
IE2003772,2025-03,3,3,2,4
IE2003772,2025-04,5,3,4,3
IE2003772,2025-05,2,5,2,5
IE2003772,2025-06,2,4,4,4
IE2003772,2025-07,1,3,5,2
IE2003772,2025-08,4,4,5,2
IE2003772,2025-09,5,2,3,4
IE2003772,2025-10,4,3,5,4
IE2003772,2025-11,5,5,5,1
IE2003772,2025-12,4,5,4,4
IE2003772,2026-01,5,4,4,5
IE2003772,2026-02,4,4,4,4
IE1204289,2025-03,4,4,4,4
IE1204289,2025-04,4,5,3,3
IE1204289,2025-05,5,5,4,5
IE1204289,2025-06,1,5,2,5
IE1204289,2025-07,1,5,5,4
IE1204289,2025-08,4,3,5,2
IE1204289,2025-09,3,5,2,5
IE1204289,2025-10,5,2,3,1
IE1204289,2025-11,3,1,2,4
IE1204289,2025-12,4,5,5,3
IE1204289,2026-01,4,4,3,4
IE1204289,2026-02,5,5,3,5
IE0401937,2025-03,3,4,5,4
IE0401937,2025-04,4,4,3,2
IE0401937,2025-05,3,2,5,3
IE0401937,2025-06,4,1,5,1
IE0401937,2025-07,5,4,3,5
IE0401937,2025-08,5,3,5,3
IE0401937,2025-09,4,5,3,3
IE0401937,2025-10,4,4,4,4
IE0401937,2025-11,2,5,4,4
IE0401937,2025-12,5,4,4,5
IE0401937,2026-01,5,5,3,4
IE0401937,2026-02,4,5,5,5
IE0001721,2025-03,5,4,4,4
IE0001721,2025-04,4,5,5,2
IE0001721,2025-05,4,1,5,5
IE0001721,2025-06,4,5,3,5
IE0001721,2025-07,4,4,5,3
IE0001721,2025-08,4,2,4,5
IE0001721,2025-09,2,4,5,2
IE0001721,2025-10,4,3,5,4
IE0001721,2025-11,3,4,3,4
IE0001721,2025-12,2,5,5,4
IE0001721,2026-01,3,4,5,5
IE0001721,2026-02,4,5,4,2
IE9300639,2025-03,3,5,4,1
IE9300639,2025-04,3,4,4,5
IE9300639,2025-05,5,5,5,3
IE9300639,2025-06,2,4,4,4
IE9300639,2025-07,5,2,3,2
IE9300639,2025-08,4,4,5,3
IE9300639,2025-09,3,3,4,3
IE9300639,2025-10,2,5,4,5
IE9300639,2025-11,4,4,3,5
IE9300639,2025-12,2,4,4,4
IE9300639,2026-01,4,3,3,3
IE9300639,2026-02,3,4,3,3
IE1302556,2025-03,3,2,4,4
IE1302556,2025-04,4,2,1,5
IE1302556,2025-05,5,4,5,5
IE1302556,2025-06,4,5,4,3
IE1302556,2025-07,5,3,3,3
IE1302556,2025-08,4,2,5,5
IE1302556,2025-09,5,4,5,3
IE1302556,2025-10,3,5,5,4
IE1302556,2025-11,4,5,5,4
IE1302556,2025-12,3,3,5,1
IE1302556,2026-01,4,4,3,5
IE1302556,2026-02,4,4,2,5
IE2001530,2025-03,3,5,3,5
IE2001530,2025-04,2,4,4,1
IE2001530,2025-05,3,4,3,3
IE2001530,2025-06,3,3,4,3
IE2001530,2025-07,5,2,5,5
IE2001530,2025-08,4,5,4,5
IE2001530,2025-09,4,1,5,4
IE2001530,2025-10,3,3,5,2
IE2001530,2025-11,4,4,5,4
IE2001530,2025-12,5,4,5,5
IE2001530,2026-01,4,5,5,3
IE2001530,2026-02,5,5,2,4
IE0403261,2025-03,1,5,4,5
IE0403261,2025-04,4,2,4,5
IE0403261,2025-05,3,4,5,5
IE0403261,2025-06,2,1,4,4
IE0403261,2025-07,1,4,3,4
IE0403261,2025-08,5,2,4,5
IE0403261,2025-09,3,2,4,3
IE0403261,2025-10,3,5,3,5
IE0403261,2025-11,1,3,3,4
IE0403261,2025-12,5,3,4,4
IE0403261,2026-01,4,2,3,2
IE0403261,2026-02,4,4,3,2
IE9002017,2025-03,5,5,4,3
IE9002017,2025-04,4,2,4,4
IE9002017,2025-05,1,4,3,5
IE9002017,2025-06,4,4,2,3
IE9002017,2025-07,5,2,5,3
IE9002017,2025-08,4,5,4,4
IE9002017,2025-09,4,5,5,3
IE9002017,2025-10,4,3,5,1
IE9002017,2025-11,4,4,4,4
IE9002017,2025-12,5,4,3,3
IE9002017,2026-01,3,3,4,4
IE9002017,2026-02,5,5,2,4
IE1302894,2025-03,5,5,3,3
IE1302894,2025-04,5,5,5,2
IE1302894,2025-05,3,4,5,4
IE1302894,2025-06,3,3,4,2
IE1302894,2025-07,1,3,5,5
IE1302894,2025-08,5,5,4,2
IE1302894,2025-09,5,2,4,3
IE1302894,2025-10,4,5,4,4
IE1302894,2025-11,3,4,4,5
IE1302894,2025-12,1,4,3,3
IE1302894,2026-01,3,5,2,5
IE1302894,2026-02,5,2,5,4
IE1404898,2025-03,5,1,5,4
IE1404898,2025-04,3,3,5,4
IE1404898,2025-05,5,5,5,5
IE1404898,2025-06,5,5,5,3
IE1404898,2025-07,4,3,4,3
IE1404898,2025-08,4,4,5,4
IE1404898,2025-09,5,1,1,5
IE1404898,2025-10,5,4,2,3
IE1404898,2025-11,3,5,5,5
IE1404898,2025-12,2,5,3,2
IE1404898,2026-01,5,5,5,3
IE1404898,2026-02,4,4,4,5
IE2500899,2025-03,3,4,5,5
IE2500899,2025-04,3,4,3,2
IE2500899,2025-05,4,5,4,4
IE2500899,2025-06,5,5,4,2
IE2500899,2025-07,5,5,4,5
IE2500899,2025-08,4,1,3,4
IE2500899,2025-09,4,2,4,2
IE2500899,2025-10,2,4,4,4
IE2500899,2025-11,5,5,5,3
IE2500899,2025-12,3,5,4,4
IE2500899,2026-01,5,4,2,2
IE2500899,2026-02,4,4,5,1
IE0003850,2025-03,4,4,5,4
IE0003850,2025-04,4,3,4,4
IE0003850,2025-05,4,3,5,4
IE0003850,2025-06,5,2,5,4
IE0003850,2025-07,5,4,4,1
IE0003850,2025-08,5,5,5,3
IE0003850,2025-09,3,3,3,4
IE0003850,2025-10,3,3,4,5
IE0003850,2025-11,4,4,2,2
IE0003850,2025-12,5,4,5,4
IE0003850,2026-01,2,1,3,5
IE0003850,2026-02,5,3,4,5
IE2005039,2025-03,3,5,5,5
IE2005039,2025-04,3,5,4,5
IE2005039,2025-05,3,5,5,2
IE2005039,2025-06,2,5,2,4
IE2005039,2025-07,2,3,2,4
IE2005039,2025-08,5,5,4,5
IE2005039,2025-09,4,5,3,4
IE2005039,2025-10,4,3,3,5
IE2005039,2025-11,4,3,3,4
IE2005039,2025-12,3,2,5,2
IE2005039,2026-01,5,5,4,5
IE2005039,2026-02,4,2,4,4
IE0104803,2025-03,3,4,5,4
IE0104803,2025-04,2,1,5,4
IE0104803,2025-05,4,3,5,4
IE0104803,2025-06,3,5,4,5
IE0104803,2025-07,5,4,4,5
IE0104803,2025-08,5,4,3,5
IE0104803,2025-09,1,3,5,4
IE0104803,2025-10,5,5,4,4
IE0104803,2025-11,4,4,4,5
IE0104803,2025-12,3,2,5,4
IE0104803,2026-01,5,2,4,5
IE0104803,2026-02,4,1,5,4
IE1304384,2025-03,1,5,4,3
IE1304384,2025-04,5,3,5,3
IE1304384,2025-05,4,3,4,2
IE1304384,2025-06,5,5,5,5
IE1304384,2025-07,2,5,3,4
IE1304384,2025-08,3,5,3,4
IE1304384,2025-09,5,5,2,4
IE1304384,2025-10,5,4,5,5
IE1304384,2025-11,3,4,4,5
IE1304384,2025-12,5,3,2,1
IE1304384,2026-01,4,2,3,4
IE1304384,2026-02,3,5,2,2
IE2505173,2025-03,5,4,4,1
IE2505173,2025-04,2,3,1,5
IE2505173,2025-05,5,4,2,4
IE2505173,2025-06,1,4,4,5
IE2505173,2025-07,4,3,5,5
IE2505173,2025-08,1,4,5,5
IE2505173,2025-09,4,4,4,4
IE2505173,2025-10,3,2,4,4
IE2505173,2025-11,4,3,5,5
IE2505173,2025-12,5,5,4,5
IE2505173,2026-01,4,3,4,3
IE2505173,2026-02,4,3,5,4
IE0603458,2025-03,4,2,3,5
IE0603458,2025-04,5,4,5,5
IE0603458,2025-05,3,5,4,4
IE0603458,2025-06,5,5,5,3
IE0603458,2025-07,4,4,2,4
IE0603458,2025-08,4,3,4,1
IE0603458,2025-09,5,1,5,5
IE0603458,2025-10,2,4,3,2
IE0603458,2025-11,4,4,2,3
IE0603458,2025-12,2,5,4,3
IE0603458,2026-01,4,5,2,3
IE0603458,2026-02,4,2,4,2
IE1302800,2025-03,5,3,3,5
IE1302800,2025-04,2,4,3,3
IE1302800,2025-05,2,4,3,2
IE1302800,2025-06,2,4,4,5
IE1302800,2025-07,3,5,4,3
IE1302800,2025-08,4,5,1,1
IE1302800,2025-09,5,5,5,4
IE1302800,2025-10,5,4,4,3
IE1302800,2025-11,1,4,1,3
IE1302800,2025-12,3,4,5,4
IE1302800,2026-01,4,4,1,5
IE1302800,2026-02,4,3,3,4
IE2303950,2025-03,5,3,4,5
IE2303950,2025-04,5,4,5,1
IE2303950,2025-05,3,5,4,3
IE2303950,2025-06,5,5,5,4
IE2303950,2025-07,5,4,3,4
IE2303950,2025-08,1,4,3,5
IE2303950,2025-09,5,5,2,4
IE2303950,2025-10,4,3,4,5
IE2303950,2025-11,2,4,5,3
IE2303950,2025-12,3,5,5,2
IE2303950,2026-01,4,1,4,4
IE2303950,2026-02,5,3,4,3
IE0101940,2025-03,4,4,2,4
IE0101940,2025-04,4,5,4,4
IE0101940,2025-05,3,4,2,5
IE0101940,2025-06,3,5,5,5
IE0101940,2025-07,4,5,4,4
IE0101940,2025-08,5,4,4,3
IE0101940,2025-09,4,3,5,2
IE0101940,2025-10,4,4,4,4
IE0101940,2025-11,5,4,5,5
IE0101940,2025-12,4,3,3,4
IE0101940,2026-01,4,5,2,4
IE0101940,2026-02,5,4,2,2
IE9404752,2025-03,2,5,4,3
IE9404752,2025-04,5,5,1,5
IE9404752,2025-05,3,5,5,3
IE9404752,2025-06,3,5,5,4
IE9404752,2025-07,1,3,3,4
IE9404752,2025-08,2,4,5,3
IE9404752,2025-09,4,5,3,5
IE9404752,2025-10,3,2,3,3
IE9404752,2025-11,5,4,2,4
IE9404752,2025-12,4,5,4,4
IE9404752,2026-01,4,2,5,2
IE9404752,2026-02,4,2,5,3
IE0902562,2025-03,3,5,5,2
IE0902562,2025-04,3,4,4,2
IE0902562,2025-05,5,5,4,5
IE0902562,2025-06,1,4,4,4
IE0902562,2025-07,3,4,5,5
IE0902562,2025-08,5,4,2,4
IE0902562,2025-09,4,4,3,5
IE0902562,2025-10,3,4,5,5
IE0902562,2025-11,4,4,5,3
IE0902562,2025-12,4,5,4,5
IE0902562,2026-01,2,2,4,2
IE0902562,2026-02,3,1,5,3
IE2502734,2025-03,3,4,3,3
IE2502734,2025-04,4,5,3,5
IE2502734,2025-05,2,4,4,4
IE2502734,2025-06,3,4,4,5
IE2502734,2025-07,3,3,5,4
IE2502734,2025-08,5,5,4,4
IE2502734,2025-09,5,5,1,5
IE2502734,2025-10,5,2,4,3
IE2502734,2025-11,4,2,1,2
IE2502734,2025-12,1,4,5,4
IE2502734,2026-01,4,3,4,5
IE2502734,2026-02,4,5,4,4
IE1103707,2025-03,4,3,3,3
IE1103707,2025-04,2,4,5,3
IE1103707,2025-05,4,5,4,4
IE1103707,2025-06,2,5,4,2
IE1103707,2025-07,4,4,4,5
IE1103707,2025-08,4,4,5,3
IE1103707,2025-09,3,5,5,4
IE1103707,2025-10,5,5,3,5
IE1103707,2025-11,5,5,5,5
IE1103707,2025-12,2,1,5,3
IE1103707,2026-01,3,4,3,5
IE1103707,2026-02,5,4,5,4
IE2000646,2025-03,4,3,4,5
IE2000646,2025-04,3,5,5,5
IE2000646,2025-05,5,2,2,5
IE2000646,2025-06,2,4,4,2
IE2000646,2025-07,4,2,2,3
IE2000646,2025-08,4,3,5,1
IE2000646,2025-09,3,3,4,5
IE2000646,2025-10,5,3,3,5
IE2000646,2025-11,3,2,2,4
IE2000646,2025-12,4,4,5,5
IE2000646,2026-01,4,5,5,5
IE2000646,2026-02,3,4,4,4
IE0102772,2025-03,5,4,5,3
IE0102772,2025-04,5,4,3,1
IE0102772,2025-05,5,4,2,3
IE0102772,2025-06,4,1,3,4
IE0102772,2025-07,4,4,5,5
IE0102772,2025-08,4,4,4,1
IE0102772,2025-09,5,5,1,5
IE0102772,2025-10,5,5,4,5
IE0102772,2025-11,4,4,5,4
IE0102772,2025-12,4,2,5,2
IE0102772,2026-01,5,3,4,5
IE0102772,2026-02,5,5,4,3
IE1500374,2025-03,3,3,3,5
IE1500374,2025-04,4,4,3,5
IE1500374,2025-05,4,4,3,4
IE1500374,2025-06,3,5,3,3
IE1500374,2025-07,5,1,5,3
IE1500374,2025-08,3,4,3,3
IE1500374,2025-09,4,5,5,5
IE1500374,2025-10,5,5,4,4
IE1500374,2025-11,4,5,3,5
IE1500374,2025-12,4,4,4,5
IE1500374,2026-01,5,4,4,3
IE1500374,2026-02,5,4,5,5
IE1205317,2025-03,5,3,2,4
IE1205317,2025-04,5,4,5,5
IE1205317,2025-05,5,5,3,2
IE1205317,2025-06,5,3,4,3
IE1205317,2025-07,5,5,5,4
IE1205317,2025-08,4,5,5,3
IE1205317,2025-09,5,4,4,2
IE1205317,2025-10,4,4,3,4
IE1205317,2025-11,3,4,3,3
IE1205317,2025-12,4,4,4,5
IE1205317,2026-01,5,1,2,4
IE1205317,2026-02,5,5,4,5
IE0001216,2025-03,2,3,3,5
IE0001216,2025-04,4,3,5,3
IE0001216,2025-05,3,5,4,4
IE0001216,2025-06,4,3,5,4
IE0001216,2025-07,4,2,5,3
IE0001216,2025-08,5,4,5,5
IE0001216,2025-09,5,4,4,4
IE0001216,2025-10,1,4,4,4
IE0001216,2025-11,5,4,5,3
IE0001216,2025-12,1,2,3,4
IE0001216,2026-01,3,2,3,4
IE0001216,2026-02,4,4,5,3
IE9304958,2025-03,5,4,3,5
IE9304958,2025-04,4,2,4,4
IE9304958,2025-05,5,4,3,1
IE9304958,2025-06,4,5,3,4
IE9304958,2025-07,2,5,5,3
IE9304958,2025-08,3,4,5,4
IE9304958,2025-09,4,4,5,4
IE9304958,2025-10,3,5,5,2
IE9304958,2025-11,4,2,4,5
IE9304958,2025-12,3,2,5,4
IE9304958,2026-01,4,3,4,3
IE9304958,2026-02,4,4,3,5
IE0900840,2025-03,5,5,1,4
IE0900840,2025-04,5,5,4,2
IE0900840,2025-05,4,5,3,5
IE0900840,2025-06,2,4,4,4
IE0900840,2025-07,4,1,2,3
IE0900840,2025-08,1,2,5,5
IE0900840,2025-09,4,5,5,5
IE0900840,2025-10,4,4,4,5
IE0900840,2025-11,1,3,4,5
