numero_empleado,mes,horas_trabajadas,ausencias_justificadas,ausencias_no_justificadas,rating_desempeno
IE0803741,2025-08,170,0,0,Meets
IE0803741,2025-09,171,0,0,Exceeds
IE0803741,2025-10,170,2,1,Needs Improvement
IE0803741,2025-11,200,2,0,Meets
IE0803741,2025-12,168,0,0,Exceeds
IE0803741,2026-01,145,0,0,Outstanding
IE0803741,2026-02,180,0,0,Exceeds
IE9903742,2025-03,166,0,0,Exceeds
IE9903742,2025-04,168,0,0,Meets
IE9903742,2025-05,157,0,1,Meets
IE9903742,2025-06,165,0,0,Meets
IE9903742,2025-07,182,0,0,Meets
IE9903742,2025-08,159,1,0,Exceeds
IE9903742,2025-09,153,0,0,Exceeds
IE9903742,2025-10,165,1,0,Exceeds
IE9903742,2025-11,163,0,0,Exceeds
IE9903742,2025-12,172,0,1,Meets
IE9903742,2026-01,142,0,0,Exceeds
IE9903742,2026-02,153,0,0,Exceeds
IE9403743,2025-03,171,0,0,Exceeds
IE9403743,2025-04,166,0,0,Meets
IE9403743,2025-05,176,1,0,Meets
IE9403743,2025-06,185,0,0,Meets
IE9403743,2025-07,184,0,0,Exceeds
IE9403743,2025-08,183,1,0,Meets
IE9403743,2025-09,168,0,0,Exceeds
IE9403743,2025-10,186,0,1,Needs Improvement
IE9403743,2025-11,159,0,1,Meets
IE9403743,2025-12,149,2,0,Meets
IE9403743,2026-01,142,2,0,Meets
IE9403743,2026-02,164,1,0,Meets
IE9203744,2025-03,179,0,0,Meets
IE9203744,2025-04,156,2,0,Meets
IE9203744,2025-05,167,0,0,Exceeds
IE9203744,2025-06,185,1,0,Meets
IE9203744,2025-07,168,1,1,Meets
IE9203744,2025-08,168,2,0,Meets
IE9203744,2025-09,144,0,1,Meets
IE9203744,2025-10,157,0,0,Meets
IE9203744,2025-11,190,3,0,Meets
IE9203744,2025-12,175,2,0,Meets
IE9203744,2026-01,178,1,1,Meets
IE9203744,2026-02,149,0,1,Exceeds
IE9303745,2025-03,173,2,0,Meets
IE9303745,2025-04,169,2,0,Meets
IE9303745,2025-05,162,1,0,Meets
IE9303745,2025-06,177,0,0,Exceeds
IE9303745,2025-07,163,3,1,Meets
IE9303745,2025-08,185,1,0,Exceeds
IE9303745,2025-09,164,1,0,Meets
IE9303745,2025-10,174,3,0,Meets
IE9303745,2025-11,163,2,1,Meets
IE9303745,2025-12,184,2,0,Meets
IE9303745,2026-01,157,0,0,Exceeds
IE9303745,2026-02,159,0,0,Meets
IE9203746,2025-03,156,0,1,Meets
IE9203746,2025-04,159,1,0,Meets
IE9203746,2025-05,178,1,0,Exceeds
IE9203746,2025-06,166,1,1,Exceeds
IE9203746,2025-07,165,1,0,Needs Improvement
IE9203746,2025-08,167,2,1,Needs Improvement
IE9203746,2025-09,162,0,0,Meets
IE9203746,2025-10,150,2,0,Meets
IE9203746,2025-11,182,1,0,Meets
IE9203746,2025-12,168,1,0,Meets
IE9203746,2026-01,163,1,0,Exceeds
IE9203746,2026-02,159,0,2,Needs Improvement
IE0803747,2025-03,167,0,0,Exceeds
IE0803747,2025-04,172,1,0,Meets
IE0803747,2025-05,175,1,1,Exceeds
IE0803747,2025-06,176,1,0,Meets
IE0803747,2025-07,167,2,0,Meets
IE0803747,2025-08,170,0,0,Exceeds
IE0803747,2025-09,179,3,0,Meets
IE0803747,2025-10,173,1,0,Meets
IE0803747,2025-11,139,2,0,Needs Improvement
IE0803747,2025-12,143,0,2,Meets
IE0803747,2026-01,177,0,0,Exceeds
IE0803747,2026-02,179,1,0,Exceeds
IE9803748,2025-03,165,0,0,Meets
IE9803748,2025-04,169,1,0,Meets
IE9803748,2025-05,183,0,0,Exceeds
IE9803748,2025-06,156,2,0,Needs Improvement
IE9803748,2025-07,187,0,1,Needs Improvement
IE9803748,2025-08,147,1,0,Needs Improvement
IE9803748,2025-09,170,1,0,Meets
IE9803748,2025-10,166,0,0,Meets
IE9803748,2025-11,164,1,0,Meets
IE9803748,2025-12,168,1,0,Meets
IE9803748,2026-01,178,0,0,Meets
IE9803748,2026-02,163,3,0,Meets
IE9903749,2025-03,184,1,0,Exceeds
IE9903749,2025-04,161,0,0,Meets
IE9903749,2025-05,171,0,1,Needs Improvement
IE9903749,2025-06,202,0,0,Meets
IE9903749,2025-07,178,1,0,Meets
IE9903749,2025-08,182,0,0,Exceeds
IE9903749,2025-09,168,2,1,Needs Improvement
IE9903749,2025-10,188,0,1,Meets
IE9903749,2025-11,174,1,0,Meets
IE9903749,2025-12,151,0,0,Meets
IE9903749,2026-01,159,0,1,Exceeds
IE9903749,2026-02,163,0,0,Meets
IE0703750,2025-03,158,0,0,Exceeds
IE0703750,2025-04,162,0,0,Outstanding
IE0703750,2025-05,155,1,0,Meets
IE0703750,2025-06,161,0,0,Meets
IE0703750,2025-07,163,1,0,Meets
IE0703750,2025-08,151,0,0,Exceeds
IE0703750,2025-09,168,0,0,Exceeds
IE0703750,2025-10,165,0,1,Meets
IE0703750,2025-11,166,2,0,Meets
IE0703750,2025-12,179,0,0,Meets
IE0703750,2026-01,160,1,2,Meets
IE0703750,2026-02,174,0,0,Exceeds
IE1103751,2025-03,198,0,0,Meets
IE1103751,2025-04,152,3,0,Needs Improvement
IE1103751,2025-05,182,1,0,Needs Improvement
IE1103751,2025-06,160,2,0,Meets
IE1103751,2025-07,178,1,0,Meets
IE1103751,2025-08,172,0,0,Exceeds
IE1103751,2025-09,172,0,0,Meets
IE1103751,2025-10,178,1,0,Meets
IE1103751,2025-11,148,0,1,Needs Improvement
IE1103751,2025-12,166,0,0,Exceeds
IE1103751,2026-01,179,1,0,Meets
IE1103751,2026-02,183,0,1,Meets
IE9103752,2025-03,176,0,0,Needs Improvement
IE9103752,2025-04,175,0,2,Meets
IE9103752,2025-05,181,0,0,Meets
IE9103752,2025-06,158,0,1,Meets
IE9103752,2025-07,174,0,1,Meets
IE9103752,2025-08,169,0,0,Outstanding
IE9103752,2025-09,160,0,1,Meets
IE9103752,2025-10,175,2,0,Meets
IE9103752,2025-11,170,2,1,Needs Improvement
IE9103752,2025-12,166,0,0,Exceeds
IE9103752,2026-01,162,3,0,Meets
IE9103752,2026-02,175,1,0,Exceeds
IE1903753,2025-03,180,1,0,Exceeds
IE1903753,2025-04,173,1,1,Meets
IE1903753,2025-05,145,0,1,Exceeds
IE1903753,2025-06,157,0,1,Exceeds
IE1903753,2025-07,167,2,0,Needs Improvement
IE1903753,2025-08,174,0,1,Meets
IE1903753,2025-09,172,0,1,Meets
IE1903753,2025-10,186,0,0,Meets
IE1903753,2025-11,155,0,0,Exceeds
IE1903753,2025-12,167,1,0,Meets
IE1903753,2026-01,174,2,1,Meets
IE1903753,2026-02,176,0,0,Meets
IE0103754,2025-03,154,0,1,Exceeds
IE0103754,2025-04,175,0,0,Exceeds
IE0103754,2025-05,164,0,0,Meets
IE0103754,2025-06,174,1,0,Meets
IE0103754,2025-07,177,0,0,Exceeds
IE0103754,2025-08,161,2,0,Meets
IE0103754,2025-09,163,3,1,Needs Improvement
IE0103754,2025-10,170,2,0,Needs Improvement
IE0103754,2025-11,183,1,0,Needs Improvement
IE0103754,2025-12,189,0,1,Meets
IE0103754,2026-01,151,1,0,Meets
IE0103754,2026-02,156,0,0,Exceeds
IE9903755,2025-03,171,1,0,Exceeds
IE9903755,2025-04,171,0,0,Meets
IE9903755,2025-05,166,1,0,Exceeds
IE9903755,2025-06,178,0,0,Meets
IE9903755,2025-07,161,2,3,Needs Improvement
IE9903755,2025-08,170,1,0,Meets
IE9903755,2025-09,174,1,1,Meets
IE9903755,2025-10,184,0,0,Exceeds
IE9903755,2025-11,156,1,0,Meets
IE9903755,2025-12,156,1,0,Exceeds
IE9903755,2026-01,176,1,1,Exceeds
IE9903755,2026-02,175,2,0,Exceeds
IE2403756,2025-03,156,1,0,Meets
IE2403756,2025-04,173,1,1,Meets
IE2403756,2025-05,174,0,1,Exceeds
IE2403756,2025-06,144,3,1,Meets
IE2403756,2025-07,187,2,0,Meets
IE2403756,2025-08,166,1,1,Meets
IE2403756,2025-09,159,1,0,Needs Improvement
IE2403756,2025-10,170,1,0,Outstanding
IE2403756,2025-11,179,0,0,Meets
IE2403756,2025-12,173,0,1,Meets
IE2403756,2026-01,163,1,0,Meets
IE2403756,2026-02,160,1,1,Meets
IE2503757,2025-03,154,1,0,Meets
IE2503757,2025-04,176,3,0,Meets
IE2503757,2025-05,186,0,0,Meets
IE2503757,2025-06,169,1,1,Meets
IE2503757,2025-07,170,0,1,Meets
IE2503757,2025-08,175,1,0,Needs Improvement
IE2503757,2025-09,157,1,0,Exceeds
IE2503757,2025-10,174,0,1,Exceeds
IE2503757,2025-11,189,0,0,Exceeds
IE2503757,2025-12,183,2,1,Needs Improvement
IE2503757,2026-01,155,1,3,Meets
IE2503757,2026-02,173,0,0,Meets
IE1603758,2025-03,171,0,0,Exceeds
IE1603758,2025-04,155,1,0,Exceeds
IE1603758,2025-05,168,1,0,Exceeds
IE1603758,2025-06,154,1,0,Meets
IE1603758,2025-07,194,4,0,Needs Improvement
IE1603758,2025-08,155,0,0,Outstanding
IE1603758,2025-09,167,1,1,Meets
IE1603758,2025-10,143,2,0,Needs Improvement
IE1603758,2025-11,176,0,0,Exceeds
IE1603758,2025-12,181,2,0,Needs Improvement
IE1603758,2026-01,171,0,1,Exceeds
IE1603758,2026-02,166,2,0,Meets
IE9403759,2025-03,156,0,1,Needs Improvement
IE9403759,2025-04,172,1,1,Meets
IE9403759,2025-05,188,1,0,Meets
IE9403759,2025-06,164,0,0,Exceeds
IE9403759,2025-07,183,1,1,Exceeds
IE9403759,2025-08,160,1,0,Meets
IE9403759,2025-09,173,1,2,Needs Improvement
IE9403759,2025-10,159,0,1,Exceeds
IE9403759,2025-11,177,2,0,Needs Improvement
IE9403759,2025-12,167,0,1,Meets
IE9403759,2026-01,161,1,0,Meets
IE9403759,2026-02,153,0,0,Meets
IE1603760,2025-03,182,1,0,Needs Improvement
IE1603760,2025-04,176,0,0,Meets
IE1603760,2025-05,159,0,1,Meets
IE1603760,2025-06,167,3,0,Needs Improvement
IE1603760,2025-07,154,0,0,Exceeds
IE1603760,2025-08,149,2,1,Meets
IE1603760,2025-09,196,2,0,Meets
IE1603760,2025-10,187,0,1,Exceeds
IE1603760,2025-11,158,1,0,Meets
IE1603760,2025-12,193,1,0,Needs Improvement
IE1603760,2026-01,183,1,0,Exceeds
IE1603760,2026-02,174,0,0,Meets
IE9503761,2025-03,172,1,0,Meets
IE9503761,2025-04,148,1,0,Exceeds
IE9503761,2025-05,176,3,0,Needs Improvement
IE9503761,2025-06,175,0,0,Outstanding
IE9503761,2025-07,168,0,1,Meets
IE9503761,2025-08,166,2,0,Meets
IE9503761,2025-09,166,1,0,Meets
IE9503761,2025-10,140,0,0,Exceeds
IE9503761,2025-11,172,1,0,Exceeds
IE9503761,2025-12,159,0,0,Meets
IE9503761,2026-01,163,0,0,Exceeds
IE9503761,2026-02,172,0,1,Meets
IE9403762,2025-03,172,0,0,Exceeds
IE9403762,2025-04,162,0,2,Exceeds
IE9403762,2025-05,171,2,0,Needs Improvement
IE9403762,2025-06,162,0,0,Meets
IE9403762,2025-07,175,2,0,Meets
IE9403762,2025-08,153,1,0,Exceeds
IE9403762,2025-09,166,2,1,Needs Improvement
IE9403762,2025-10,143,1,0,Exceeds
IE9403762,2025-11,165,0,0,Meets
IE9403762,2025-12,148,5,1,Needs Improvement
IE9403762,2026-01,171,0,0,Meets
IE9403762,2026-02,190,1,1,Meets
IE9703763,2025-03,140,1,1,Meets
IE9703763,2025-04,179,1,1,Needs Improvement
IE9703763,2025-05,165,0,0,Exceeds
IE9703763,2025-06,156,1,0,Meets
IE9703763,2025-07,158,0,0,Exceeds
IE9703763,2025-08,187,1,2,Meets
IE9703763,2025-09,181,0,1,Exceeds
IE9703763,2025-10,175,1,0,Needs Improvement
IE9703763,2025-11,145,1,1,Meets
IE9703763,2025-12,165,0,0,Exceeds
IE9703763,2026-01,181,0,0,Exceeds
IE9703763,2026-02,167,1,0,Meets
IE0103764,2025-03,164,0,0,Exceeds
IE0103764,2025-04,165,1,0,Exceeds
IE0103764,2025-05,169,0,0,Exceeds
IE0103764,2025-06,171,0,0,Exceeds
IE0103764,2025-07,175,1,1,Needs Improvement
IE0103764,2025-08,144,1,1,Needs Improvement
IE0103764,2025-09,177,1,0,Needs Improvement
IE0103764,2025-10,161,2,0,Meets
IE0103764,2025-11,181,0,0,Meets
IE0103764,2025-12,146,0,0,Meets
IE0103764,2026-01,182,0,0,Exceeds
IE0103764,2026-02,158,0,0,Exceeds
IE1203765,2025-03,156,0,0,Meets
IE1203765,2025-04,172,0,1,Needs Improvement
IE1203765,2025-05,164,0,0,Meets
IE1203765,2025-06,141,1,0,Meets
IE1203765,2025-07,165,0,0,Exceeds
IE1203765,2025-08,181,0,1,Meets
IE1203765,2025-09,160,1,0,Needs Improvement
IE1203765,2025-10,149,2,0,Meets
IE1203765,2025-11,167,0,0,Meets
IE1203765,2025-12,172,0,0,Exceeds
IE1203765,2026-01,164,1,0,Meets
IE1203765,2026-02,186,3,1,Meets
IE1403766,2025-03,179,2,0,Needs Improvement
IE1403766,2025-04,163,1,1,Meets
IE1403766,2025-05,145,0,0,Exceeds
IE1403766,2025-06,167,1,0,Meets
IE1403766,2025-07,167,3,0,Needs Improvement
IE1403766,2025-08,170,0,0,Meets
IE1403766,2025-09,163,3,0,Meets
IE1403766,2025-10,174,0,1,Meets
IE1403766,2025-11,155,1,0,Meets
IE1403766,2025-12,168,0,0,Exceeds
IE1403766,2026-01,179,1,0,Meets
IE1403766,2026-02,165,0,0,Meets
IE9603767,2025-03,158,0,0,Exceeds
IE9603767,2025-04,168,0,0,Exceeds
IE9603767,2025-05,174,0,0,Meets
IE9603767,2025-06,160,0,0,Meets
IE9603767,2025-07,161,2,0,Meets
IE9603767,2025-08,163,0,0,Meets
IE9603767,2025-09,190,0,2,Meets
IE9603767,2025-10,165,2,0,Meets
IE9603767,2025-11,176,2,2,Needs Improvement
IE9603767,2025-12,172,1,1,Meets
IE9603767,2026-01,166,0,1,Meets
IE9603767,2026-02,177,1,0,Needs Improvement
IE9003768,2025-03,166,0,1,Meets
IE9003768,2025-04,167,0,0,Meets
IE9003768,2025-05,178,1,0,Meets
IE9003768,2025-06,165,0,1,Needs Improvement
IE9003768,2025-07,198,1,0,Meets
IE9003768,2025-08,165,1,0,Exceeds
IE9003768,2025-09,191,0,1,Meets
IE9003768,2025-10,178,0,0,Exceeds
IE9003768,2025-11,151,1,0,Meets
IE9003768,2025-12,186,0,0,Exceeds
IE9003768,2026-01,158,1,1,Meets
IE9003768,2026-02,196,1,0,Needs Improvement
IE0703769,2025-03,169,0,0,Meets
IE0703769,2025-04,174,1,0,Meets
IE0703769,2025-05,166,2,2,Meets
IE0703769,2025-06,159,1,0,Meets
IE0703769,2025-07,176,0,0,Exceeds
IE0703769,2025-08,172,0,1,Exceeds
IE0703769,2025-09,165,1,1,Meets
IE0703769,2025-10,160,0,1,Exceeds
IE0703769,2025-11,171,1,1,Meets
IE0703769,2025-12,166,0,0,Exceeds
IE0703769,2026-01,163,1,2,Meets
IE0703769,2026-02,154,1,0,Meets
IE9503770,2025-03,165,1,1,Needs Improvement
IE9503770,2025-04,159,1,1,Meets
IE9503770,2025-05,162,2,0,Meets
IE9503770,2025-06,177,0,0,Meets
IE9503770,2025-07,157,1,0,Exceeds
IE9503770,2025-08,175,1,0,Exceeds
IE9503770,2025-09,177,1,0,Meets
IE9503770,2025-10,154,1,2,Meets
IE9503770,2025-11,171,0,0,Needs Improvement
IE9503770,2025-12,162,1,0,Meets
IE9503770,2026-01,182,0,1,Meets
IE9503770,2026-02,164,1,1,Exceeds
IE9003771,2025-03,142,1,1,Needs Improvement
IE9003771,2025-04,155,1,1,Needs Improvement
IE9003771,2025-05,163,2,0,Exceeds
IE9003771,2025-06,163,0,0,Meets
IE9003771,2025-07,168,0,0,Meets
IE9003771,2025-08,168,0,1,Exceeds
IE9003771,2025-09,161,1,0,Meets
IE9003771,2025-10,158,0,0,Exceeds
IE9003771,2025-11,162,1,0,Meets
IE9003771,2025-12,177,1,0,Meets
IE9003771,2026-01,192,1,0,Exceeds
IE9003771,2026-02,168,0,1,Exceeds
IE2003772,2025-03,157,0,0,Exceeds
IE2003772,2025-04,173,0,0,Outstanding
IE2003772,2025-05,185,0,0,Exceeds
IE2003772,2025-06,171,2,0,Meets
IE2003772,2025-07,155,0,0,Meets
IE2003772,2025-08,160,1,0,Meets
IE2003772,2025-09,172,1,0,Meets
IE2003772,2025-10,162,0,0,Exceeds
IE2003772,2025-11,171,0,0,Exceeds
IE2003772,2025-12,181,0,0,Meets
IE2003772,2026-01,183,1,1,Needs Improvement
IE2003772,2026-02,177,1,1,Exceeds
IE1203773,2025-03,156,1,1,Needs Improvement
IE1203773,2025-04,177,1,0,Meets
IE1203773,2025-05,165,1,1,Meets
IE1203773,2025-06,160,2,0,Meets
IE1203773,2025-07,172,4,1,Needs Improvement
IE1203773,2025-08,142,0,1,Meets
IE1203773,2025-09,160,0,0,Meets
IE1203773,2025-10,165,1,0,Meets
IE1203773,2025-11,173,1,0,Exceeds
IE1203773,2025-12,169,2,1,Meets
IE1203773,2026-01,159,0,0,Exceeds
IE1203773,2026-02,189,3,0,Needs Improvement
IE2103774,2025-03,187,0,0,Meets
IE2103774,2025-04,177,0,0,Meets
IE2103774,2025-05,157,1,0,Needs Improvement
IE2103774,2025-06,179,1,0,Exceeds
IE2103774,2025-07,182,2,0,Meets
IE2103774,2025-08,166,0,0,Meets
IE2103774,2025-09,174,0,0,Meets
IE2103774,2025-10,161,3,0,Meets
IE2103774,2025-11,174,0,1,Meets
IE2103774,2025-12,181,1,0,Meets
IE2103774,2026-01,190,1,0,Meets
IE2103774,2026-02,169,0,0,Exceeds
IE2203775,2025-03,178,1,1,Needs Improvement
IE2203775,2025-04,157,1,0,Meets
IE2203775,2025-05,145,2,0,Needs Improvement
IE2203775,2025-06,173,1,0,Meets
IE2203775,2025-07,158,0,0,Exceeds
IE2203775,2025-08,194,1,0,Needs Improvement
IE2203775,2025-09,163,1,0,Exceeds
IE2203775,2025-10,177,1,0,Meets
IE2203775,2025-11,168,0,1,Meets
IE2203775,2025-12,162,0,0,Meets
IE2203775,2026-01,170,1,0,Exceeds
IE2203775,2026-02,177,2,0,Meets
IE1303776,2025-03,162,2,0,Meets
IE1303776,2025-04,167,0,0,Exceeds
IE1303776,2025-05,146,1,2,Meets
IE1303776,2025-06,136,1,0,Needs Improvement
IE1303776,2025-07,154,0,0,Meets
IE1303776,2025-08,161,3,1,Needs Improvement
IE1303776,2025-09,173,2,1,Meets
IE1303776,2025-10,174,2,1,Meets
IE1303776,2025-11,158,2,0,Meets
IE1303776,2025-12,158,1,1,Needs Improvement
IE1303776,2026-01,171,0,0,Exceeds
IE1303776,2026-02,159,0,1,Meets
IE2603777,2025-03,158,0,0,Meets
IE2603777,2025-04,166,0,0,Exceeds
IE2603777,2025-05,158,1,0,Exceeds
IE2603777,2025-06,179,1,0,Meets
IE2603777,2025-07,147,2,1,Meets
IE2603777,2025-08,163,2,0,Needs Improvement
IE2603777,2025-09,167,0,1,Meets
IE2603777,2025-10,173,0,0,Meets
IE2603777,2025-11,165,0,1,Meets
IE2603777,2025-12,185,0,0,Meets
IE2603777,2026-01,146,0,0,Meets
IE2603777,2026-02,175,0,2,Needs Improvement
IE9603778,2025-03,159,2,1,Needs Improvement
IE9603778,2025-04,151,1,2,Needs Improvement
IE9603778,2025-05,173,1,0,Meets
IE9603778,2025-06,160,0,0,Exceeds
IE9603778,2025-07,151,0,1,Exceeds
IE9603778,2025-08,166,0,1,Meets
IE9603778,2025-09,182,1,0,Exceeds
IE9603778,2025-10,170,0,0,Outstanding
IE9603778,2025-11,170,2,0,Meets
IE9603778,2025-12,168,0,0,Meets
IE9603778,2026-01,180,2,0,Meets
IE9603778,2026-02,160,1,0,Exceeds
IE2103779,2025-03,175,0,0,Exceeds
IE2103779,2025-04,178,1,0,Exceeds
IE2103779,2025-05,170,0,0,Meets
IE2103779,2025-06,155,1,1,Meets
IE2103779,2025-07,184,0,0,Meets
IE2103779,2025-08,182,4,0,Needs Improvement
IE2103779,2025-09,157,0,0,Meets
IE2103779,2025-10,164,0,1,Meets
IE2103779,2025-11,168,1,0,Exceeds
IE2103779,2025-12,190,0,3,Needs Improvement
IE2103779,2026-01,146,1,0,Meets
IE2103779,2026-02,176,0,0,Exceeds
IE1503780,2025-03,149,0,1,Exceeds
IE1503780,2025-04,159,1,0,Meets
IE1503780,2025-05,171,1,0,Meets
IE1503780,2025-06,163,2,0,Needs Improvement
IE1503780,2025-07,173,1,0,Exceeds
IE1503780,2025-08,174,1,1,Needs Improvement
IE1503780,2025-09,170,2,1,Meets
IE1503780,2025-10,155,1,0,Meets
IE1503780,2025-11,174,1,0,Meets
IE1503780,2025-12,177,1,0,Needs Improvement
IE1503780,2026-01,177,0,0,Exceeds
IE1503780,2026-02,186,4,0,Needs Improvement
IE0403781,2025-03,207,0,1,Meets
IE0403781,2025-04,195,0,2,Meets
IE0403781,2025-05,156,3,0,Needs Improvement
IE0403781,2025-06,143,0,1,Meets
IE0403781,2025-07,176,0,0,Meets
IE0403781,2025-08,164,1,0,Meets
IE0403781,2025-09,158,2,0,Meets
IE0403781,2025-10,173,0,0,Meets
IE0403781,2025-11,173,0,0,Meets
IE0403781,2025-12,173,0,0,Meets
IE0403781,2026-01,167,1,0,Meets
IE0403781,2026-02,166,0,0,Exceeds
IE0603782,2025-03,195,1,0,Needs Improvement
IE0603782,2025-04,158,0,0,Meets
IE0603782,2025-05,167,0,1,Meets
IE0603782,2025-06,160,1,0,Meets
IE0603782,2025-07,158,0,0,Meets
IE0603782,2025-08,181,1,0,Meets
IE0603782,2025-09,146,1,2,Needs Improvement
IE0603782,2025-10,171,3,1,Needs Improvement
IE0603782,2025-11,171,0,0,Exceeds
IE0603782,2025-12,175,1,1,Meets
IE0603782,2026-01,169,2,0,Needs Improvement
IE0603782,2026-02,184,1,0,Exceeds
IE9803783,2025-03,165,2,0,Meets
IE9803783,2025-04,156,0,1,Meets
IE9803783,2025-05,155,1,0,Exceeds
IE9803783,2025-06,139,0,0,Outstanding
IE9803783,2025-07,159,1,1,Meets
IE9803783,2025-08,184,4,0,Needs Improvement
IE9803783,2025-09,180,0,0,Exceeds
IE9803783,2025-10,160,1,0,Meets
IE9803783,2025-11,175,2,0,Meets
IE9803783,2025-12,170,2,0,Meets
IE9803783,2026-01,175,2,1,Meets
IE9803783,2026-02,153,1,0,Meets
IE9503784,2025-03,196,1,0,Meets
IE9503784,2025-04,154,1,0,Exceeds
IE9503784,2025-05,151,0,0,Meets
IE9503784,2025-06,149,0,1,Exceeds
IE9503784,2025-07,168,1,0,Meets
IE9503784,2025-08,171,1,0,Meets
IE9503784,2025-09,144,0,0,Exceeds
IE9503784,2025-10,165,2,1,Meets
IE9503784,2025-11,163,1,0,Meets
IE9503784,2025-12,175,0,0,Meets
IE9503784,2026-01,154,0,0,Exceeds
IE9503784,2026-02,185,2,0,Needs Improvement
IE0703785,2025-03,150,0,0,Meets
IE0703785,2025-04,160,0,0,Exceeds
IE0703785,2025-05,166,2,0,Meets
IE0703785,2025-06,176,1,0,Meets
IE0703785,2025-07,185,2,0,Needs Improvement
IE0703785,2025-08,151,1,0,Exceeds
IE0703785,2025-09,168,1,0,Meets
IE0703785,2025-10,179,1,0,Meets
IE0703785,2025-11,161,3,0,Needs Improvement
IE0703785,2025-12,179,2,0,Meets
IE0703785,2026-01,150,1,0,Meets
IE0703785,2026-02,173,0,0,Exceeds
IE1803786,2025-03,177,0,0,Exceeds
IE1803786,2025-04,142,0,1,Exceeds
IE1803786,2025-05,190,2,0,Meets
IE1803786,2025-06,160,1,0,Meets
IE1803786,2025-07,166,2,0,Needs Improvement
IE1803786,2025-08,159,1,0,Meets
IE1803786,2025-09,169,0,0,Meets
IE1803786,2025-10,156,3,1,Meets
IE1803786,2025-11,146,0,0,Meets
IE1803786,2025-12,147,0,1,Meets
IE1803786,2026-01,182,1,0,Meets
IE1803786,2026-02,174,0,0,Meets
IE1203787,2025-03,175,0,0,Meets
IE1203787,2025-04,179,0,1,Meets
IE1203787,2025-05,172,0,0,Outstanding
IE1203787,2025-06,170,1,0,Meets
IE1203787,2025-07,158,2,0,Meets
IE1203787,2025-08,175,3,1,Meets
IE1203787,2025-09,150,1,0,Meets
IE1203787,2025-10,159,0,0,Meets
IE1203787,2025-11,167,2,0,Needs Improvement
IE1203787,2025-12,179,1,0,Needs Improvement
IE1203787,2026-01,191,1,0,Meets
IE1203787,2026-02,136,0,0,Meets
IE9303788,2025-03,173,1,0,Meets
IE9303788,2025-04,160,1,1,Meets
IE9303788,2025-05,143,1,0,Exceeds
IE9303788,2025-06,183,0,0,Meets
IE9303788,2025-07,169,1,0,Exceeds
IE9303788,2025-08,171,1,0,Meets
IE9303788,2025-09,173,0,1,Meets
IE9303788,2025-10,178,1,0,Meets
IE9303788,2025-11,158,0,0,Meets
IE9303788,2025-12,171,0,0,Meets
IE9303788,2026-01,177,0,0,Exceeds
IE9303788,2026-02,169,1,1,Needs Improvement
IE2003789,2025-03,146,0,0,Meets
IE2003789,2025-04,179,1,0,Exceeds
IE2003789,2025-05,169,0,2,Exceeds
IE2003789,2025-06,173,1,1,Needs Improvement
IE2003789,2025-07,148,0,0,Meets
IE2003789,2025-08,169,3,0,Meets
IE2003789,2025-09,181,0,1,Exceeds
IE2003789,2025-10,156,2,0,Meets
IE2003789,2025-11,187,2,0,Meets
IE2003789,2025-12,196,2,0,Meets
IE2003789,2026-01,154,1,0,Exceeds
IE2003789,2026-02,176,2,0,Needs Improvement
IE9003790,2025-03,168,1,0,Exceeds
IE9003790,2025-04,190,0,1,Meets
IE9003790,2025-05,182,0,2,Meets
IE9003790,2025-06,163,1,0,Meets
IE9003790,2025-07,159,1,0,Meets
IE9003790,2025-08,158,2,1,Needs Improvement
IE9003790,2025-09,179,1,0,Meets
IE9003790,2025-10,157,0,0,Exceeds
IE9003790,2025-11,173,0,0,Exceeds
IE9003790,2025-12,163,0,0,Meets
IE9003790,2026-01,150,1,0,Meets
IE9003790,2026-02,159,1,0,Meets
IE9303791,2025-03,151,0,0,Meets
IE9303791,2025-04,174,2,1,Meets
IE9303791,2025-05,168,5,0,Needs Improvement
IE9303791,2025-06,184,0,1,Exceeds
IE9303791,2025-07,172,1,1,Meets
IE9303791,2025-08,185,3,1,Meets
IE9303791,2025-09,148,3,0,Meets
IE9303791,2025-10,162,0,1,Meets
IE9303791,2025-11,158,0,1,Meets
IE9303791,2025-12,155,0,0,Meets
IE9303791,2026-01,176,1,0,Exceeds
IE9303791,2026-02,143,0,0,Exceeds
IE0503792,2025-03,175,0,0,Exceeds
IE0503792,2025-04,160,1,0,Meets
IE0503792,2025-05,173,1,0,Exceeds
IE0503792,2025-06,171,0,0,Meets
IE0503792,2025-07,156,0,0,Exceeds
IE0503792,2025-08,155,0,1,Exceeds
IE0503792,2025-09,178,0,0,Meets
IE0503792,2025-10,177,1,0,Exceeds
IE0503792,2025-11,171,4,0,Meets
IE0503792,2025-12,159,0,0,Needs Improvement
IE0503792,2026-01,175,2,1,Needs Improvement
IE0503792,2026-02,155,0,1,Meets
IE0003793,2025-03,155,0,0,Exceeds
IE0003793,2025-04,153,0,2,Meets
IE0003793,2025-05,180,0,0,Meets
IE0003793,2025-06,160,2,0,Needs Improvement
IE0003793,2025-07,185,0,0,Outstanding
IE0003793,2025-08,180,1,1,Meets
IE0003793,2025-09,180,1,0,Exceeds
IE0003793,2025-10,173,1,0,Exceeds
IE0003793,2025-11,165,2,2,Needs Improvement
