numero_empleado,CBI_Q1,CBI_Q2,CBI_Q3,CBI_Q4,CBI_Q5,CBI_Q6,CBI_Q7,CBI_Q8,CBI_Q9,CBI_Q10,CBI_Q11,CBI_Q12,CBI_Q13,CBI_Q14,CBI_Q15,CBI_Q16,CBI_Q17,CBI_Q18,CBI_Q19
IE9605386,Raramente,Siempre,A menudo,A veces,A veces,A veces,Raramente,Siempre,A veces,A veces,Raramente,A veces,Siempre,A menudo,A veces,A veces,Nunca,Raramente,A veces
IE9802636,A veces,Siempre,Siempre,A menudo,Raramente,Raramente,A veces,A veces,Raramente,A veces,Siempre,A menudo,A menudo,Raramente,A menudo,A veces,A veces,A menudo,Nunca
IE2003531,A menudo,Raramente,A veces,A veces,A veces,A menudo,Nunca,Siempre,Siempre,A menudo,Siempre,Siempre,A menudo,Siempre,Siempre,A menudo,Raramente,Siempre,Siempre
IE1000376,A veces,Nunca,A veces,Siempre,Raramente,Siempre,A menudo,A menudo,Nunca,A veces,Raramente,A menudo,A veces,Raramente,A veces,Raramente,Siempre,A menudo,A veces
IE9801909,A menudo,A menudo,Nunca,Siempre,A veces,A veces,A menudo,Raramente,Siempre,Siempre,Raramente,A menudo,A menudo,A menudo,A menudo,A veces,A menudo,A menudo,A menudo
IE9304430,A menudo,Nunca,Siempre,Siempre,Raramente,Raramente,A veces,A veces,A menudo,A veces,A menudo,A menudo,A menudo,Siempre,A menudo,A veces,A veces,A veces,Nunca
IE1704764,A veces,A veces,A menudo,A menudo,A menudo,A veces,A veces,Nunca,A veces,Siempre,Raramente,Raramente,Siempre,Nunca,A veces,Nunca,A veces,Raramente,A veces
IE9504817,A veces,A menudo,A veces,Siempre,A menudo,Raramente,A menudo,Siempre,A veces,A veces,Raramente,Raramente,Siempre,Nunca,Raramente,Siempre,A menudo,Siempre,A veces
IE2104028,A menudo,A menudo,Siempre,A veces,Raramente,A menudo,A veces,Raramente,Raramente,Raramente,A menudo,Nunca,Raramente,Siempre,A menudo,A veces,A veces,Nunca,A menudo
IE1701605,A veces,A menudo,Nunca,Siempre,Siempre,A menudo,A veces,A menudo,A veces,Raramente,Raramente,A veces,A menudo,Siempre,A veces,Nunca,A veces,Siempre,Raramente
IE1801119,Raramente,Siempre,A veces,A veces,A menudo,A veces,A menudo,Nunca,A menudo,A veces,A veces,A menudo,A menudo,A menudo,Siempre,A menudo,A veces,A veces,A menudo
IE1203678,A veces,Siempre,Nunca,Nunca,Nunca,A menudo,A veces,A menudo,Nunca,A veces,A veces,Siempre,A veces,Raramente,Raramente,A veces,A menudo,A veces,Siempre
IE9903491,Raramente,Nunca,A menudo,A menudo,A veces,A veces,Siempre,Siempre,Raramente,A menudo,Siempre,A menudo,Nunca,A veces,A veces,A veces,A menudo,Siempre,A veces
IE1405348,Raramente,Nunca,Nunca,A veces,Nunca,Nunca,A menudo,A veces,A veces,Raramente,A veces,Raramente,Siempre,A menudo,A menudo,Siempre,A veces,A menudo,Nunca
IE2002959,A menudo,Raramente,A veces,A veces,Raramente,A veces,A menudo,Raramente,A veces,Siempre,Siempre,A veces,A menudo,A veces,Siempre,A veces,Nunca,A menudo,A menudo
IE9401995,Siempre,A veces,A menudo,A veces,Raramente,Raramente,A veces,A veces,Nunca,A menudo,A veces,Nunca,Raramente,A veces,A veces,Siempre,A menudo,Raramente,A veces
IE1905449,Siempre,Siempre,A menudo,Nunca,Nunca,A menudo,Siempre,A menudo,Siempre,A menudo,A veces,A veces,A menudo,A veces,Siempre,A veces,A veces,Nunca,A menudo
IE0304788,A menudo,Raramente,Nunca,A veces,Raramente,A veces,A veces,A menudo,Raramente,A menudo,Raramente,Siempre,Nunca,A veces,A veces,Nunca,A menudo,A menudo,A menudo
IE0002377,A veces,Siempre,Raramente,A veces,A menudo,Nunca,A menudo,Siempre,A menudo,Siempre,Raramente,Siempre,A menudo,Nunca,Raramente,A menudo,A veces,Siempre,Siempre
IE1701343,Raramente,Raramente,A veces,A menudo,A menudo,A veces,Siempre,Raramente,A veces,A veces,A veces,A veces,A veces,Raramente,A veces,A menudo,A menudo,A menudo,A menudo
IE1800321,A menudo,A menudo,A menudo,A menudo,Raramente,A veces,A menudo,A menudo,A menudo,A veces,A menudo,Raramente,Raramente,Siempre,Raramente,Raramente,A veces,A veces,Nunca
IE9501620,Raramente,A veces,A veces,Raramente,Raramente,Siempre,Raramente,Siempre,A veces,Raramente,A menudo,Nunca,Siempre,A veces,A menudo,A veces,Raramente,Raramente,Raramente
IE2203714,Raramente,A veces,A veces,Nunca,Nunca,A veces,Raramente,A veces,A veces,A veces,Raramente,A menudo,A menudo,Raramente,A veces,A veces,A menudo,A menudo,A veces
IE0902061,A veces,Siempre,A veces,Nunca,Siempre,A menudo,Siempre,Raramente,Siempre,A veces,Raramente,A veces,Nunca,Raramente,A menudo,Raramente,Siempre,A veces,A veces
IE1202220,Nunca,A veces,Raramente,A menudo,A menudo,Siempre,Siempre,A menudo,A veces,A veces,A menudo,A menudo,A menudo,A menudo,Siempre,A menudo,Raramente,Nunca,A menudo
IE1701674,Nunca,A veces,A veces,A veces,Nunca,Siempre,A veces,A veces,A menudo,A veces,A veces,A veces,A menudo,Siempre,Nunca,A veces,Nunca,Nunca,Raramente
IE1500261,A menudo,Siempre,Siempre,A menudo,Nunca,A veces,Siempre,A veces,Nunca,A menudo,A menudo,A veces,A menudo,Siempre,Siempre,A veces,A menudo,Siempre,A veces
IE1204864,A veces,A menudo,A menudo,A menudo,A menudo,Raramente,A veces,Raramente,A menudo,A menudo,A menudo,Siempre,Siempre,A menudo,Raramente,A menudo,Raramente,A menudo,A menudo
IE0102040,A menudo,A veces,Raramente,A menudo,A menudo,Nunca,A veces,A menudo,A veces,Siempre,A veces,Raramente,A veces,A veces,A menudo,Raramente,A veces,Raramente,Raramente
IE1000902,Raramente,Raramente,A menudo,Nunca,A veces,Siempre,A menudo,Raramente,Raramente,A veces,A veces,A menudo,A menudo,Siempre,A veces,Raramente,A menudo,Nunca,A menudo
IE9303745,Raramente,Siempre,Siempre,Siempre,A veces,A menudo,A menudo,Raramente,A menudo,A veces,Siempre,Raramente,A menudo,Nunca,Siempre,Siempre,Raramente,A menudo,Raramente
IE1902027,Raramente,A menudo,Siempre,A menudo,A menudo,A menudo,Siempre,Raramente,Raramente,A veces,Nunca,A veces,Nunca,Raramente,A menudo,A menudo,Raramente,Raramente,A menudo
IE9304235,A veces,Raramente,A menudo,Siempre,Siempre,A menudo,A menudo,Siempre,Siempre,A veces,A menudo,A veces,A menudo,A veces,A veces,A veces,Raramente,Nunca,Raramente
IE9701918,A veces,Raramente,A menudo,A veces,A menudo,A menudo,A veces,A menudo,Nunca,Raramente,A veces,Raramente,A veces,A menudo,A menudo,Raramente,Siempre,A veces,Raramente
IE9501829,A menudo,Nunca,A veces,A menudo,Siempre,A menudo,Siempre,A veces,Siempre,A menudo,A veces,A veces,Nunca,A menudo,Nunca,A menudo,Nunca,Raramente,A veces
IE0501574,Nunca,A veces,A veces,A menudo,A veces,A menudo,Raramente,A menudo,A menudo,A veces,A menudo,A veces,Raramente,A menudo,A menudo,Siempre,A menudo,A veces,Siempre
IE9304416,Siempre,Raramente,Nunca,Nunca,Siempre,Raramente,A veces,Raramente,A menudo,Siempre,Raramente,A veces,A menudo,A veces,A menudo,Siempre,A veces,Raramente,A veces
IE9404877,A veces,A menudo,A veces,A veces,Nunca,Nunca,A menudo,Raramente,A veces,Siempre,A menudo,Raramente,A menudo,Nunca,Raramente,Raramente,Raramente,Nunca,A veces
IE9104655,Raramente,Raramente,A veces,A veces,Nunca,A veces,Raramente,Siempre,A menudo,Raramente,A veces,Siempre,A veces,A veces,A menudo,A veces,Siempre,Siempre,A veces
IE9404209,Raramente,A menudo,Siempre,A veces,A veces,Nunca,A menudo,Siempre,Raramente,A menudo,A menudo,Nunca,A menudo,A veces,A veces,A veces,A veces,A veces,A veces
IE9604628,Siempre,Nunca,A veces,A menudo,A veces,A veces,Raramente,Siempre,Nunca,A menudo,A veces,Siempre,A menudo,Nunca,A menudo,A menudo,Raramente,A veces,A veces
IE2000225,A veces,Raramente,Raramente,A menudo,A menudo,Raramente,A veces,A menudo,Raramente,Nunca,Raramente,A veces,A menudo,A menudo,A menudo,A veces,A menudo,A veces,Raramente
IE0600724,A menudo,Siempre,Nunca,Raramente,A veces,Siempre,A veces,Raramente,A menudo,A veces,A menudo,Siempre,Raramente,A menudo,A menudo,A veces,Raramente,A veces,A menudo
IE2404939,A menudo,A veces,Raramente,Siempre,Raramente,A veces,Siempre,A menudo,Raramente,Siempre,Siempre,A menudo,Nunca,Raramente,Raramente,Siempre,A menudo,A veces,Raramente
IE1201142,Raramente,A menudo,Raramente,A menudo,A menudo,A veces,Raramente,Raramente,A menudo,Raramente,A veces,A menudo,Raramente,A menudo,A menudo,Nunca,Nunca,A veces,Siempre
IE0502763,A veces,A menudo,A menudo,Siempre,Raramente,Raramente,Raramente,A veces,Siempre,Raramente,Raramente,A veces,Siempre,Raramente,Siempre,Nunca,Raramente,Raramente,A menudo
IE0500847,Siempre,Raramente,Siempre,A veces,Raramente,Raramente,Raramente,Nunca,A veces,Raramente,A veces,Siempre,A menudo,A menudo,Nunca,Siempre,A veces,A veces,A veces
IE2204290,A menudo,Siempre,Nunca,Nunca,Nunca,Raramente,Nunca,A menudo,Nunca,Siempre,Siempre,A veces,A veces,Siempre,Siempre,Nunca,A menudo,Raramente,Nunca
IE2602552,A veces,Nunca,A menudo,Raramente,Siempre,A veces,Raramente,A veces,A menudo,A veces,A menudo,A menudo,A menudo,A menudo,Siempre,A veces,A menudo,Nunca,Nunca
IE2602929,A menudo,A menudo,Raramente,Raramente,Siempre,A menudo,A veces,A veces,Nunca,A menudo,A menudo,Raramente,A menudo,Nunca,Raramente,A menudo,A veces,A veces,Siempre
IE2300118,Nunca,A veces,A menudo,Raramente,A veces,A veces,A menudo,A veces,A menudo,Siempre,A veces,A veces,A veces,A veces,A menudo,Raramente,A veces,A veces,A veces
IE2000646,Raramente,Raramente,A veces,A menudo,Siempre,Raramente,A menudo,A veces,A menudo,A menudo,Raramente,A veces,A veces,A veces,A veces,Raramente,A menudo,A veces,Siempre
IE1700004,A menudo,A menudo,Raramente,Siempre,A menudo,A veces,Siempre,A menudo,A veces,A veces,A menudo,A veces,A menudo,A veces,A veces,A menudo,Siempre,Siempre,Nunca
IE9304171,A veces,A veces,A veces,Siempre,Nunca,Siempre,A veces,Nunca,A veces,A menudo,A veces,A menudo,Siempre,Siempre,A menudo,Nunca,A veces,Raramente,A menudo
IE9700468,Siempre,Siempre,A veces,A menudo,A menudo,Raramente,A menudo,A menudo,A veces,A menudo,A veces,Raramente,Siempre,A menudo,A menudo,A veces,A menudo,A veces,Raramente
IE2300006,Nunca,A veces,Siempre,Siempre,A veces,Raramente,Nunca,A menudo,Raramente,A menudo,A veces,Raramente,Nunca,Raramente,A veces,A veces,Nunca,A veces,Nunca
IE0800920,Raramente,A veces,A menudo,A veces,A menudo,A menudo,A menudo,Siempre,A menudo,Siempre,A menudo,Nunca,A veces,Siempre,Siempre,Raramente,Siempre,A veces,A menudo
IE0602596,A menudo,A veces,A veces,A menudo,A menudo,A veces,A veces,A menudo,Raramente,A veces,Siempre,A menudo,Raramente,A veces,A menudo,Nunca,A veces,Raramente,Raramente
IE2004325,Siempre,A veces,A veces,A veces,Raramente,A menudo,Nunca,Siempre,Nunca,A veces,A menudo,A menudo,Siempre,A veces,A veces,A menudo,A menudo,Raramente,Nunca
IE2401064,A veces,A menudo,A veces,A veces,Siempre,A veces,A menudo,A veces,Raramente,Raramente,A menudo,A menudo,Siempre,A veces,A veces,Raramente,A menudo,A menudo,A veces
IE2102591,A menudo,Siempre,Nunca,A veces,Siempre,Raramente,A veces,A menudo,A menudo,A veces,A veces,A menudo,Siempre,A veces,A menudo,Nunca,A menudo,A veces,A veces
IE1500243,Siempre,Raramente,Raramente,Nunca,A veces,A veces,A menudo,A veces,Siempre,A veces,A veces,A menudo,Siempre,A veces,Siempre,Raramente,A menudo,Raramente,Siempre
IE0801161,A veces,Siempre,Nunca,A veces,Siempre,Raramente,A veces,A veces,Raramente,A menudo,A veces,Siempre,Nunca,Raramente,A veces,A menudo,Nunca,Raramente,Nunca
IE2602871,A veces,A menudo,A menudo,A veces,Raramente,Siempre,Siempre,Siempre,Siempre,Raramente,A veces,A menudo,A veces,Raramente,A menudo,A menudo,A veces,A veces,A menudo
IE2003736,A veces,A veces,Raramente,A menudo,Raramente,A veces,A menudo,Nunca,A menudo,Raramente,A menudo,A menudo,Raramente,A veces,A menudo,Nunca,A menudo,A menudo,Raramente
IE2102398,A menudo,A veces,A menudo,A veces,A menudo,Raramente,Raramente,Raramente,A veces,A veces,A veces,Nunca,A veces,Raramente,A menudo,Raramente,A menudo,A veces,A veces
IE9203518,A veces,A veces,Siempre,A veces,A veces,A veces,A veces,Raramente,A menudo,A veces,Siempre,Siempre,Nunca,Raramente,Raramente,Raramente,A veces,A veces,A veces
IE0003422,A veces,A menudo,Siempre,Raramente,A menudo,Siempre,A veces,A veces,Siempre,A veces,Nunca,A veces,A veces,A veces,A veces,Raramente,A menudo,A veces,Siempre
IE0002564,Nunca,Siempre,A menudo,A veces,A menudo,A veces,A veces,Nunca,Siempre,Raramente,A menudo,Siempre,A menudo,A menudo,Nunca,A veces,Siempre,Nunca,Nunca
IE1301606,Raramente,A veces,A veces,Nunca,A veces,A menudo,A veces,A menudo,A veces,A veces,A veces,A menudo,Raramente,Raramente,A menudo,Nunca,Nunca,A menudo,A menudo
IE1605308,Siempre,Siempre,A veces,Nunca,Raramente,A menudo,A menudo,A veces,Siempre,Raramente,A veces,A menudo,Raramente,A menudo,Raramente,Raramente,Siempre,Siempre,A veces
IE1702325,A veces,Nunca,Raramente,A veces,Siempre,Raramente,Raramente,A veces,A menudo,A veces,A menudo,Raramente,Raramente,A veces,A veces,Siempre,Raramente,A veces,A veces
IE0702710,Nunca,A menudo,Raramente,A veces,A veces,A veces,Raramente,A menudo,A menudo,A veces,Raramente,Raramente,A veces,A veces,A veces,A veces,A menudo,A veces,A menudo
IE1204841,Siempre,A veces,Raramente,Siempre,Raramente,A veces,A menudo,A veces,A veces,Raramente,Raramente,A menudo,Raramente,Siempre,Nunca,A veces,A veces,A veces,Raramente
IE9701313,A veces,Nunca,A menudo,Nunca,Siempre,A veces,Nunca,A menudo,Siempre,A menudo,Raramente,Raramente,Raramente,Nunca,A menudo,Siempre,Nunca,A veces,Siempre
IE2603449,Nunca,A veces,Raramente,Raramente,Siempre,Raramente,A menudo,Raramente,Raramente,A menudo,A veces,Raramente,A veces,A veces,A veces,A veces,A veces,Siempre,Siempre
IE1003813,A veces,A menudo,Raramente,A veces,A menudo,A veces,Nunca,Raramente,Nunca,Raramente,A menudo,A veces,A menudo,Siempre,A veces,A veces,A menudo,Nunca,Siempre
IE9805121,Siempre,A menudo,Nunca,Raramente,Siempre,Nunca,A menudo,Raramente,A veces,A veces,Siempre,A menudo,Raramente,Nunca,A menudo,A menudo,A menudo,A veces,A veces
IE2002363,Siempre,Siempre,A veces,A menudo,Siempre,Siempre,Nunca,A veces,A menudo,Raramente,A veces,A veces,A menudo,A veces,A veces,A menudo,A veces,A menudo,Nunca
IE9901976,A veces,A menudo,A menudo,A menudo,A veces,Siempre,A veces,A veces,Nunca,A veces,A menudo,Siempre,Siempre,A veces,Siempre,Nunca,Raramente,A veces,A veces
IE1103515,A menudo,Nunca,Raramente,Raramente,A menudo,Siempre,A veces,Raramente,A menudo,Nunca,A veces,A veces,Raramente,A menudo,A veces,Raramente,A veces,A menudo,Nunca
IE0701762,Siempre,Siempre,Siempre,A veces,A veces,A veces,Siempre,A menudo,Raramente,A menudo,Siempre,A menudo,Siempre,A menudo,A veces,Siempre,Siempre,Raramente,A veces
IE2402740,A veces,A veces,A veces,A menudo,A veces,A menudo,Raramente,A veces,A veces,Nunca,A veces,A veces,A veces,A veces,A veces,A veces,Siempre,A menudo,Raramente
IE0705126,Nunca,A menudo,Siempre,A veces,Siempre,Nunca,Nunca,Raramente,Raramente,A veces,A menudo,A veces,A menudo,A veces,Raramente,Raramente,A veces,Siempre,A veces
IE2402473,Raramente,Nunca,Raramente,Raramente,A menudo,A menudo,A veces,Nunca,Raramente,Raramente,Raramente,Siempre,Raramente,A menudo,A menudo,A veces,A menudo,Siempre,A veces
IE9804008,A veces,A veces,A veces,Raramente,Raramente,A menudo,A menudo,A veces,A veces,A veces,A veces,Raramente,Siempre,A menudo,Raramente,Siempre,A menudo,A veces,Nunca
IE2301494,Siempre,Nunca,Nunca,Nunca,A menudo,Raramente,Raramente,A menudo,A menudo,Raramente,A veces,A veces,A veces,A menudo,Raramente,Raramente,A veces,A menudo,Nunca
IE9604207,A veces,Nunca,Siempre,A menudo,Raramente,A veces,Siempre,Siempre,A menudo,Raramente,Raramente,Raramente,Nunca,A menudo,A menudo,Raramente,Siempre,A menudo,A menudo
IE0602159,Siempre,Siempre,Raramente,A menudo,Raramente,Raramente,A veces,Raramente,Raramente,Raramente,Nunca,A menudo,A veces,A menudo,Raramente,A menudo,Nunca,Raramente,A menudo
IE2201170,A menudo,A veces,A veces,A veces,Siempre,Nunca,A veces,A veces,A veces,Siempre,A menudo,A veces,A veces,A menudo,Nunca,A veces,A veces,A veces,Nunca
IE1104972,Siempre,A menudo,A menudo,Nunca,Raramente,A veces,Siempre,A menudo,Siempre,Siempre,A veces,Nunca,A veces,Siempre,Raramente,A menudo,A menudo,A menudo,A veces
IE2400233,Raramente,A menudo,A menudo,A menudo,Raramente,Siempre,Siempre,A menudo,A menudo,A menudo,A menudo,A veces,A menudo,A veces,Raramente,A veces,Raramente,A menudo,A menudo
IE9300067,Siempre,Siempre,A menudo,Nunca,Siempre,Siempre,Siempre,Nunca,Raramente,Nunca,Raramente,A menudo,Nunca,Siempre,A menudo,A menudo,A menudo,A veces,A menudo
IE9301604,A menudo,Raramente,Siempre,A veces,Siempre,Raramente,A menudo,A veces,A veces,A menudo,Siempre,Raramente,Raramente,Siempre,Raramente,A menudo,A menudo,A veces,A veces
IE0903284,Siempre,A menudo,Siempre,A veces,Raramente,Siempre,A menudo,Raramente,Nunca,Raramente,Nunca,A menudo,Siempre,Siempre,A menudo,Siempre,A veces,A menudo,Nunca
IE1203597,Raramente,A veces,A menudo,Siempre,Siempre,Siempre,Siempre,Raramente,A menudo,A veces,A menudo,Siempre,A veces,A menudo,Nunca,A menudo,A menudo,A veces,Raramente
IE2504633,Siempre,Siempre,A veces,Siempre,A veces,Siempre,A veces,A menudo,A veces,A veces,Siempre,Nunca,A veces,A menudo,A menudo,Raramente,A menudo,Raramente,Siempre
IE9400126,A veces,A veces,Raramente,A veces,Raramente,A veces,Nunca,A veces,A menudo,Raramente,A veces,Siempre,Nunca,A veces,Nunca,A veces,Raramente,A veces,Nunca
IE2201297,Siempre,A veces,A menudo,A menudo,A menudo,A menudo,Raramente,A menudo,A veces,Nunca,Raramente,A veces,Raramente,A veces,A veces,A veces,A veces,A menudo,Raramente
IE1101977,A veces,A veces,A veces,Nunca,Siempre,A menudo,A menudo,Raramente,Raramente,Raramente,A veces,Raramente,Raramente,Raramente,Raramente,Nunca,A veces,Nunca,Raramente
IE0904973,A veces,A menudo,A menudo,Siempre,A menudo,A veces,Raramente,A veces,A veces,Raramente,A menudo,Nunca,Nunca,Siempre,Siempre,A menudo,Siempre,A menudo,A veces
IE9904935,Raramente,Raramente,A veces,Nunca,Nunca,A menudo,A veces,A veces,Nunca,A menudo,Nunca,A menudo,Nunca,Nunca,Raramente,A menudo,Siempre,Nunca,Nunca
IE2502076,A veces,A veces,Nunca,A veces,A veces,Raramente,Siempre,A veces,A menudo,A veces,A menudo,Raramente,Siempre,A veces,A menudo,A menudo,Raramente,A veces,A veces
IE1904581,A veces,Raramente,Siempre,Siempre,A veces,A menudo,Siempre,A veces,A veces,A veces,A veces,Raramente,Nunca,Siempre,Raramente,Siempre,A veces,A veces,Raramente
IE1303087,A menudo,Raramente,Siempre,Nunca,A veces,A veces,A veces,Siempre,A menudo,Raramente,Nunca,Siempre,Nunca,A menudo,A menudo,A menudo,A veces,Raramente,A veces
IE9805130,A veces,A menudo,A veces,Siempre,Raramente,Nunca,A veces,Siempre,A veces,A veces,Nunca,Raramente,Siempre,A veces,Raramente,Siempre,A menudo,Raramente,Raramente
IE0303346,Siempre,Siempre,Raramente,A menudo,Siempre,Siempre,A veces,Siempre,A veces,Raramente,A menudo,A veces,A veces,Raramente,Raramente,A veces,Nunca,A veces,A menudo
IE9904916,Siempre,Raramente,A veces,A menudo,Nunca,Raramente,Nunca,A menudo,A veces,A veces,A veces,Siempre,A veces,Raramente,Siempre,A menudo,A menudo,A veces,A menudo
IE9402798,A menudo,A veces,Siempre,A veces,A veces,Raramente,Raramente,A veces,Raramente,A veces,Raramente,Raramente,Raramente,A veces,A menudo,A menudo,A menudo,Nunca,Nunca
IE1700919,Siempre,Nunca,A veces,Nunca,A veces,Raramente,Raramente,Siempre,Nunca,Nunca,A veces,Raramente,A menudo,A menudo,A veces,A menudo,A menudo,A menudo,Raramente
IE0501647,Siempre,A veces,Raramente,Siempre,A veces,Nunca,Nunca,A veces,A veces,Raramente,Siempre,A veces,A veces,A menudo,A menudo,A menudo,A veces,A veces,Raramente
IE1804622,A menudo,Raramente,Raramente,Siempre,A veces,A menudo,A veces,Nunca,Nunca,A menudo,Nunca,Nunca,Nunca,Siempre,Raramente,A veces,A veces,A menudo,A veces
IE1300365,Siempre,A veces,A menudo,A veces,A menudo,A veces,Raramente,A veces,A menudo,A veces,Raramente,A menudo,Raramente,Raramente,A menudo,A veces,A menudo,A menudo,Nunca
IE9203288,A veces,A veces,Raramente,A veces,Siempre,Nunca,Siempre,Siempre,Siempre,A veces,A veces,Siempre,Raramente,A veces,A veces,A veces,A veces,A menudo,Siempre
IE1302126,A menudo,A veces,Raramente,A menudo,A veces,Siempre,A veces,A veces,A veces,A menudo,A menudo,A veces,A veces,A menudo,Raramente,A menudo,A veces,Siempre,A veces
IE0804124,A veces,Raramente,A veces,Siempre,A menudo,Siempre,A menudo,A menudo,Nunca,Siempre,Nunca,Raramente,Siempre,A menudo,Raramente,A veces,Raramente,A veces,Raramente
IE2404570,A menudo,A menudo,Siempre,A veces,A menudo,Raramente,A menudo,A veces,Raramente,A veces,A menudo,Nunca,A veces,A veces,A veces,A menudo,Nunca,A menudo,Siempre
IE1000526,Siempre,Siempre,Siempre,A veces,Raramente,Siempre,Siempre,A menudo,A veces,A veces,A veces,Raramente,Raramente,Raramente,A menudo,Raramente,A menudo,A menudo,A veces
IE0400056,A menudo,Raramente,A menudo,A menudo,Siempre,Siempre,A menudo,Nunca,A menudo,A veces,Raramente,Raramente,Siempre,A menudo,A veces,A veces,Nunca,Siempre,A menudo
IE9300639,A veces,Siempre,A veces,A veces,A veces,A veces,Siempre,A menudo,Siempre,A menudo,A veces,Raramente,A menudo,A veces,Raramente,A menudo,Siempre,Siempre,A veces
IE9700303,Raramente,A menudo,A veces,A veces,A veces,A veces,Raramente,A menudo,A veces,Raramente,Siempre,A menudo,A menudo,Siempre,A menudo,Nunca,A veces,A veces,Nunca
IE1702767,Raramente,A veces,A menudo,A veces,A veces,A menudo,A menudo,Raramente,A menudo,A menudo,Siempre,Nunca,A veces,A menudo,A menudo,A veces,A veces,A veces,Nunca
IE0901277,A menudo,Raramente,Raramente,Raramente,Raramente,Nunca,Raramente,Siempre,A menudo,A menudo,A menudo,A veces,A menudo,Raramente,A veces,Siempre,A menudo,Raramente,A menudo
IE1704721,Raramente,Nunca,A veces,A menudo,Siempre,A veces,Siempre,A menudo,Raramente,Raramente,Raramente,A veces,Siempre,Raramente,Raramente,Raramente,Raramente,A veces,A veces
IE9002056,Nunca,Siempre,Siempre,A menudo,Raramente,Nunca,A veces,A veces,A veces,A menudo,Raramente,A veces,A menudo,Siempre,A menudo,A menudo,Raramente,A veces,A menudo
IE9004433,Raramente,Raramente,A veces,Raramente,Nunca,Raramente,Siempre,Nunca,A menudo,Raramente,A veces,Siempre,A menudo,A menudo,Raramente,A veces,Raramente,Nunca,Siempre
IE0603645,Siempre,A veces,Siempre,Siempre,Siempre,A menudo,Nunca,A veces,Siempre,A veces,A veces,Nunca,A menudo,A veces,Siempre,A menudo,A veces,A veces,A menudo
IE9004144,Raramente,Siempre,A veces,A veces,Raramente,Siempre,Raramente,Nunca,Raramente,A menudo,Nunca,Siempre,A menudo,A veces,A menudo,A menudo,Siempre,A menudo,Raramente
IE0702879,Raramente,A menudo,Siempre,Raramente,Raramente,A veces,A menudo,Raramente,Raramente,Nunca,A veces,A veces,Nunca,A veces,A veces,A menudo,A veces,A menudo,A menudo
IE0704203,A menudo,Siempre,A veces,Raramente,A veces,A menudo,A veces,A veces,Raramente,A veces,Siempre,A menudo,A menudo,Raramente,A menudo,A veces,Raramente,A menudo,A veces
IE9202287,A menudo,A veces,Raramente,A veces,Raramente,Raramente,A veces,A veces,A veces,Raramente,Siempre,Raramente,A menudo,A menudo,A veces,A menudo,Raramente,Raramente,Raramente
IE1402262,A menudo,Siempre,Siempre,A menudo,A menudo,Siempre,Raramente,A veces,Raramente,Siempre,A menudo,Siempre,Raramente,A menudo,Nunca,Raramente,Nunca,A veces,A veces
IE1402297,Raramente,A menudo,Raramente,A menudo,Raramente,Nunca,Raramente,A menudo,Nunca,Raramente,Raramente,Raramente,Siempre,A menudo,Siempre,A menudo,Raramente,A menudo,A veces
IE0601754,A veces,A veces,A veces,Raramente,A menudo,A menudo,A menudo,A veces,A veces,A veces,A menudo,Siempre,A veces,Siempre,A veces,A veces,A menudo,Raramente,Raramente
IE0201969,Siempre,A menudo,A menudo,Siempre,Nunca,A menudo,Nunca,A veces,Raramente,Nunca,A veces,Nunca,A veces,A menudo,Raramente,A veces,A menudo,A veces,A menudo
IE9804784,Siempre,Raramente,Nunca,Raramente,Siempre,A veces,Nunca,Nunca,A menudo,Nunca,A veces,A veces,Raramente,Raramente,A veces,Raramente,A veces,A veces,Siempre
IE2103118,A veces,Raramente,Siempre,Siempre,A veces,Raramente,Siempre,A veces,A menudo,Nunca,A veces,A menudo,Siempre,Raramente,A veces,A veces,A veces,A menudo,A veces
IE0602394,A menudo,A veces,Nunca,A menudo,Siempre,A veces,Siempre,A menudo,A veces,A veces,A veces,Raramente,A veces,Raramente,Raramente,A menudo,A veces,A veces,A menudo
IE0500524,A menudo,A menudo,Raramente,A veces,Siempre,A veces,Siempre,Siempre,Nunca,Nunca,A veces,Nunca,A menudo,Siempre,A menudo,A menudo,Raramente,Raramente,A menudo
IE2603901,Raramente,A veces,A veces,Siempre,A menudo,Siempre,A menudo,A veces,A menudo,A veces,A veces,A menudo,A menudo,Siempre,A menudo,A veces,Nunca,A veces,A menudo
IE0304700,A menudo,Siempre,A veces,Nunca,Siempre,A menudo,A menudo,A menudo,A veces,A veces,A veces,Raramente,Siempre,A menudo,A veces,Raramente,A veces,A menudo,Nunca
IE1903123,A menudo,Siempre,A veces,A veces,A menudo,A veces,A menudo,Raramente,A menudo,A menudo,A menudo,Raramente,A veces,Nunca,A menudo,Siempre,Raramente,A veces,Raramente
IE1004157,Raramente,A veces,A menudo,Nunca,Siempre,A menudo,Siempre,Raramente,Raramente,Raramente,Siempre,A menudo,A menudo,Nunca,A menudo,Nunca,A veces,A menudo,A veces
IE0201970,A menudo,A veces,Siempre,Raramente,A menudo,Raramente,Raramente,A veces,Raramente,Siempre,A menudo,A veces,Raramente,A veces,A veces,A veces,A veces,A veces,A veces
IE9800672,Siempre,A menudo,A menudo,A veces,Raramente,Nunca,Siempre,Raramente,Raramente,A veces,A menudo,A menudo,A menudo,A veces,A menudo,Nunca,Nunca,Siempre,A menudo
